col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,All
,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Deborah E Landau,Kathryn Sylvia Huggins,Thaddeus Kirkland,Sekela Coles,Christine M Tartaglione,Brian K Sims,Babette Josephs,All
Ted Kirsch,2,585,564,556,577,510,508,516,508,495,334,297,All
Mindy M Posoff,,3,553,579,571,530,519,509,517,499,332,297,All
Anthony Hardy Williams,,,0,533,549,480,486,487,487,476,314,287,All
Elizabeth A Washo,,,,0,550,516,510,490,502,481,308,292,All
Ryan N Boyer,,,,,0,499,503,500,502,481,315,276,All
Deborah E Landau,,,,,,0,529,507,523,497,286,275,All
Kathryn Sylvia Huggins,,,,,,,0,509,522,502,280,269,All
Thaddeus Kirkland,,,,,,,,0,513,492,279,261,All
Sekela Coles,,,,,,,,,0,491,275,263,All
Christine M Tartaglione,,,,,,,,,,0,273,265,All
Brian K Sims,,,,,,,,,,,168,0,All
Babette Josephs,,,,,,,,,,,,126,All
Total,641,638,607,607,598,569,557,547,546,544,570,507,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,4
,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Ted Kirsch,Thaddeus Kirkland,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Anthony Hardy Williams,Brian K Sims,Babette Josephs,4
Elizabeth A Washo,0,38,36,37,35,33,33,33,33,32,19,20,4
Mindy M Posoff,,0,35,37,34,33,32,32,32,32,19,19,4
Ryan N Boyer,,,0,34,33,31,33,33,33,31,18,19,4
Ted Kirsch,,,,0,33,32,31,31,31,31,19,18,4
Thaddeus Kirkland,,,,,0,33,34,34,34,28,18,18,4
Christine M Tartaglione,,,,,,0,31,31,31,27,18,17,4
Deborah E Landau,,,,,,,0,34,34,28,19,16,4
Kathryn Sylvia Huggins,,,,,,,,0,34,28,18,16,4
Sekela Coles,,,,,,,,,0,28,18,16,4
Anthony Hardy Williams,,,,,,,,,,0,16,16,4
Brian K Sims,,,,,,,,,,,7,0,4
Babette Josephs,,,,,,,,,,,,4,4
Total,39,38,37,37,36,35,35,34,34,32,28,27,4
,Representative In The General Assembly 182nd District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Brian K Sims,Babette Josephs,Mindy M Posoff,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Kathryn Sylvia Huggins,Thaddeus Kirkland,5
Brian K Sims,16,0,32,32,30,30,28,23,24,24,23,24,5
Babette Josephs,,12,14,14,15,14,12,15,14,14,13,12,5
Mindy M Posoff,,,0,43,42,40,39,34,37,37,35,35,5
Ted Kirsch,,,,0,42,42,38,34,34,35,33,35,5
Ryan N Boyer,,,,,0,41,38,34,35,36,34,36,5
Anthony Hardy Williams,,,,,,0,38,34,33,33,32,33,5
Elizabeth A Washo,,,,,,,0,32,33,33,33,32,5
Christine M Tartaglione,,,,,,,,0,34,34,34,33,5
Deborah E Landau,,,,,,,,,0,36,36,35,5
Sekela Coles,,,,,,,,,,0,36,35,5
Kathryn Sylvia Huggins,,,,,,,,,,,0,34,5
Thaddeus Kirkland,,,,,,,,,,,,0,5
Total,49,32,46,46,45,44,40,38,38,38,36,36,5
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,6
,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Thaddeus Kirkland,Kathryn Sylvia Huggins,Sekela Coles,Brian K Sims,Babette Josephs,6
Ted Kirsch,1,39,41,36,38,32,32,36,32,32,25,21,6
Mindy M Posoff,,0,37,41,37,32,35,34,33,32,24,21,6
