col_1,col_2,col_3,division
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,All
,John Featherman,Alfonso Gambone Jr,All
John Featherman,20,221,All
Alfonso Gambone Jr,,13,All
Total,241,234,All
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,1
,John Featherman,Alfonso Gambone Jr,1
John Featherman,4,19,1
Alfonso Gambone Jr,,0,1
Total,23,19,1
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,2
,John Featherman,Alfonso Gambone Jr,2
John Featherman,1,7,2
Alfonso Gambone Jr,,0,2
Total,8,7,2
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,3
,Alfonso Gambone Jr,John Featherman,3
Alfonso Gambone Jr,2,7,3
John Featherman,,1,3
Total,9,8,3
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,4
,Alfonso Gambone Jr,John Featherman,4
Alfonso Gambone Jr,0,7,4
John Featherman,,0,4
Total,7,7,4
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,5
,John Featherman,Alfonso Gambone Jr,5
John Featherman,1,4,5
Alfonso Gambone Jr,,0,5
Total,5,4,5
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,6
,Alfonso Gambone Jr,John Featherman,6
Alfonso Gambone Jr,1,8,6
John Featherman,,1,6
Total,9,9,6
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,7
,Alfonso Gambone Jr,John Featherman,7
Alfonso Gambone Jr,0,4,7
John Featherman,,0,7
Total,4,4,7
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,8
,Alfonso Gambone Jr,John Featherman,8
Alfonso Gambone Jr,1,4,8
John Featherman,,1,8
Total,5,5,8
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,9
,Alfonso Gambone Jr,John Featherman,9
Alfonso Gambone Jr,1,4,9
John Featherman,,1,9
Total,5,5,9
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,10
,Alfonso Gambone Jr,John Featherman,10
Alfonso Gambone Jr,1,5,10
John Featherman,,0,10
Total,6,5,10
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,11
,John Featherman,Alfonso Gambone Jr,11
John Featherman,1,6,11
Alfonso Gambone Jr,,0,11
Total,7,6,11
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,12
,Alfonso Gambone Jr,John Featherman,12
Alfonso Gambone Jr,1,12,12
John Featherman,,0,12
Total,13,12,12
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,14
,Alfonso Gambone Jr,John Featherman,14
Alfonso Gambone Jr,0,3,14
John Featherman,,0,14
Total,3,3,14
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,15
,John Featherman,Alfonso Gambone Jr,15
John Featherman,1,16,15
Alfonso Gambone Jr,,0,15
Total,17,16,15
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,16
,John Featherman,Alfonso Gambone Jr,16
John Featherman,1,11,16
Alfonso Gambone Jr,,0,16
Total,12,11,16
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,17
,Alfonso Gambone Jr,John Featherman,17
Alfonso Gambone Jr,0,7,17
John Featherman,,0,17
Total,7,7,17
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,18
,Alfonso Gambone Jr,John Featherman,18
Alfonso Gambone Jr,2,8,18
John Featherman,,0,18
Total,10,8,18
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,19
,John Featherman,Alfonso Gambone Jr,19
John Featherman,2,6,19
Alfonso Gambone Jr,,0,19
Total,8,6,19
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,20
,Alfonso Gambone Jr,John Featherman,20
Alfonso Gambone Jr,0,6,20
John Featherman,,0,20
Total,6,6,20
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,21
,Alfonso Gambone Jr,John Featherman,21
Alfonso Gambone Jr,0,7,21
John Featherman,,0,21
Total,7,7,21
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,22
,Alfonso Gambone Jr,John Featherman,22
Alfonso Gambone Jr,0,4,22
John Featherman,,0,22
Total,4,4,22
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,23
,Alfonso Gambone Jr,John Featherman,23
Alfonso Gambone Jr,2,5,23
John Featherman,,2,23
Total,7,7,23
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,24
,Alfonso Gambone Jr,John Featherman,24
Alfonso Gambone Jr,2,26,24
John Featherman,,0,24
Total,28,26,24
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,25
,John Featherman,Alfonso Gambone Jr,25
John Featherman,2,5,25
Alfonso Gambone Jr,,0,25
Total,7,5,25
,Senator In The General Assembly 1st District - Republican,Representative In Congress 1st District - Republican,26
,Alfonso Gambone Jr,John Featherman,26
Alfonso Gambone Jr,0,14,26
John Featherman,,0,26
Total,14,14,26
,Representative In Congress 1st District - Republican,Senator In The General Assembly 1st District - Republican,27
,John Featherman,Alfonso Gambone Jr,27
John Featherman,1,16,27
Alfonso Gambone Jr,,0,27
Total,17,16,27
