col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,All
,Joseph James Rooney,Tom Smith,Steven D Welch,David Alan Christian,Sam Rohrer,Marc A Scaringi,All
Joseph James Rooney,12,156,157,142,34,14,All
Tom Smith,,76,0,0,0,0,All
Steven D Welch,,,21,0,0,0,All
David Alan Christian,,,,17,0,0,All
Sam Rohrer,,,,,6,0,All
Marc A Scaringi,,,,,,1,All
Total,515,232,178,159,40,15,All
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,1
,Joseph James Rooney,Tom Smith,David Alan Christian,Steven D Welch,Marc A Scaringi,Sam Rohrer,1
Joseph James Rooney,1,13,5,2,0,0,1
Tom Smith,,3,0,0,0,0,1
David Alan Christian,,,0,0,0,0,1
Steven D Welch,,,,1,0,0,1
Marc A Scaringi,,,,,0,0,1
Sam Rohrer,,,,,,0,1
Total,21,16,5,3,0,0,1
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,2
,Joseph James Rooney,Tom Smith,David Alan Christian,Steven D Welch,Sam Rohrer,Marc A Scaringi,2
Joseph James Rooney,1,17,12,7,5,3,2
Tom Smith,,3,0,0,0,0,2
David Alan Christian,,,0,0,0,0,2
Steven D Welch,,,,2,0,0,2
Sam Rohrer,,,,,1,0,2
Marc A Scaringi,,,,,,0,2
Total,45,20,12,9,6,3,2
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,3
,Joseph James Rooney,Steven D Welch,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,3
Joseph James Rooney,1,11,9,5,0,0,3
Steven D Welch,,1,0,0,0,0,3
Tom Smith,,,1,0,0,0,3
David Alan Christian,,,,0,0,0,3
Marc A Scaringi,,,,,0,0,3
Sam Rohrer,,,,,,0,3
Total,26,12,10,5,0,0,3
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,4
,Joseph James Rooney,Tom Smith,Steven D Welch,David Alan Christian,Sam Rohrer,Marc A Scaringi,4
Joseph James Rooney,0,9,11,9,1,0,4
Tom Smith,,5,0,0,0,0,4
Steven D Welch,,,0,0,0,0,4
David Alan Christian,,,,0,0,0,4
Sam Rohrer,,,,,0,0,4
Marc A Scaringi,,,,,,0,4
Total,30,14,11,9,1,0,4
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,5
,Joseph James Rooney,David Alan Christian,Tom Smith,Sam Rohrer,Steven D Welch,Marc A Scaringi,5
Joseph James Rooney,1,12,7,4,4,1,5
David Alan Christian,,1,0,0,0,0,5
Tom Smith,,,4,0,0,0,5
Sam Rohrer,,,,0,0,0,5
Steven D Welch,,,,,0,0,5
Marc A Scaringi,,,,,,0,5
Total,29,13,11,4,4,1,5
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,6
,Joseph James Rooney,David Alan Christian,Tom Smith,Steven D Welch,Sam Rohrer,Marc A Scaringi,6
Joseph James Rooney,1,17,6,10,4,1,6
David Alan Christian,,0,0,0,0,0,6
Tom Smith,,,6,0,0,0,6
Steven D Welch,,,,1,0,0,6
Sam Rohrer,,,,,1,0,6
Marc A Scaringi,,,,,,0,6
Total,39,17,12,11,5,1,6
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,7
,Joseph James Rooney,Tom Smith,David Alan Christian,Steven D Welch,Marc A Scaringi,Sam Rohrer,7
Joseph James Rooney,0,14,9,9,2,0,7
Tom Smith,,7,0,0,0,0,7
David Alan Christian,,,2,0,0,0,7
Steven D Welch,,,,2,0,0,7
Marc A Scaringi,,,,,0,0,7
Sam Rohrer,,,,,,0,7
Total,34,21,11,11,2,0,7
,Representative In Congress 13th District - Republican,United States Senator - Republican,,,,,8
,Joseph James Rooney,Tom Smith,Steven D Welch,David Alan Christian,Marc A Scaringi,Sam Rohrer,8
