col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Lawrence M Farnese Jr,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Lawrence M Farnese Jr,128,247,237,233,233,227,203,192,191,176,171,All
Ted Kirsch,,0,238,231,231,234,181,180,182,176,170,All
Mindy M Posoff,,,0,225,235,231,179,182,180,173,169,All
Anthony Hardy Williams,,,,1,225,225,179,173,173,170,164,All
Elizabeth A Washo,,,,,0,228,177,182,182,171,169,All
Ryan N Boyer,,,,,,2,174,180,175,169,168,All
Christine M Tartaglione,,,,,,,2,182,185,179,172,All
Kathryn Sylvia Huggins,,,,,,,,0,189,176,176,All
Deborah E Landau,,,,,,,,,0,178,178,All
Thaddeus Kirkland,,,,,,,,,,0,175,All
Sekela Coles,,,,,,,,,,,0,All
Total,440,266,254,252,248,247,218,207,203,191,185,All
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Lawrence M Farnese Jr,Mindy M Posoff,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,1
Lawrence M Farnese Jr,6,42,40,39,38,38,32,31,30,30,29,1
Mindy M Posoff,,0,36,38,37,35,25,27,28,27,27,1
Anthony Hardy Williams,,,0,36,34,33,27,26,25,26,25,1
Ted Kirsch,,,,0,36,34,25,27,28,28,27,1
Elizabeth A Washo,,,,,0,34,25,27,27,26,26,1
Ryan N Boyer,,,,,,0,23,25,26,26,25,1
Christine M Tartaglione,,,,,,,0,27,25,25,25,1
Kathryn Sylvia Huggins,,,,,,,,0,28,28,28,1
Deborah E Landau,,,,,,,,,0,28,28,1
Sekela Coles,,,,,,,,,,0,29,1
Thaddeus Kirkland,,,,,,,,,,,0,1
Total,61,42,40,39,38,38,32,31,30,30,29,1
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Lawrence M Farnese Jr,Ted Kirsch,Elizabeth A Washo,Anthony Hardy Williams,Mindy M Posoff,Kathryn Sylvia Huggins,Ryan N Boyer,Deborah E Landau,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,2
Lawrence M Farnese Jr,23,38,36,33,35,32,32,31,31,28,28,2
Ted Kirsch,,0,36,35,36,30,35,29,30,29,30,2
Elizabeth A Washo,,,0,34,38,32,34,30,28,29,29,2
Anthony Hardy Williams,,,,0,34,30,34,28,28,28,29,2
Mindy M Posoff,,,,,0,32,34,30,29,30,29,2
Kathryn Sylvia Huggins,,,,,,0,30,32,29,31,29,2
Ryan N Boyer,,,,,,,1,28,28,28,27,2
Deborah E Landau,,,,,,,,0,29,31,29,2
Christine M Tartaglione,,,,,,,,,0,28,29,2
Sekela Coles,,,,,,,,,,0,29,2
Thaddeus Kirkland,,,,,,,,,,,0,2
Total,70,42,40,39,39,37,37,34,32,31,31,2
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Lawrence M Farnese Jr,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Christine M Tartaglione,Kathryn Sylvia Huggins,4
Lawrence M Farnese Jr,13,25,24,23,23,22,19,19,18,18,18,4
Ted Kirsch,,0,23,22,23,22,19,19,19,18,18,4
Anthony Hardy Williams,,,0,22,23,22,18,18,17,17,17,4
Mindy M Posoff,,,,0,22,22,17,17,17,17,16,4
Ryan N Boyer,,,,,0,22,18,18,17,17,17,4
Elizabeth A Washo,,,,,,0,17,17,17,17,16,4
Deborah E Landau,,,,,,,0,19,18,18,18,4
Sekela Coles,,,,,,,,0,18,18,18,4
Thaddeus Kirkland,,,,,,,,,0,18,17,4
Christine M Tartaglione,,,,,,,,,,0,17,4
Kathryn Sylvia Huggins,,,,,,,,,,,0,4
Total,40,26,24,23,23,22,19,19,19,18,18,4
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Lawrence M Farnese Jr,Mindy M Posoff,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,5
Lawrence M Farnese Jr,9,16,15,14,14,14,11,12,10,10,9,5
Mindy M Posoff,,0,15,14,14,14,10,11,10,10,9,5
Ryan N Boyer,,,0,15,14,14,11,10,11,9,10,5
Anthony Hardy Williams,,,,0,13,14,10,9,10,9,9,5
Elizabeth A Washo,,,,,0,12,10,10,10,9,10,5
Ted Kirsch,,,,,,0,9,9,9,9,8,5
Christine M Tartaglione,,,,,,,0,10,11,9,10,5
Kathryn Sylvia Huggins,,,,,,,,0,10,10,9,5
Thaddeus Kirkland,,,,,,,,,0,9,10,5
Deborah E Landau,,,,,,,,,,0,8,5
Sekela Coles,,,,,,,,,,,0,5
Total,27,16,16,15,15,14,12,12,11,10,10,5
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,6
,Lawrence M Farnese Jr,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,6
Lawrence M Farnese Jr,3,21,21,20,19,18,11,12,12,11,10,6
Anthony Hardy Williams,,0,19,19,18,18,11,11,10,10,11,6
Elizabeth A Washo,,,0,20,19,19,12,13,12,11,10,6
Ted Kirsch,,,,0,19,18,11,12,11,10,10,6
Ryan N Boyer,,,,,0,18,11,12,11,11,10,6
Mindy M Posoff,,,,,,0,12,12,11,11,10,6
Christine M Tartaglione,,,,,,,1,12,11,11,10,6
Deborah E Landau,,,,,,,,0,12,11,10,6
Kathryn Sylvia Huggins,,,,,,,,,0,10,9,6
Sekela Coles,,,,,,,,,,0,10,6
Thaddeus Kirkland,,,,,,,,,,,0,6
Total,29,22,22,21,20,19,13,13,13,12,11,6
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,7
,Lawrence M Farnese Jr,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Elizabeth A Washo,Anthony Hardy Williams,Deborah E Landau,Kathryn Sylvia Huggins,Thaddeus Kirkland,Sekela Coles,7
Lawrence M Farnese Jr,17,31,31,28,29,28,26,26,25,26,23,7
Ted Kirsch,,0,34,33,27,30,29,26,26,25,23,7
Mindy M Posoff,,,0,32,26,31,29,26,26,24,24,7
Ryan N Boyer,,,,1,25,30,29,24,26,24,23,7
Christine M Tartaglione,,,,,0,25,23,28,27,27,25,7
Elizabeth A Washo,,,,,,0,29,25,25,24,24,7
Anthony Hardy Williams,,,,,,,0,23,23,23,22,7
Deborah E Landau,,,,,,,,0,26,26,25,7
Kathryn Sylvia Huggins,,,,,,,,,0,25,25,7
Thaddeus Kirkland,,,,,,,,,,0,24,7
Sekela Coles,,,,,,,,,,,0,7
Total,54,36,35,34,32,31,29,28,28,28,25,7
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,10
,Lawrence M Farnese Jr,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Anthony Hardy Williams,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,10
Lawrence M Farnese Jr,29,35,33,33,32,32,28,27,27,26,24,10
Ted Kirsch,,0,38,37,38,36,30,29,29,28,28,10
Ryan N Boyer,,,0,38,38,36,29,30,29,28,27,10
Elizabeth A Washo,,,,0,37,36,29,29,28,28,26,10
Mindy M Posoff,,,,,0,36,29,29,29,27,27,10
Anthony Hardy Williams,,,,,,0,30,28,29,27,26,10
Christine M Tartaglione,,,,,,,0,29,30,29,28,10
Kathryn Sylvia Huggins,,,,,,,,0,30,29,28,10
