col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,All
,Al Taubenberger,John Maher,Frank A Pinto,All
Al Taubenberger,104,335,221,All
John Maher,,41,0,All
Frank A Pinto,,,28,All
Total,660,376,249,All
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,1
,Al Taubenberger,John Maher,Frank A Pinto,1
Al Taubenberger,7,33,11,1
John Maher,,4,0,1
Frank A Pinto,,,1,1
Total,51,37,12,1
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,3
,Al Taubenberger,John Maher,Frank A Pinto,3
Al Taubenberger,10,21,21,3
John Maher,,6,0,3
Frank A Pinto,,,2,3
Total,52,27,23,3
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,4
,Al Taubenberger,John Maher,Frank A Pinto,4
Al Taubenberger,4,25,17,4
John Maher,,2,0,4
Frank A Pinto,,,3,4
Total,46,27,20,4
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,5
,Al Taubenberger,John Maher,Frank A Pinto,5
Al Taubenberger,11,8,9,5
John Maher,,3,0,5
Frank A Pinto,,,1,5
Total,28,11,10,5
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,9
,Al Taubenberger,John Maher,Frank A Pinto,9
Al Taubenberger,8,34,12,9
John Maher,,3,0,9
Frank A Pinto,,,1,9
Total,54,37,13,9
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,10
,Al Taubenberger,John Maher,Frank A Pinto,10
Al Taubenberger,7,36,26,10
John Maher,,5,0,10
Frank A Pinto,,,1,10
Total,69,41,27,10
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,12
,Al Taubenberger,John Maher,Frank A Pinto,12
Al Taubenberger,7,18,15,12
John Maher,,2,0,12
Frank A Pinto,,,4,12
Total,40,20,19,12
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,13
,Al Taubenberger,John Maher,Frank A Pinto,13
Al Taubenberger,3,24,17,13
John Maher,,1,0,13
Frank A Pinto,,,3,13
Total,44,25,20,13
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,14
,Al Taubenberger,John Maher,Frank A Pinto,14
Al Taubenberger,6,23,15,14
John Maher,,3,0,14
Frank A Pinto,,,1,14
Total,44,26,16,14
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,16
,Al Taubenberger,John Maher,Frank A Pinto,16
Al Taubenberger,4,17,9,16
John Maher,,1,0,16
Frank A Pinto,,,0,16
Total,30,18,9,16
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,17
,Al Taubenberger,John Maher,Frank A Pinto,17
Al Taubenberger,12,42,8,17
John Maher,,3,0,17
Frank A Pinto,,,4,17
Total,62,45,12,17
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,18
,Al Taubenberger,Frank A Pinto,John Maher,18
Al Taubenberger,5,18,13,18
Frank A Pinto,,3,0,18
John Maher,,,4,18
Total,36,21,17,18
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,19
,Al Taubenberger,Frank A Pinto,John Maher,19
Al Taubenberger,8,20,18,19
Frank A Pinto,,3,0,19
John Maher,,,1,19
Total,46,23,19,19
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,20
,Al Taubenberger,John Maher,Frank A Pinto,20
Al Taubenberger,6,17,12,20
John Maher,,2,0,20
Frank A Pinto,,,1,20
Total,35,19,13,20
,Representative In The General Assembly 172nd District - Republican,Auditor General - Republican,,24
,Al Taubenberger,Frank A Pinto,John Maher,24
Al Taubenberger,6,11,6,24
Frank A Pinto,,0,0,24
John Maher,,,1,24
Total,23,11,7,24
