col_1,col_2,division
,Senator In The General Assembly 1st District - Republican,All
,Alfonso Gambone Jr,All
Alfonso Gambone Jr,522,All
Total,522,All
,Senator In The General Assembly 1st District - Republican,1
,Alfonso Gambone Jr,1
Alfonso Gambone Jr,14,1
Total,14,1
,Senator In The General Assembly 1st District - Republican,2
,Alfonso Gambone Jr,2
Alfonso Gambone Jr,34,2
Total,34,2
,Senator In The General Assembly 1st District - Republican,3
,Alfonso Gambone Jr,3
Alfonso Gambone Jr,24,3
Total,24,3
,Senator In The General Assembly 1st District - Republican,4
,Alfonso Gambone Jr,4
Alfonso Gambone Jr,21,4
Total,21,4
,Senator In The General Assembly 1st District - Republican,5
,Alfonso Gambone Jr,5
Alfonso Gambone Jr,14,5
Total,14,5
,Senator In The General Assembly 1st District - Republican,6
,Alfonso Gambone Jr,6
Alfonso Gambone Jr,23,6
Total,23,6
,Senator In The General Assembly 1st District - Republican,7
,Alfonso Gambone Jr,7
Alfonso Gambone Jr,15,7
Total,15,7
,Senator In The General Assembly 1st District - Republican,8
,Alfonso Gambone Jr,8
Alfonso Gambone Jr,38,8
Total,38,8
,Senator In The General Assembly 1st District - Republican,9
,Alfonso Gambone Jr,9
Alfonso Gambone Jr,39,9
Total,39,9
,Senator In The General Assembly 1st District - Republican,10
,Alfonso Gambone Jr,10
Alfonso Gambone Jr,14,10
Total,14,10
,Senator In The General Assembly 1st District - Republican,11
,Alfonso Gambone Jr,11
Alfonso Gambone Jr,8,11
Total,8,11
,Senator In The General Assembly 1st District - Republican,12
,Alfonso Gambone Jr,12
Alfonso Gambone Jr,45,12
Total,45,12
,Senator In The General Assembly 1st District - Republican,13
,Alfonso Gambone Jr,13
Alfonso Gambone Jr,19,13
Total,19,13
,Senator In The General Assembly 1st District - Republican,14
,Alfonso Gambone Jr,14
Alfonso Gambone Jr,23,14
Total,23,14
,Senator In The General Assembly 1st District - Republican,15
,Alfonso Gambone Jr,15
Alfonso Gambone Jr,29,15
Total,29,15
,Senator In The General Assembly 1st District - Republican,16
,Alfonso Gambone Jr,16
Alfonso Gambone Jr,17,16
Total,17,16
,Senator In The General Assembly 1st District - Republican,17
,Alfonso Gambone Jr,17
Alfonso Gambone Jr,14,17
Total,14,17
,Senator In The General Assembly 1st District - Republican,18
,Alfonso Gambone Jr,18
Alfonso Gambone Jr,16,18
Total,16,18
,Senator In The General Assembly 1st District - Republican,19
,Alfonso Gambone Jr,19
Alfonso Gambone Jr,56,19
Total,56,19
,Senator In The General Assembly 1st District - Republican,21
,Alfonso Gambone Jr,21
Alfonso Gambone Jr,16,21
Total,16,21
,Senator In The General Assembly 1st District - Republican,22
,Alfonso Gambone Jr,22
Alfonso Gambone Jr,11,22
Total,11,22
,Senator In The General Assembly 1st District - Republican,23
,Alfonso Gambone Jr,23
Alfonso Gambone Jr,32,23
Total,32,23
