col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,All
,Alfonso Gambone Jr,John Maher,Frank A Pinto,All
Alfonso Gambone Jr,27,221,137,All
John Maher,,10,0,All
Frank A Pinto,,,10,All
Total,385,231,147,All
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,1
,Alfonso Gambone Jr,Frank A Pinto,John Maher,1
Alfonso Gambone Jr,1,17,15,1
Frank A Pinto,,0,0,1
John Maher,,,0,1
Total,33,17,15,1
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,2
,Alfonso Gambone Jr,John Maher,Frank A Pinto,2
Alfonso Gambone Jr,1,14,7,2
John Maher,,0,0,2
Frank A Pinto,,,0,2
Total,22,14,7,2
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,3
,Alfonso Gambone Jr,John Maher,Frank A Pinto,3
Alfonso Gambone Jr,2,18,15,3
John Maher,,0,0,3
Frank A Pinto,,,1,3
Total,35,18,16,3
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,4
,Alfonso Gambone Jr,John Maher,Frank A Pinto,4
Alfonso Gambone Jr,0,13,7,4
John Maher,,0,0,4
Frank A Pinto,,,2,4
Total,20,13,9,4
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,5
,Alfonso Gambone Jr,John Maher,Frank A Pinto,5
Alfonso Gambone Jr,1,9,4,5
John Maher,,0,0,5
Frank A Pinto,,,1,5
Total,14,9,5,5
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,6
,Alfonso Gambone Jr,John Maher,Frank A Pinto,6
Alfonso Gambone Jr,2,8,0,6
John Maher,,1,0,6
Frank A Pinto,,,0,6
Total,10,9,0,6
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,7
,Alfonso Gambone Jr,John Maher,Frank A Pinto,7
Alfonso Gambone Jr,2,6,4,7
John Maher,,0,0,7
Frank A Pinto,,,0,7
Total,12,6,4,7
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,8
,Alfonso Gambone Jr,John Maher,Frank A Pinto,8
Alfonso Gambone Jr,0,7,3,8
John Maher,,0,0,8
Frank A Pinto,,,0,8
Total,10,7,3,8
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,9
,Alfonso Gambone Jr,Frank A Pinto,John Maher,9
Alfonso Gambone Jr,1,4,3,9
Frank A Pinto,,1,0,9
John Maher,,,0,9
Total,8,5,3,9
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,10
,Alfonso Gambone Jr,John Maher,Frank A Pinto,10
Alfonso Gambone Jr,0,12,5,10
John Maher,,0,0,10
Frank A Pinto,,,0,10
Total,17,12,5,10
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,11
,Alfonso Gambone Jr,Frank A Pinto,John Maher,11
Alfonso Gambone Jr,1,6,5,11
Frank A Pinto,,0,0,11
John Maher,,,0,11
Total,12,6,5,11
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,12
,Alfonso Gambone Jr,Frank A Pinto,John Maher,12
Alfonso Gambone Jr,1,7,6,12
Frank A Pinto,,0,0,12
John Maher,,,0,12
Total,14,7,6,12
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,13
,Alfonso Gambone Jr,John Maher,Frank A Pinto,13
Alfonso Gambone Jr,0,4,0,13
John Maher,,0,0,13
Frank A Pinto,,,0,13
Total,4,4,0,13
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,14
,Alfonso Gambone Jr,John Maher,Frank A Pinto,14
Alfonso Gambone Jr,0,5,4,14
John Maher,,0,0,14
Frank A Pinto,,,0,14
Total,9,5,4,14
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,15
,Alfonso Gambone Jr,Frank A Pinto,John Maher,15
Alfonso Gambone Jr,3,3,2,15
Frank A Pinto,,1,0,15
John Maher,,,0,15
Total,8,4,2,15
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,16
,Alfonso Gambone Jr,Frank A Pinto,John Maher,16
Alfonso Gambone Jr,0,5,4,16
Frank A Pinto,,0,0,16
John Maher,,,1,16
Total,9,5,5,16
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,17
,Alfonso Gambone Jr,John Maher,Frank A Pinto,17
Alfonso Gambone Jr,0,6,4,17
John Maher,,0,0,17
Frank A Pinto,,,0,17
Total,10,6,4,17
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,18
,Alfonso Gambone Jr,John Maher,Frank A Pinto,18
Alfonso Gambone Jr,2,28,7,18
John Maher,,2,0,18
Frank A Pinto,,,1,18
Total,37,30,8,18
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,19
,Alfonso Gambone Jr,John Maher,Frank A Pinto,19
Alfonso Gambone Jr,5,13,7,19
John Maher,,1,0,19
Frank A Pinto,,,0,19
Total,25,14,7,19
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,20
,Alfonso Gambone Jr,Frank A Pinto,John Maher,20
Alfonso Gambone Jr,1,4,1,20
Frank A Pinto,,0,0,20
John Maher,,,0,20
Total,6,4,1,20
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,21
,Alfonso Gambone Jr,John Maher,Frank A Pinto,21
Alfonso Gambone Jr,2,8,7,21
John Maher,,0,0,21
Frank A Pinto,,,0,21
Total,17,8,7,21
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,22
,Alfonso Gambone Jr,John Maher,Frank A Pinto,22
Alfonso Gambone Jr,2,5,5,22
John Maher,,2,0,22
Frank A Pinto,,,1,22
Total,12,7,6,22
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,23
,Alfonso Gambone Jr,Frank A Pinto,John Maher,23
Alfonso Gambone Jr,0,1,0,23
Frank A Pinto,,0,0,23
John Maher,,,0,23
Total,1,1,0,23
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,24
,Alfonso Gambone Jr,John Maher,Frank A Pinto,24
Alfonso Gambone Jr,0,6,3,24
John Maher,,0,0,24
Frank A Pinto,,,0,24
Total,9,6,3,24
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,25
,Alfonso Gambone Jr,John Maher,Frank A Pinto,25
Alfonso Gambone Jr,0,4,1,25
John Maher,,0,0,25
Frank A Pinto,,,0,25
Total,5,4,1,25
,Senator In The General Assembly 1st District - Republican,Auditor General - Republican,,26
,Alfonso Gambone Jr,John Maher,Frank A Pinto,26
Alfonso Gambone Jr,0,7,4,26
John Maher,,0,0,26
Frank A Pinto,,,2,26
Total,11,7,6,26
