col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Vincent J Hughes,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Andrew P Toy,Stephen A Cozen,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Vincent J Hughes,"4,013","12,760","11,778","11,033","10,339","10,289","9,105","7,455","7,398","7,364","7,213","7,184","7,153","7,108","7,059","6,983","6,903","6,730",All
Kenyatta J Johnson,,81,"11,457","10,996","10,435","10,343","8,485","7,386","7,305","7,287","7,175","7,177","7,050","7,158","7,046","6,978","6,888","6,782",All
Blondell Reynolds Brown,,,46,"10,585","10,124","10,111","8,316","7,277","7,199","7,137","7,082","7,046","6,896","6,997","6,924","6,868","6,748","6,707",All
Cindy Bass,,,,27,"10,213","10,101","7,773","7,039","7,153","7,116","6,963","7,016","6,864","6,932","6,941","6,878","6,746","6,666",All
Jacquelyn Manns Smalley,,,,,15,"9,824","7,333","6,799","6,880","6,879","6,748","6,831","6,624","6,751","6,733","6,711","6,538","6,530",All
Mark Alan Aronchick,,,,,,25,"7,230","6,826","6,948","6,981","6,764","6,819","6,544","6,733","6,691","6,638","6,504","6,587",All
Vincent J Hughes,,,,,,,11,"7,455","7,394","7,316","7,216","7,258","7,010","7,100","7,037","6,969","6,803","6,794",All
Jerome W Mondesire,,,,,,,,3,"6,961","6,997","6,791","6,951","6,505","6,723","6,674","6,613","6,437","6,550",All
Andrew P Toy,,,,,,,,,13,"7,130","6,854","7,039","6,646","6,848","6,845","6,772","6,586","6,679",All
Stephen A Cozen,,,,,,,,,,11,"6,838","7,030","6,647","6,899","6,828","6,778","6,626","6,698",All
Jerry T Jordan,,,,,,,,,,,2,"6,789","6,688","6,919","6,848","6,808","6,596","6,757",All
Joseph C Meade,,,,,,,,,,,,2,"6,547","6,796","6,742","6,719","6,515","6,666",All
Michelle W Singer,,,,,,,,,,,,,10,"6,696","6,743","6,726","6,785","6,489",All
Raye E Johnson,,,,,,,,,,,,,,2,"6,898","6,848","6,670","6,766",All
Eleanor M Dezzi,,,,,,,,,,,,,,,11,"6,928","6,688","6,722",All
Heather Steinmiller,,,,,,,,,,,,,,,,1,"6,668","6,701",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,6,"6,484",All
William S Leopold,,,,,,,,,,,,,,,,,,3,All
Total,"18,777","13,480","12,441","11,647","10,862","10,858","9,520","7,811","7,805","7,766","7,555","7,531","7,503","7,437","7,436","7,314","7,259","7,036",All
