col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,All
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,All
Chaka Fattah,26,385,265,98,All
Charisma D Presley,,59,0,0,All
Rosita C Youngblood,,,24,0,All
Malik L Boyd,,,,23,All
Total,774,444,289,121,All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,11
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,11
Chaka Fattah,9,65,64,15,11
Charisma D Presley,,8,0,0,11
Rosita C Youngblood,,,9,0,11
Malik L Boyd,,,,6,11
Total,153,73,73,21,11
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,12
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,12
Chaka Fattah,5,66,62,33,12
Charisma D Presley,,10,0,0,12
Rosita C Youngblood,,,8,0,12
Malik L Boyd,,,,7,12
Total,166,76,70,40,12
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,13
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,13
Chaka Fattah,5,109,42,23,13
Charisma D Presley,,21,0,0,13
Rosita C Youngblood,,,2,0,13
Malik L Boyd,,,,4,13
Total,179,130,44,27,13
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,14
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,14
Chaka Fattah,2,53,49,16,14
Charisma D Presley,,8,0,0,14
Rosita C Youngblood,,,2,0,14
Malik L Boyd,,,,1,14
Total,120,61,51,17,14
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 198th District - Democrat,,,15
,Chaka Fattah,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,15
Chaka Fattah,5,92,48,11,15
Charisma D Presley,,12,0,0,15
Rosita C Youngblood,,,3,0,15
Malik L Boyd,,,,5,15
Total,156,104,51,16,15
