col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Patrick Murphy,Kathleen G Kane,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Ryan N Boyer,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
Patrick Murphy,37,0,64,61,59,61,61,48,48,48,46,45,All
Kathleen G Kane,,20,41,39,39,37,34,31,29,27,28,26,All
Ted Kirsch,,,0,95,93,96,94,70,73,72,69,69,All
Mindy M Posoff,,,,0,92,94,93,71,71,71,69,67,All
Anthony Hardy Williams,,,,,0,92,91,71,70,69,69,70,All
Ryan N Boyer,,,,,,0,93,70,70,70,70,69,All
Elizabeth A Washo,,,,,,,0,68,71,71,69,68,All
Christine M Tartaglione,,,,,,,,0,74,73,72,71,All
Kathryn Sylvia Huggins,,,,,,,,,0,77,73,72,All
Deborah E Landau,,,,,,,,,,0,73,72,All
Sekela Coles,,,,,,,,,,,0,72,All
Thaddeus Kirkland,,,,,,,,,,,,0,All
Total,111,73,107,102,100,100,97,82,80,78,77,74,All
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Patrick Murphy,Kathleen G Kane,Ryan N Boyer,Mindy M Posoff,Ted Kirsch,Anthony Hardy Williams,Deborah E Landau,Elizabeth A Washo,Kathryn Sylvia Huggins,Sekela Coles,Christine M Tartaglione,Thaddeus Kirkland,3
Patrick Murphy,8,0,10,9,9,10,8,9,8,8,8,8,3
Kathleen G Kane,,3,6,6,6,4,6,5,6,6,5,5,3
Ryan N Boyer,,,0,15,15,13,12,14,12,12,12,12,3
Mindy M Posoff,,,,0,15,13,12,14,12,12,12,12,3
Ted Kirsch,,,,,0,13,12,14,12,12,12,12,3
Anthony Hardy Williams,,,,,,0,11,13,11,11,11,11,3
Deborah E Landau,,,,,,,0,12,14,13,13,13,3
Elizabeth A Washo,,,,,,,,0,12,12,12,12,3
Kathryn Sylvia Huggins,,,,,,,,,0,13,13,13,3
Sekela Coles,,,,,,,,,,0,13,13,3
Christine M Tartaglione,,,,,,,,,,,0,13,3
Thaddeus Kirkland,,,,,,,,,,,,0,3
Total,19,12,16,15,15,14,14,14,14,14,13,13,3
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,14
,Patrick Murphy,Kathleen G Kane,Ryan N Boyer,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,14
Patrick Murphy,5,0,6,5,4,4,4,4,4,3,4,3,14
Kathleen G Kane,,0,4,4,3,3,3,1,1,2,1,1,14
Ryan N Boyer,,,0,8,7,7,7,5,5,5,5,4,14
Ted Kirsch,,,,0,7,7,6,4,4,5,4,4,14
Anthony Hardy Williams,,,,,0,7,6,3,4,4,4,4,14
Elizabeth A Washo,,,,,,0,6,3,4,4,4,4,14
Mindy M Posoff,,,,,,,0,3,4,3,4,3,14
Christine M Tartaglione,,,,,,,,0,4,4,4,3,14
Deborah E Landau,,,,,,,,,0,4,5,4,14
Kathryn Sylvia Huggins,,,,,,,,,,0,4,4,14
Sekela Coles,,,,,,,,,,,0,4,14
Thaddeus Kirkland,,,,,,,,,,,,0,14
Total,12,4,10,9,7,7,7,5,5,5,5,4,14
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,15
,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Thaddeus Kirkland,Sekela Coles,Kathleen G Kane,Patrick Murphy,15
Ted Kirsch,0,14,13,12,12,10,9,9,9,8,6,9,15
Anthony Hardy Williams,,0,13,12,12,10,9,9,9,8,5,9,15
Ryan N Boyer,,,0,12,12,9,8,8,8,7,4,9,15
Elizabeth A Washo,,,,0,12,9,8,8,8,7,3,9,15
Mindy M Posoff,,,,,0,9,8,8,8,7,3,9,15
Christine M Tartaglione,,,,,,0,9,9,9,8,2,8,15
Deborah E Landau,,,,,,,0,9,9,8,1,8,15
Kathryn Sylvia Huggins,,,,,,,,0,9,8,1,8,15
Thaddeus Kirkland,,,,,,,,,0,8,1,8,15
Sekela Coles,,,,,,,,,,0,1,7,15
Kathleen G Kane,,,,,,,,,,,4,0,15
Patrick Murphy,,,,,,,,,,,,0,15
Total,15,14,13,12,12,10,9,9,9,8,10,9,15
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,16
,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,Thaddeus Kirkland,Patrick Murphy,Kathleen G Kane,16
Anthony Hardy Williams,0,12,10,10,10,9,9,9,8,8,6,6,16
Mindy M Posoff,,0,10,10,10,9,9,9,8,8,6,6,16
Elizabeth A Washo,,,0,10,10,8,8,8,8,8,6,5,16
Ryan N Boyer,,,,0,10,8,8,8,8,8,5,5,16
Ted Kirsch,,,,,0,8,8,8,8,8,5,5,16
Christine M Tartaglione,,,,,,0,9,9,8,8,5,4,16
Kathryn Sylvia Huggins,,,,,,,0,9,8,8,5,4,16
Sekela Coles,,,,,,,,0,8,8,5,4,16
Deborah E Landau,,,,,,,,,0,8,5,3,16
Thaddeus Kirkland,,,,,,,,,,0,5,3,16
Patrick Murphy,,,,,,,,,,,4,0,16
Kathleen G Kane,,,,,,,,,,,,3,16
Total,12,12,11,10,10,9,9,9,8,8,11,9,16
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,19
,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Patrick Murphy,Kathleen G Kane,19
Ted Kirsch,0,14,16,16,15,9,10,11,11,10,11,7,19
Anthony Hardy Williams,,0,15,14,15,12,12,10,10,11,8,8,19
Mindy M Posoff,,,0,16,15,10,10,11,11,10,9,7,19
Elizabeth A Washo,,,,0,15,9,10,11,11,10,9,6,19
Ryan N Boyer,,,,,0,10,11,10,10,11,8,7,19
Christine M Tartaglione,,,,,,0,12,10,10,11,5,9,19
Thaddeus Kirkland,,,,,,,0,11,11,12,5,7,19
Deborah E Landau,,,,,,,,0,12,11,5,6,19
Kathryn Sylvia Huggins,,,,,,,,,0,11,5,6,19
