col_1,col_2,col_3,division
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,All
,Lawrence M Farnese Jr,Robert M Mccord,All
Lawrence M Farnese Jr,69,371,All
Robert M Mccord,,13,All
Total,440,384,All
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,1
,Lawrence M Farnese Jr,Robert M Mccord,1
Lawrence M Farnese Jr,5,56,1
Robert M Mccord,,2,1
Total,61,58,1
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,2
,Lawrence M Farnese Jr,Robert M Mccord,2
Lawrence M Farnese Jr,12,58,2
Robert M Mccord,,3,2
Total,70,61,2
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,4
,Lawrence M Farnese Jr,Robert M Mccord,4
Lawrence M Farnese Jr,9,31,4
Robert M Mccord,,0,4
Total,40,31,4
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,5
,Lawrence M Farnese Jr,Robert M Mccord,5
Lawrence M Farnese Jr,8,19,5
Robert M Mccord,,0,5
Total,27,19,5
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,6
,Lawrence M Farnese Jr,Robert M Mccord,6
Lawrence M Farnese Jr,4,25,6
Robert M Mccord,,0,6
Total,29,25,6
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,7
,Lawrence M Farnese Jr,Robert M Mccord,7
Lawrence M Farnese Jr,6,48,7
Robert M Mccord,,1,7
Total,54,49,7
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,10
,Lawrence M Farnese Jr,Robert M Mccord,10
Lawrence M Farnese Jr,13,56,10
Robert M Mccord,,3,10
Total,69,59,10
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,11
,Lawrence M Farnese Jr,Robert M Mccord,11
Lawrence M Farnese Jr,5,41,11
Robert M Mccord,,3,11
Total,46,44,11
,Senator In The General Assembly 1st District - Democrat,State Treasurer - Democrat,12
,Lawrence M Farnese Jr,Robert M Mccord,12
Lawrence M Farnese Jr,7,37,12
Robert M Mccord,,1,12
Total,44,38,12
