col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Ronald G Waters,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerry T Jordan,Michelle W Singer,Raye E Johnson,Stephen A Cozen,Jerome W Mondesire,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,Joseph C Meade,William S Leopold,Andrew P Toy,All
Ronald G Waters,218,613,492,465,438,428,307,289,288,287,283,280,281,280,280,272,272,267,All
Kenyatta J Johnson,,10,507,478,447,439,315,295,296,295,292,288,290,290,291,283,281,277,All
Blondell Reynolds Brown,,,1,457,436,426,303,286,285,277,278,280,280,278,276,279,275,271,All
Cindy Bass,,,,0,433,429,290,280,280,280,276,272,279,280,278,272,270,272,All
Mark Alan Aronchick,,,,,2,407,273,265,266,265,266,260,262,264,258,263,262,262,All
Jacquelyn Manns Smalley,,,,,,0,271,268,267,266,266,262,266,267,268,262,265,261,All
Vincent J Hughes,,,,,,,0,285,280,278,276,275,273,271,271,277,272,275,All
Jerry T Jordan,,,,,,,,0,278,279,276,269,278,275,272,274,275,270,All
Michelle W Singer,,,,,,,,,0,282,276,269,273,273,276,269,272,266,All
Raye E Johnson,,,,,,,,,,0,278,272,277,280,273,271,276,269,All
Stephen A Cozen,,,,,,,,,,,0,275,277,276,276,275,271,272,All
Jerome W Mondesire,,,,,,,,,,,,0,273,271,266,272,266,265,All
Eleanor M Dezzi,,,,,,,,,,,,,0,280,275,270,272,265,All
Heather Steinmiller,,,,,,,,,,,,,,0,276,270,273,265,All
Nancy Astor Fox,,,,,,,,,,,,,,,0,264,267,265,All
Joseph C Meade,,,,,,,,,,,,,,,,0,268,270,All
William S Leopold,,,,,,,,,,,,,,,,,0,265,All
Andrew P Toy,,,,,,,,,,,,,,,,,,0,All
Total,869,656,523,490,464,451,324,301,301,300,298,295,294,293,293,287,284,281,All
