col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,All
,Chaka Fattah,Dwight Evans,Lamont W Thomas,All
Chaka Fattah,1,575,189,All
Dwight Evans,,46,0,All
Lamont W Thomas,,,17,All
Total,765,621,206,All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,6
,Chaka Fattah,Dwight Evans,Lamont W Thomas,6
Chaka Fattah,0,130,49,6
Dwight Evans,,6,0,6
Lamont W Thomas,,,4,6
Total,179,136,53,6
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,17
,Chaka Fattah,Dwight Evans,Lamont W Thomas,17
Chaka Fattah,0,77,23,17
Dwight Evans,,2,0,17
Lamont W Thomas,,,2,17
Total,100,79,25,17
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,21
,Chaka Fattah,Dwight Evans,Lamont W Thomas,21
Chaka Fattah,1,141,37,21
Dwight Evans,,10,0,21
Lamont W Thomas,,,2,21
Total,179,151,39,21
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,22
,Chaka Fattah,Dwight Evans,Lamont W Thomas,22
Chaka Fattah,0,75,32,22
Dwight Evans,,9,0,22
Lamont W Thomas,,,1,22
Total,107,84,33,22
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,23
,Chaka Fattah,Dwight Evans,Lamont W Thomas,23
Chaka Fattah,0,90,27,23
Dwight Evans,,8,0,23
Lamont W Thomas,,,5,23
Total,117,98,32,23
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,,24
,Chaka Fattah,Dwight Evans,Lamont W Thomas,24
Chaka Fattah,0,62,21,24
Dwight Evans,,11,0,24
Lamont W Thomas,,,3,24
Total,83,73,24,24
