col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,All
,Patrick Murphy,Kathleen G Kane,Wanda Logan,Vanessa L Brown,Audrey Blackwell Watson,Lemuel L Thornton,All
Patrick Murphy,5,0,60,43,33,3,All
Kathleen G Kane,,1,60,6,12,1,All
Wanda Logan,,,18,0,0,0,All
Vanessa L Brown,,,,3,0,0,All
Audrey Blackwell Watson,,,,,6,0,All
Lemuel L Thornton,,,,,,2,All
Total,144,80,138,52,51,6,All
,Attorney General - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,9
,Patrick Murphy,Kathleen G Kane,Wanda Logan,Vanessa L Brown,Audrey Blackwell Watson,Lemuel L Thornton,9
Patrick Murphy,3,0,36,24,13,3,9
Kathleen G Kane,,1,23,3,7,0,9
Wanda Logan,,,6,0,0,0,9
Vanessa L Brown,,,,1,0,0,9
Audrey Blackwell Watson,,,,,3,0,9
Lemuel L Thornton,,,,,,1,9
Total,79,34,65,28,23,4,9
,Representative In The General Assembly 190th District - Democrat,,,,Attorney General - Democrat,,10
,Wanda Logan,Audrey Blackwell Watson,Vanessa L Brown,Lemuel L Thornton,Patrick Murphy,Kathleen G Kane,10
Wanda Logan,12,0,0,0,24,37,10
Audrey Blackwell Watson,,3,0,0,20,5,10
Vanessa L Brown,,,2,0,19,3,10
Lemuel L Thornton,,,,1,0,1,10
Patrick Murphy,,,,,2,0,10
Kathleen G Kane,,,,,,0,10
Total,73,28,24,2,65,46,10
