col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,All
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,All
Michael Patrick Mcgeehan,18,249,69,All
Bob Casey Jr,,16,0,All
Joseph John Vodvarka,,,4,All
Total,336,265,73,All
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,5
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,5
Michael Patrick Mcgeehan,3,55,8,5
Bob Casey Jr,,1,0,5
Joseph John Vodvarka,,,0,5
Total,66,56,8,5
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,13
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,13
Michael Patrick Mcgeehan,3,29,12,13
Bob Casey Jr,,3,0,13
Joseph John Vodvarka,,,1,13
Total,44,32,13,13
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,17
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,17
Michael Patrick Mcgeehan,5,44,15,17
Bob Casey Jr,,3,0,17
Joseph John Vodvarka,,,1,17
Total,64,47,16,17
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,21
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,21
Michael Patrick Mcgeehan,0,12,3,21
Bob Casey Jr,,0,0,21
Joseph John Vodvarka,,,0,21
Total,15,12,3,21
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,22
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,22
Michael Patrick Mcgeehan,2,31,9,22
Bob Casey Jr,,1,0,22
Joseph John Vodvarka,,,1,22
Total,42,32,10,22
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,24
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,24
Michael Patrick Mcgeehan,2,19,4,24
Bob Casey Jr,,0,0,24
Joseph John Vodvarka,,,0,24
Total,25,19,4,24
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,25
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,25
Michael Patrick Mcgeehan,1,32,11,25
Bob Casey Jr,,3,0,25
Joseph John Vodvarka,,,0,25
Total,44,35,11,25
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,,26
,Michael Patrick Mcgeehan,Bob Casey Jr,Joseph John Vodvarka,26
Michael Patrick Mcgeehan,2,27,7,26
Bob Casey Jr,,5,0,26
Joseph John Vodvarka,,,1,26
Total,36,32,8,26
