col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,All
,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Patrick Murphy,Kathleen G Kane,All
Anthony Hardy Williams,5,311,297,303,302,188,177,172,176,167,185,178,All
Ted Kirsch,,9,300,308,297,169,169,166,171,162,175,182,All
Elizabeth A Washo,,,2,299,284,168,173,167,165,160,148,173,All
Mindy M Posoff,,,,0,291,167,174,167,170,160,155,166,All
Ryan N Boyer,,,,,1,162,164,162,164,160,153,155,All
Christine M Tartaglione,,,,,,1,183,177,175,170,126,95,All
Kathryn Sylvia Huggins,,,,,,,0,182,181,170,109,86,All
Deborah E Landau,,,,,,,,0,174,167,99,85,All
Sekela Coles,,,,,,,,,0,167,103,83,All
Thaddeus Kirkland,,,,,,,,,,1,95,82,All
Patrick Murphy,,,,,,,,,,,110,0,All
Kathleen G Kane,,,,,,,,,,,,60,All
Total,383,380,334,333,320,230,202,192,192,184,370,300,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,1
,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Patrick Murphy,Kathleen G Kane,1
Ted Kirsch,1,18,19,16,16,8,8,7,7,7,7,11,1
Anthony Hardy Williams,,0,18,16,15,7,8,7,7,7,7,11,1
Elizabeth A Washo,,,0,16,16,8,8,7,7,7,7,11,1
Mindy M Posoff,,,,0,15,7,7,7,7,7,6,10,1
Ryan N Boyer,,,,,0,8,8,7,7,7,5,11,1
Christine M Tartaglione,,,,,,0,8,7,7,7,4,5,1
Thaddeus Kirkland,,,,,,,0,7,7,7,3,6,1
Deborah E Landau,,,,,,,,0,7,7,3,4,1
Kathryn Sylvia Huggins,,,,,,,,,0,7,3,4,1
Sekela Coles,,,,,,,,,,0,3,4,1
Patrick Murphy,,,,,,,,,,,9,0,1
Kathleen G Kane,,,,,,,,,,,,3,1
Total,20,19,19,16,16,9,9,7,7,7,17,15,1
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Kathleen G Kane,Patrick Murphy,Ted Kirsch,Christine M Tartaglione,Anthony Hardy Williams,Kathryn Sylvia Huggins,Deborah E Landau,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Thaddeus Kirkland,Sekela Coles,2
Kathleen G Kane,6,0,8,9,8,8,8,7,7,7,6,6,2
Patrick Murphy,,3,7,7,7,5,5,6,6,6,7,5,2
Ted Kirsch,,,2,11,13,12,11,13,13,13,11,11,2
Christine M Tartaglione,,,,0,13,12,13,11,11,11,12,11,2
Anthony Hardy Williams,,,,,0,12,12,13,13,13,12,11,2
Kathryn Sylvia Huggins,,,,,,0,12,11,11,11,11,12,2
Deborah E Landau,,,,,,,0,11,11,11,11,11,2
Elizabeth A Washo,,,,,,,,0,13,13,11,10,2
Mindy M Posoff,,,,,,,,,0,13,11,10,2
Ryan N Boyer,,,,,,,,,,0,11,10,2
Thaddeus Kirkland,,,,,,,,,,,0,10,2
Sekela Coles,,,,,,,,,,,,0,2
Total,18,13,18,16,15,14,13,13,13,13,13,12,2
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Patrick Murphy,Kathleen G Kane,Elizabeth A Washo,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,3
Patrick Murphy,5,0,5,6,5,5,5,6,6,5,6,5,3
Kathleen G Kane,,2,5,4,4,4,3,1,1,1,0,0,3
Elizabeth A Washo,,,0,9,9,9,9,6,6,6,5,5,3
Ted Kirsch,,,,0,9,9,9,5,5,5,5,5,3
Anthony Hardy Williams,,,,,0,9,9,5,5,5,5,5,3
Mindy M Posoff,,,,,,0,9,5,5,5,5,5,3
Ryan N Boyer,,,,,,,0,5,5,5,5,5,3
Christine M Tartaglione,,,,,,,,0,6,6,5,5,3
Deborah E Landau,,,,,,,,,0,6,5,5,3
Kathryn Sylvia Huggins,,,,,,,,,,0,5,5,3
Sekela Coles,,,,,,,,,,,0,5,3
Thaddeus Kirkland,,,,,,,,,,,,0,3
Total,14,10,11,11,10,10,9,7,7,6,6,5,3
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,4
,Anthony Hardy Williams,Christine M Tartaglione,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,Thaddeus Kirkland,Patrick Murphy,Kathleen G Kane,4
Anthony Hardy Williams,1,16,17,17,16,16,12,11,11,11,13,10,4
Christine M Tartaglione,,0,12,13,12,12,13,12,12,12,13,6,4
Ted Kirsch,,,1,16,17,17,12,12,11,11,10,8,4
Ryan N Boyer,,,,0,16,16,12,12,11,11,11,7,4
Elizabeth A Washo,,,,,0,17,12,12,11,11,10,7,4
Mindy M Posoff,,,,,,0,12,12,11,11,10,7,4
Kathryn Sylvia Huggins,,,,,,,0,13,12,12,7,6,4
Sekela Coles,,,,,,,,0,12,12,6,6,4
Deborah E Landau,,,,,,,,,0,12,5,6,4
Thaddeus Kirkland,,,,,,,,,,0,5,6,4
Patrick Murphy,,,,,,,,,,,7,0,4
Kathleen G Kane,,,,,,,,,,,,4,4
Total,24,20,19,18,17,17,14,13,12,12,24,14,4
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,5
,Anthony Hardy Williams,Mindy M Posoff,Ted Kirsch,Elizabeth A Washo,Ryan N Boyer,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Christine M Tartaglione,Thaddeus Kirkland,Patrick Murphy,Kathleen G Kane,5
Anthony Hardy Williams,0,20,18,19,19,12,12,12,10,9,13,8,5
Mindy M Posoff,,0,18,19,19,12,12,12,10,9,11,9,5
Ted Kirsch,,,0,18,18,12,12,12,10,9,13,6,5
Elizabeth A Washo,,,,0,18,12,12,12,10,9,11,7,5
Ryan N Boyer,,,,,0,12,12,12,10,9,11,7,5
Deborah E Landau,,,,,,0,13,12,11,9,9,3,5
Kathryn Sylvia Huggins,,,,,,,0,12,11,9,9,3,5
Sekela Coles,,,,,,,,0,10,9,9,3,5
Christine M Tartaglione,,,,,,,,,0,8,7,3,5
Thaddeus Kirkland,,,,,,,,,,0,6,3,5
Patrick Murphy,,,,,,,,,,,1,0,5
Kathleen G Kane,,,,,,,,,,,,2,5
Total,22,21,20,19,19,13,13,12,11,9,16,11,5
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,6
,Kathleen G Kane,Patrick Murphy,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Mindy M Posoff,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,6
Kathleen G Kane,3,0,7,6,5,6,6,5,6,6,5,5,6
Patrick Murphy,,3,3,2,3,2,2,2,1,0,0,0,6
Ted Kirsch,,,0,7,7,7,4,6,4,4,4,4,6
Anthony Hardy Williams,,,,0,6,7,4,6,4,4,4,4,6
Elizabeth A Washo,,,,,0,6,4,7,5,4,4,4,6
Ryan N Boyer,,,,,,0,4,6,4,4,4,4,6
Christine M Tartaglione,,,,,,,0,5,6,6,5,5,6
Mindy M Posoff,,,,,,,,0,6,5,4,4,6
Kathryn Sylvia Huggins,,,,,,,,,0,6,5,5,6
Deborah E Landau,,,,,,,,,,0,5,5,6
Sekela Coles,,,,,,,,,,,0,5,6
