col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 186th District - Democrat,,,All
,Robert A Brady,Jordan A Harris,Damon K Roberts,Timothy Hannah,All
Robert A Brady,11,177,61,21,All
Jordan A Harris,,15,0,0,All
Damon K Roberts,,,10,0,All
Timothy Hannah,,,,2,All
Total,270,192,71,23,All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 186th District - Democrat,,,8
,Robert A Brady,Jordan A Harris,Damon K Roberts,Timothy Hannah,8
Robert A Brady,2,17,19,11,8
Jordan A Harris,,3,0,0,8
Damon K Roberts,,,0,0,8
Timothy Hannah,,,,2,8
Total,49,20,19,13,8
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 186th District - Democrat,,,9
,Robert A Brady,Jordan A Harris,Damon K Roberts,Timothy Hannah,9
Robert A Brady,5,53,20,3,9
Jordan A Harris,,8,0,0,9
Damon K Roberts,,,1,0,9
Timothy Hannah,,,,0,9
Total,81,61,21,3,9
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 186th District - Democrat,,,20
,Robert A Brady,Jordan A Harris,Damon K Roberts,Timothy Hannah,20
Robert A Brady,1,28,9,4,20
Jordan A Harris,,2,0,0,20
Damon K Roberts,,,4,0,20
Timothy Hannah,,,,0,20
Total,42,30,13,4,20
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 186th District - Democrat,,,21
,Robert A Brady,Jordan A Harris,Damon K Roberts,Timothy Hannah,21
Robert A Brady,3,79,13,3,21
Jordan A Harris,,2,0,0,21
Damon K Roberts,,,5,0,21
Timothy Hannah,,,,0,21
Total,98,81,18,3,21
