col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,All
,Robert Allen Mansfield Jr,Walter F Vogler Jr,Lewis Harris Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,All
Robert Allen Mansfield Jr,13,46,42,39,39,22,All
Walter F Vogler Jr,,0,22,18,24,9,All
Lewis Harris Jr,,,2,14,24,9,All
Adam A Lang,,,,1,15,17,All
Calvin R Tucker,,,,,0,8,All
Vahan H Gureghian,,,,,,2,All
Total,95,47,45,43,41,26,All
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,1
,Robert Allen Mansfield Jr,Calvin R Tucker,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,1
Robert Allen Mansfield Jr,1,6,5,4,3,3,1
Calvin R Tucker,,0,4,5,2,2,1
Adam A Lang,,,0,2,3,1,1
Lewis Harris Jr,,,,0,0,2,1
Vahan H Gureghian,,,,,0,1,1
Walter F Vogler Jr,,,,,,0,1
Total,8,7,5,5,3,3,1
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,2
,Robert Allen Mansfield Jr,Adam A Lang,Vahan H Gureghian,Walter F Vogler Jr,Calvin R Tucker,Lewis Harris Jr,2
Robert Allen Mansfield Jr,2,2,2,2,1,1,2
Adam A Lang,,1,1,1,1,0,2
Vahan H Gureghian,,,0,1,0,0,2
Walter F Vogler Jr,,,,0,0,0,2
Calvin R Tucker,,,,,0,0,2
Lewis Harris Jr,,,,,,0,2
Total,7,3,2,2,1,1,2
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,3
,Robert Allen Mansfield Jr,Lewis Harris Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,3
Robert Allen Mansfield Jr,1,2,0,1,0,1,3
Lewis Harris Jr,,0,0,1,0,1,3
Adam A Lang,,,0,0,1,0,3
Calvin R Tucker,,,,0,0,1,3
Vahan H Gureghian,,,,,0,0,3
Walter F Vogler Jr,,,,,,0,3
Total,3,2,1,1,1,1,3
,Delegate To The Republican National Convention 2nd District,,,,,Representative In Congress 2nd District - Republican,4
,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,Adam A Lang,Calvin R Tucker,Robert Allen Mansfield Jr,4
Lewis Harris Jr,1,1,1,0,0,1,4
Vahan H Gureghian,,0,1,0,0,1,4
Walter F Vogler Jr,,,0,0,0,1,4
Adam A Lang,,,,0,0,0,4
Calvin R Tucker,,,,,0,0,4
Robert Allen Mansfield Jr,,,,,,0,4
Total,2,1,1,0,0,1,4
,Delegate To The Republican National Convention 2nd District,,,,,Representative In Congress 2nd District - Republican,5
,Lewis Harris Jr,Calvin R Tucker,Adam A Lang,Vahan H Gureghian,Walter F Vogler Jr,Robert Allen Mansfield Jr,5
Lewis Harris Jr,0,1,0,0,0,2,5
Calvin R Tucker,,0,0,0,0,1,5
Adam A Lang,,,0,0,0,0,5
Vahan H Gureghian,,,,0,0,0,5
Walter F Vogler Jr,,,,,0,0,5
Robert Allen Mansfield Jr,,,,,,0,5
Total,2,1,0,0,0,2,5
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,6
,Robert Allen Mansfield Jr,Adam A Lang,Calvin R Tucker,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,6
Robert Allen Mansfield Jr,0,4,3,2,2,1,6
Adam A Lang,,0,2,1,1,0,6
Calvin R Tucker,,,0,1,2,1,6
Lewis Harris Jr,,,,0,0,0,6
Vahan H Gureghian,,,,,0,1,6
Walter F Vogler Jr,,,,,,0,6
Total,6,4,3,2,2,1,6
,Delegate To The Republican National Convention 2nd District,,,,,Representative In Congress 2nd District - Republican,7
,Lewis Harris Jr,Walter F Vogler Jr,Calvin R Tucker,Adam A Lang,Vahan H Gureghian,Robert Allen Mansfield Jr,7
Lewis Harris Jr,0,7,6,5,3,11,7
Walter F Vogler Jr,,0,5,2,0,7,7
Calvin R Tucker,,,0,0,1,6,7
Adam A Lang,,,,0,2,5,7
Vahan H Gureghian,,,,,1,3,7
Robert Allen Mansfield Jr,,,,,,0,7
Total,11,7,6,5,4,11,7
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,8
,Robert Allen Mansfield Jr,Walter F Vogler Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,Lewis Harris Jr,8
Robert Allen Mansfield Jr,2,6,4,3,2,1,8
Walter F Vogler Jr,,0,4,4,1,1,8
Adam A Lang,,,0,3,2,0,8
Calvin R Tucker,,,,0,0,1,8
Vahan H Gureghian,,,,,0,0,8
Lewis Harris Jr,,,,,,0,8
Total,9,7,5,4,2,1,8
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,9
,Robert Allen Mansfield Jr,Walter F Vogler Jr,Calvin R Tucker,Lewis Harris Jr,Adam A Lang,Vahan H Gureghian,9
Robert Allen Mansfield Jr,0,7,4,3,2,0,9
Walter F Vogler Jr,,0,4,3,2,0,9
Calvin R Tucker,,,0,3,1,0,9
Lewis Harris Jr,,,,0,0,0,9
Adam A Lang,,,,,0,0,9
Vahan H Gureghian,,,,,,0,9
Total,7,7,4,3,2,0,9
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,10
,Robert Allen Mansfield Jr,Walter F Vogler Jr,Calvin R Tucker,Lewis Harris Jr,Vahan H Gureghian,Adam A Lang,10
Robert Allen Mansfield Jr,1,2,1,1,0,0,10
Walter F Vogler Jr,,0,1,1,0,0,10
Calvin R Tucker,,,0,1,0,0,10
Lewis Harris Jr,,,,0,0,0,10
Vahan H Gureghian,,,,,1,0,10
Adam A Lang,,,,,,0,10
Total,3,2,1,1,1,0,10
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,11
,Robert Allen Mansfield Jr,Calvin R Tucker,Adam A Lang,Walter F Vogler Jr,Lewis Harris Jr,Vahan H Gureghian,11
Robert Allen Mansfield Jr,0,5,3,3,2,2,11
Calvin R Tucker,,0,2,3,1,1,11
Adam A Lang,,,0,1,1,1,11
Walter F Vogler Jr,,,,0,1,1,11
Lewis Harris Jr,,,,,0,1,11
Vahan H Gureghian,,,,,,0,11
Total,6,5,3,3,2,2,11
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,12
,Robert Allen Mansfield Jr,Walter F Vogler Jr,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,Calvin R Tucker,12
Robert Allen Mansfield Jr,0,2,1,0,1,0,12
Walter F Vogler Jr,,0,1,0,1,0,12
Adam A Lang,,,0,0,1,0,12
Lewis Harris Jr,,,,1,0,0,12
Vahan H Gureghian,,,,,0,0,12
Calvin R Tucker,,,,,,0,12
Total,2,2,1,1,1,0,12
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,13
,Robert Allen Mansfield Jr,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,Calvin R Tucker,13
Robert Allen Mansfield Jr,0,0,1,0,1,0,13
Adam A Lang,,0,0,1,0,0,13
Lewis Harris Jr,,,0,0,0,0,13
Vahan H Gureghian,,,,0,0,0,13
Walter F Vogler Jr,,,,,0,0,13
Calvin R Tucker,,,,,,0,13
Total,2,1,1,1,1,0,13
,Representative In Congress 2nd District - Republican,Delegate To The Republican National Convention 2nd District,,,,,14
,Robert Allen Mansfield Jr,Adam A Lang,Lewis Harris Jr,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,14
Robert Allen Mansfield Jr,0,3,3,2,2,1,14
Adam A Lang,,0,2,1,2,0,14
Lewis Harris Jr,,,0,1,1,1,14
Calvin R Tucker,,,,0,1,1,14
Vahan H Gureghian,,,,,0,0,14
Walter F Vogler Jr,,,,,,0,14
