col_1,col_2,col_3,division
,Attorney General - Republican,Representative In Congress 2nd District - Republican,All
,David J Freed,Robert Allen Mansfield Jr,All
David J Freed,4,18,All
Robert Allen Mansfield Jr,,3,All
Total,22,21,All
,Attorney General - Republican,Representative In Congress 2nd District - Republican,1
,David J Freed,Robert Allen Mansfield Jr,1
David J Freed,0,1,1
Robert Allen Mansfield Jr,,0,1
Total,1,1,1
,Attorney General - Republican,Representative In Congress 2nd District - Republican,2
,David J Freed,Robert Allen Mansfield Jr,2
David J Freed,1,0,2
Robert Allen Mansfield Jr,,0,2
Total,1,0,2
,Attorney General - Republican,Representative In Congress 2nd District - Republican,3
,David J Freed,Robert Allen Mansfield Jr,3
David J Freed,0,1,3
Robert Allen Mansfield Jr,,0,3
Total,1,1,3
,Representative In Congress 2nd District - Republican,Attorney General - Republican,4
,Robert Allen Mansfield Jr,David J Freed,4
Robert Allen Mansfield Jr,1,1,4
David J Freed,,0,4
Total,2,1,4
,Representative In Congress 2nd District - Republican,Attorney General - Republican,5
,Robert Allen Mansfield Jr,David J Freed,5
Robert Allen Mansfield Jr,1,1,5
David J Freed,,0,5
Total,2,1,5
,Attorney General - Republican,Representative In Congress 2nd District - Republican,8
,David J Freed,Robert Allen Mansfield Jr,8
David J Freed,0,1,8
Robert Allen Mansfield Jr,,0,8
Total,1,1,8
,Attorney General - Republican,Representative In Congress 2nd District - Republican,9
,David J Freed,Robert Allen Mansfield Jr,9
David J Freed,0,1,9
Robert Allen Mansfield Jr,,0,9
Total,1,1,9
,Attorney General - Republican,Representative In Congress 2nd District - Republican,10
,David J Freed,Robert Allen Mansfield Jr,10
David J Freed,0,2,10
Robert Allen Mansfield Jr,,0,10
Total,2,2,10
,Attorney General - Republican,Representative In Congress 2nd District - Republican,11
,David J Freed,Robert Allen Mansfield Jr,11
David J Freed,1,1,11
Robert Allen Mansfield Jr,,0,11
Total,2,1,11
,Representative In Congress 2nd District - Republican,Attorney General - Republican,13
,Robert Allen Mansfield Jr,David J Freed,13
Robert Allen Mansfield Jr,1,0,13
David J Freed,,0,13
Total,1,0,13
,Attorney General - Republican,Representative In Congress 2nd District - Republican,14
,David J Freed,Robert Allen Mansfield Jr,14
David J Freed,0,1,14
Robert Allen Mansfield Jr,,0,14
Total,1,1,14
,Attorney General - Republican,Representative In Congress 2nd District - Republican,15
,David J Freed,Robert Allen Mansfield Jr,15
David J Freed,0,2,15
Robert Allen Mansfield Jr,,0,15
Total,2,2,15
,Attorney General - Republican,Representative In Congress 2nd District - Republican,21
,David J Freed,Robert Allen Mansfield Jr,21
David J Freed,0,2,21
Robert Allen Mansfield Jr,,0,21
Total,2,2,21
,Attorney General - Republican,Representative In Congress 2nd District - Republican,22
,David J Freed,Robert Allen Mansfield Jr,22
David J Freed,1,1,22
Robert Allen Mansfield Jr,,0,22
Total,2,1,22
,Attorney General - Republican,Representative In Congress 2nd District - Republican,23
,David J Freed,Robert Allen Mansfield Jr,23
David J Freed,0,2,23
Robert Allen Mansfield Jr,,0,23
Total,2,2,23
,Attorney General - Republican,Representative In Congress 2nd District - Republican,25
,David J Freed,Robert Allen Mansfield Jr,25
David J Freed,1,0,25
Robert Allen Mansfield Jr,,0,25
Total,1,0,25
,Attorney General - Republican,Representative In Congress 2nd District - Republican,27
,David J Freed,Robert Allen Mansfield Jr,27
David J Freed,0,1,27
Robert Allen Mansfield Jr,,0,27
Total,1,1,27
