col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,All
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,All
Allyson Y Schwartz,3,185,117,All
Mark B Cohen,,48,0,All
Numa F St Louis,,,30,All
Total,305,233,147,All
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,3
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,3
Allyson Y Schwartz,1,44,34,3
Mark B Cohen,,13,0,3
Numa F St Louis,,,10,3
Total,79,57,44,3
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,4
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,4
Allyson Y Schwartz,0,27,16,4
Mark B Cohen,,4,0,4
Numa F St Louis,,,4,4
Total,43,31,20,4
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,5
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,5
Allyson Y Schwartz,1,29,17,5
Mark B Cohen,,10,0,5
Numa F St Louis,,,4,5
Total,47,39,21,5
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,8
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,8
Allyson Y Schwartz,1,44,18,8
Mark B Cohen,,17,0,8
Numa F St Louis,,,6,8
Total,63,61,24,8
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,10
,Allyson Y Schwartz,Mark B Cohen,Numa F St Louis,10
Allyson Y Schwartz,0,41,32,10
Mark B Cohen,,4,0,10
Numa F St Louis,,,6,10
Total,73,45,38,10
