col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Edward T Boyd,Robert C Barrilli,Steven J Gilber,Brandon Yates,All
Mitt Romney,39,0,0,0,103,87,59,45,25,19,17,12,All
Newt Gingrich,,11,0,0,19,16,13,4,6,6,2,2,All
Rick Santorum,,,7,0,15,17,6,10,7,6,4,7,All
Ron Paul,,,,8,16,13,5,4,11,5,6,4,All
William E Donnelly,,,,,1,92,63,40,28,20,17,9,All
Michael J Mcmonagle,,,,,,1,43,42,18,11,13,5,All
Thomas Jay Ellis,,,,,,,0,14,9,11,5,7,All
Michael Anthony Salvi,,,,,,,,1,7,7,0,3,All
Edward T Boyd,,,,,,,,,1,8,9,9,All
Robert C Barrilli,,,,,,,,,,1,4,5,All
Steven J Gilber,,,,,,,,,,,0,6,All
Brandon Yates,,,,,,,,,,,,1,All
Total,191,39,36,34,157,137,83,65,52,37,29,26,All
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,1
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Michael J Mcmonagle,Edward T Boyd,Robert C Barrilli,Thomas Jay Ellis,William E Donnelly,Brandon Yates,Michael Anthony Salvi,Steven J Gilber,1
Mitt Romney,1,0,0,0,2,1,1,1,1,0,0,0,1
Newt Gingrich,,0,0,0,0,0,0,0,0,0,0,0,1
Rick Santorum,,,0,0,0,0,0,0,0,0,0,0,1
Ron Paul,,,,0,0,0,0,0,0,0,0,0,1
Michael J Mcmonagle,,,,,0,0,1,1,0,0,0,0,1
Edward T Boyd,,,,,,0,0,0,1,0,0,0,1
Robert C Barrilli,,,,,,,0,1,0,0,0,0,1
Thomas Jay Ellis,,,,,,,,0,0,0,0,0,1
William E Donnelly,,,,,,,,,0,0,0,0,1
Brandon Yates,,,,,,,,,,0,0,0,1
Michael Anthony Salvi,,,,,,,,,,,0,0,1
Steven J Gilber,,,,,,,,,,,,0,1
Total,4,0,0,0,2,1,1,1,1,0,0,0,1
,Delegate To The Republican National Convention 13th District,,,,,,,,President Of The United States - Republican,,,,2
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Brandon Yates,Edward T Boyd,Michael Anthony Salvi,Steven J Gilber,Robert C Barrilli,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,2
William E Donnelly,0,5,3,1,1,1,1,0,4,1,1,0,2
Michael J Mcmonagle,,0,3,0,1,0,1,0,4,1,0,0,2
Thomas Jay Ellis,,,0,0,0,0,0,0,2,1,0,0,2
Brandon Yates,,,,0,0,1,0,0,0,0,1,0,2
Edward T Boyd,,,,,0,0,0,0,1,0,0,0,2
Michael Anthony Salvi,,,,,,0,0,0,0,0,1,0,2
Steven J Gilber,,,,,,,0,0,1,0,0,0,2
Robert C Barrilli,,,,,,,,0,0,0,0,0,2
Mitt Romney,,,,,,,,,1,0,0,0,2
Newt Gingrich,,,,,,,,,,0,0,0,2
Rick Santorum,,,,,,,,,,,0,0,2
Ron Paul,,,,,,,,,,,,0,2
Total,6,5,3,1,1,1,1,0,5,1,1,0,2
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,3
,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,Michael Anthony Salvi,Edward T Boyd,Michael J Mcmonagle,William E Donnelly,Robert C Barrilli,Brandon Yates,Steven J Gilber,Thomas Jay Ellis,3
Mitt Romney,2,0,0,0,2,2,1,3,0,0,0,0,3
Rick Santorum,,1,0,0,2,0,2,0,2,0,0,0,3
Newt Gingrich,,,0,0,0,1,0,0,0,0,0,0,3
