col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 169th District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,John Mccann,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
John Mccann,7,8,6,2,4,3,1,All
Christopher M Vogler,,2,5,4,3,2,1,All
Tom Boggia,,,2,5,2,2,1,All
Marion S Taxin,,,,3,2,1,0,All
Michael W Untermeyer,,,,,3,2,1,All
Frederick W Anton,,,,,,0,1,All
Dale Kerns,,,,,,,2,All
Total,24,16,14,10,10,5,4,All
,Representative In The General Assembly 169th District - Republican,Delegate To The Republican National Convention 1st District,,,,,,18
,John Mccann,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Frederick W Anton,Dale Kerns,18
John Mccann,7,8,6,2,4,3,1,18
Christopher M Vogler,,2,5,4,3,2,1,18
Tom Boggia,,,2,5,2,2,1,18
Marion S Taxin,,,,3,2,1,0,18
Michael W Untermeyer,,,,,3,2,1,18
Frederick W Anton,,,,,,0,1,18
Dale Kerns,,,,,,,2,18
Total,24,16,14,10,10,5,4,18
