col_1,col_2,division
,Senator In The General Assembly 5th District - Democrat,All
,Mike Stack,All
Mike Stack,724,All
Total,724,All
,Senator In The General Assembly 5th District - Democrat,1
,Mike Stack,1
Mike Stack,24,1
Total,24,1
,Senator In The General Assembly 5th District - Democrat,2
,Mike Stack,2
Mike Stack,29,2
Total,29,2
,Senator In The General Assembly 5th District - Democrat,3
,Mike Stack,3
Mike Stack,56,3
Total,56,3
,Senator In The General Assembly 5th District - Democrat,4
,Mike Stack,4
Mike Stack,59,4
Total,59,4
,Senator In The General Assembly 5th District - Democrat,5
,Mike Stack,5
Mike Stack,31,5
Total,31,5
,Senator In The General Assembly 5th District - Democrat,6
,Mike Stack,6
Mike Stack,17,6
Total,17,6
,Senator In The General Assembly 5th District - Democrat,7
,Mike Stack,7
Mike Stack,32,7
Total,32,7
,Senator In The General Assembly 5th District - Democrat,8
,Mike Stack,8
Mike Stack,17,8
Total,17,8
,Senator In The General Assembly 5th District - Democrat,9
,Mike Stack,9
Mike Stack,14,9
Total,14,9
,Senator In The General Assembly 5th District - Democrat,10
,Mike Stack,10
Mike Stack,15,10
Total,15,10
,Senator In The General Assembly 5th District - Democrat,11
,Mike Stack,11
Mike Stack,30,11
Total,30,11
,Senator In The General Assembly 5th District - Democrat,12
,Mike Stack,12
Mike Stack,24,12
Total,24,12
,Senator In The General Assembly 5th District - Democrat,13
,Mike Stack,13
Mike Stack,17,13
Total,17,13
,Senator In The General Assembly 5th District - Democrat,14
,Mike Stack,14
Mike Stack,9,14
Total,9,14
,Senator In The General Assembly 5th District - Democrat,15
,Mike Stack,15
Mike Stack,32,15
Total,32,15
,Senator In The General Assembly 5th District - Democrat,16
,Mike Stack,16
Mike Stack,15,16
Total,15,16
,Senator In The General Assembly 5th District - Democrat,17
,Mike Stack,17
Mike Stack,28,17
Total,28,17
,Senator In The General Assembly 5th District - Democrat,18
,Mike Stack,18
Mike Stack,21,18
Total,21,18
,Senator In The General Assembly 5th District - Democrat,19
,Mike Stack,19
Mike Stack,18,19
Total,18,19
,Senator In The General Assembly 5th District - Democrat,20
,Mike Stack,20
Mike Stack,44,20
Total,44,20
,Senator In The General Assembly 5th District - Democrat,21
,Mike Stack,21
Mike Stack,26,21
Total,26,21
,Senator In The General Assembly 5th District - Democrat,22
,Mike Stack,22
Mike Stack,42,22
Total,42,22
,Senator In The General Assembly 5th District - Democrat,23
,Mike Stack,23
Mike Stack,46,23
Total,46,23
,Senator In The General Assembly 5th District - Democrat,24
,Mike Stack,24
Mike Stack,55,24
Total,55,24
,Senator In The General Assembly 5th District - Democrat,25
,Mike Stack,25
Mike Stack,23,25
Total,23,25
