col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Robert M Mccord,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Robert M Mccord,"6,379","18,285","18,368","17,322","17,284","17,100","13,917","13,610","13,265","12,991","12,949",All
Anthony Hardy Williams,,417,"18,469","18,161","17,818","17,663","13,788","13,705","13,402","13,354","13,328",All
Ted Kirsch,,,292,"18,414","18,356","17,998","13,762","13,668","13,578","13,521","13,426",All
Ryan N Boyer,,,,89,"17,953","17,711","13,309","13,561","13,390","13,287","13,262",All
Mindy M Posoff,,,,,90,"17,977","13,441","13,628","13,459","13,194","13,249",All
Elizabeth A Washo,,,,,,48,"13,376","13,569","13,466","13,109","13,117",All
Christine M Tartaglione,,,,,,,257,"13,899","13,707","13,529","13,491",All
Kathryn Sylvia Huggins,,,,,,,,46,"14,048","13,604","13,785",All
Deborah E Landau,,,,,,,,,29,"13,438","13,657",All
Thaddeus Kirkland,,,,,,,,,,23,"13,486",All
Sekela Coles,,,,,,,,,,,6,All
Total,"28,908","21,137","21,062","19,575","19,517","19,235","15,847","15,265","14,789","14,504","14,415",All
