col_1,col_2,col_3,col_4,col_5,division
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,All
,Eugene A Depasquale,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,All
Eugene A Depasquale,26,919,498,473,All
Rosita C Youngblood,,457,0,0,All
Malik L Boyd,,,360,0,All
Charisma D Presley,,,,290,All
Total,"1,916","1,376",858,763,All
,Representative In The General Assembly 198th District - Democrat,,,Auditor General - Democrat,1
,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,Eugene A Depasquale,1
Rosita C Youngblood,15,0,0,24,1
Charisma D Presley,,2,0,8,1
Malik L Boyd,,,2,2,1
Eugene A Depasquale,,,,0,1
Total,39,10,4,34,1
,Representative In The General Assembly 198th District - Democrat,,,Auditor General - Democrat,2
,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,Eugene A Depasquale,2
Rosita C Youngblood,30,0,0,46,2
Malik L Boyd,,14,0,15,2
Charisma D Presley,,,4,8,2
Eugene A Depasquale,,,,0,2
Total,76,29,12,69,2
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,3
,Eugene A Depasquale,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,3
Eugene A Depasquale,1,39,22,15,3
Rosita C Youngblood,,17,0,0,3
Malik L Boyd,,,10,0,3
Charisma D Presley,,,,6,3
Total,77,56,32,21,3
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,4
,Eugene A Depasquale,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,4
Eugene A Depasquale,1,53,43,21,4
Rosita C Youngblood,,18,0,0,4
Malik L Boyd,,,14,0,4
Charisma D Presley,,,,8,4
Total,118,71,57,29,4
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,5
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,5
Eugene A Depasquale,1,74,24,20,5
Rosita C Youngblood,,25,0,0,5
Charisma D Presley,,,8,0,5
Malik L Boyd,,,,7,5
Total,119,99,32,27,5
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,6
,Eugene A Depasquale,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,6
Eugene A Depasquale,1,37,30,18,6
Charisma D Presley,,42,0,0,6
Rosita C Youngblood,,,25,0,6
Malik L Boyd,,,,17,6
Total,86,79,55,35,6
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,7
,Eugene A Depasquale,Charisma D Presley,Malik L Boyd,Rosita C Youngblood,7
Eugene A Depasquale,1,19,14,14,7
Charisma D Presley,,20,0,0,7
Malik L Boyd,,,11,0,7
Rosita C Youngblood,,,,10,7
Total,48,39,25,24,7
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,8
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,8
Eugene A Depasquale,0,41,26,12,8
Rosita C Youngblood,,19,0,0,8
Charisma D Presley,,,13,0,8
Malik L Boyd,,,,3,8
Total,79,60,39,15,8
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,9
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,9
Eugene A Depasquale,2,53,22,11,9
Rosita C Youngblood,,35,0,0,9
Charisma D Presley,,,12,0,9
Malik L Boyd,,,,11,9
Total,88,88,34,22,9
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,11
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,11
Eugene A Depasquale,3,36,15,3,11
Rosita C Youngblood,,12,0,0,11
Charisma D Presley,,,14,0,11
Malik L Boyd,,,,7,11
Total,57,48,29,10,11
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,12
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,12
Eugene A Depasquale,1,16,23,8,12
Rosita C Youngblood,,27,0,0,12
Charisma D Presley,,,14,0,12
Malik L Boyd,,,,5,12
Total,48,43,37,13,12
,Auditor General - Democrat,Representative In The General Assembly 198th District - Democrat,,,13
,Eugene A Depasquale,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,13
Eugene A Depasquale,0,67,15,11,13
Rosita C Youngblood,,24,0,0,13
Charisma D Presley,,,9,0,13
Malik L Boyd,,,,5,13
Total,93,91,24,16,13
