col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Stephen A Cozen,Jerome W Mondesire,Andrew P Toy,Michelle W Singer,Nancy Astor Fox,Jerry T Jordan,Raye E Johnson,Heather Steinmiller,Joseph C Meade,William S Leopold,Eleanor M Dezzi,Jewel Williams,J P Miranda,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,All
Kenyatta J Johnson,1,144,139,138,131,102,100,97,99,98,98,94,95,95,94,94,94,65,47,53,7,3,All
Blondell Reynolds Brown,,1,131,130,123,98,93,95,91,90,88,89,88,88,88,86,89,57,38,46,5,3,All
Cindy Bass,,,0,131,123,96,95,94,93,90,90,92,90,90,89,89,91,50,39,43,5,2,All
Mark Alan Aronchick,,,,0,127,97,97,93,92,90,91,90,91,91,91,90,91,49,41,44,5,2,All
Jacquelyn Manns Smalley,,,,,0,89,90,86,87,82,87,84,83,84,85,84,84,46,36,44,4,2,All
Vincent J Hughes,,,,,,0,96,95,95,93,91,95,92,93,93,92,93,46,28,26,6,1,All
Stephen A Cozen,,,,,,,0,93,93,89,94,89,92,90,92,88,90,43,26,28,6,1,All
Jerome W Mondesire,,,,,,,,0,91,87,88,88,86,87,89,85,88,41,28,24,5,1,All
Andrew P Toy,,,,,,,,,0,90,91,91,90,91,91,90,92,43,26,24,4,1,All
Michelle W Singer,,,,,,,,,,0,89,88,89,91,88,87,90,40,25,24,7,1,All
Nancy Astor Fox,,,,,,,,,,,0,89,92,90,90,87,90,39,26,26,5,1,All
Jerry T Jordan,,,,,,,,,,,,0,90,90,89,90,91,38,27,25,4,1,All
Raye E Johnson,,,,,,,,,,,,,0,92,90,88,92,38,27,25,4,1,All
Heather Steinmiller,,,,,,,,,,,,,,0,91,89,93,36,26,25,5,1,All
Joseph C Meade,,,,,,,,,,,,,,,0,86,90,37,26,25,5,1,All
William S Leopold,,,,,,,,,,,,,,,,0,89,38,26,24,4,1,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,,0,36,26,25,4,1,All
Jewel Williams,,,,,,,,,,,,,,,,,,29,0,0,0,0,All
J P Miranda,,,,,,,,,,,,,,,,,,,39,0,0,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,16,0,0,All
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,1,0,All
James K Johnson,,,,,,,,,,,,,,,,,,,,,,2,All
Total,180,153,143,143,135,110,105,102,100,99,99,97,97,95,95,95,94,104,91,76,8,5,All
,Representative In The General Assembly 197th District - Democrat,,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,5
,J P Miranda,Jewel Williams,Kenneth T Walker Jr,James K Johnson,Jamil M Ali,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Stephen A Cozen,Andrew P Toy,Eleanor M Dezzi,Heather Steinmiller,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Nancy Astor Fox,Raye E Johnson,Vincent J Hughes,William S Leopold,5
J P Miranda,10,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Jewel Williams,,1,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
Kenneth T Walker Jr,,,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
James K Johnson,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jamil M Ali,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kenyatta J Johnson,,,,,,0,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5
Blondell Reynolds Brown,,,,,,,0,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5
Cindy Bass,,,,,,,,0,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5
