col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,All
,Chaka Fattah,Robert M Mccord,All
Chaka Fattah,198,978,All
Robert M Mccord,,44,All
Total,"1,176","1,022",All
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,1
,Chaka Fattah,Robert M Mccord,1
Chaka Fattah,8,50,1
Robert M Mccord,,3,1
Total,58,53,1
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,2
,Chaka Fattah,Robert M Mccord,2
Chaka Fattah,8,79,2
Robert M Mccord,,2,2
Total,87,81,2
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,3
,Chaka Fattah,Robert M Mccord,3
Chaka Fattah,3,8,3
Robert M Mccord,,0,3
Total,11,8,3
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,4
,Chaka Fattah,Robert M Mccord,4
Chaka Fattah,19,64,4
Robert M Mccord,,1,4
Total,83,65,4
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,5
,Chaka Fattah,Robert M Mccord,5
Chaka Fattah,7,22,5
Robert M Mccord,,2,5
Total,29,24,5
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,6
,Chaka Fattah,Robert M Mccord,6
Chaka Fattah,10,51,6
Robert M Mccord,,0,6
Total,61,51,6
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,7
,Chaka Fattah,Robert M Mccord,7
Chaka Fattah,19,74,7
Robert M Mccord,,6,7
Total,93,80,7
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,8
,Chaka Fattah,Robert M Mccord,8
Chaka Fattah,0,3,8
Robert M Mccord,,0,8
Total,3,3,8
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,9
,Chaka Fattah,Robert M Mccord,9
Chaka Fattah,1,17,9
Robert M Mccord,,1,9
Total,18,18,9
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,10
,Chaka Fattah,Robert M Mccord,10
Chaka Fattah,2,25,10
Robert M Mccord,,0,10
Total,27,25,10
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,11
,Chaka Fattah,Robert M Mccord,11
Chaka Fattah,2,7,11
Robert M Mccord,,1,11
Total,9,8,11
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,12
,Chaka Fattah,Robert M Mccord,12
Chaka Fattah,28,61,12
Robert M Mccord,,2,12
Total,89,63,12
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,13
,Chaka Fattah,Robert M Mccord,13
Chaka Fattah,2,48,13
Robert M Mccord,,2,13
Total,50,50,13
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,14
,Chaka Fattah,Robert M Mccord,14
Chaka Fattah,11,60,14
Robert M Mccord,,3,14
Total,71,63,14
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,15
,Chaka Fattah,Robert M Mccord,15
Chaka Fattah,20,88,15
Robert M Mccord,,2,15
Total,108,90,15
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,16
,Chaka Fattah,Robert M Mccord,16
Chaka Fattah,18,59,16
Robert M Mccord,,4,16
Total,77,63,16
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,17
,Chaka Fattah,Robert M Mccord,17
Chaka Fattah,20,72,17
Robert M Mccord,,3,17
Total,92,75,17
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,18
,Chaka Fattah,Robert M Mccord,18
Chaka Fattah,2,7,18
Robert M Mccord,,1,18
Total,9,8,18
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,19
,Chaka Fattah,Robert M Mccord,19
Chaka Fattah,2,9,19
Robert M Mccord,,2,19
Total,11,11,19
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,20
,Robert M Mccord,Chaka Fattah,20
Robert M Mccord,2,22,20
Chaka Fattah,,1,20
Total,24,23,20
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,21
,Chaka Fattah,Robert M Mccord,21
Chaka Fattah,3,16,21
Robert M Mccord,,0,21
Total,19,16,21
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,22
,Chaka Fattah,Robert M Mccord,22
Chaka Fattah,2,38,22
Robert M Mccord,,1,22
Total,40,39,22
,Representative In Congress 2nd District - Democrat,State Treasurer - Democrat,23
,Chaka Fattah,Robert M Mccord,23
Chaka Fattah,10,98,23
Robert M Mccord,,6,23
Total,108,104,23
