col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 195th District - Democrat,,,,All
,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Deborah E Landau,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Andrew J Kleeman,Michelle F Brownlee,Mike Jones,Takkeem L Morgan,All
Ted Kirsch,3,"1,149","1,160","1,132","1,141",982,964,935,941,947,780,452,26,15,All
Anthony Hardy Williams,,1,"1,127","1,108","1,123",961,953,936,925,933,726,460,27,19,All
Mindy M Posoff,,,1,"1,149","1,129",995,985,941,946,932,753,428,24,17,All
Elizabeth A Washo,,,,0,"1,106",982,970,925,932,925,726,420,26,16,All
Ryan N Boyer,,,,,1,958,947,913,930,934,705,420,26,16,All
Deborah E Landau,,,,,,0,"1,003",952,967,943,639,366,24,16,All
Kathryn Sylvia Huggins,,,,,,,1,945,964,941,617,368,23,15,All
Christine M Tartaglione,,,,,,,,0,920,910,602,364,27,17,All
Sekela Coles,,,,,,,,,0,940,591,347,22,16,All
Thaddeus Kirkland,,,,,,,,,,0,586,350,24,16,All
Andrew J Kleeman,,,,,,,,,,,315,0,0,0,All
Michelle F Brownlee,,,,,,,,,,,,344,0,0,All
Mike Jones,,,,,,,,,,,,,9,0,All
Takkeem L Morgan,,,,,,,,,,,,,,5,All
Total,"1,299","1,254","1,245","1,210","1,190","1,064","1,043","1,028",994,993,"1,226",900,44,25,All
