col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,John Featherman,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
John Featherman,415,"2,512","2,107","1,976","1,209",969,807,All
Christopher M Vogler,,246,"1,498","1,085",587,673,339,All
Marion S Taxin,,,61,980,325,648,178,All
Tom Boggia,,,,105,444,226,366,All
Michael W Untermeyer,,,,,69,328,469,All
Frederick W Anton,,,,,,23,254,All
Dale Kerns,,,,,,,35,All
Total,"4,803","2,953","2,340","2,218","1,385","1,160",977,All
