col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Ronald Adam Kolla,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Caren Gansman Moskowitz,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Olivia E Brady,Vince Gillen,All
Ronald Adam Kolla,15,81,75,70,63,61,62,59,58,54,All
Catherine G Scott,,1,75,73,59,58,58,56,56,53,All
Kelly Lynn Devine,,,3,71,57,58,55,55,57,53,All
D Gregory Holt,,,,0,54,54,55,55,52,53,All
Caren Gansman Moskowitz,,,,,1,58,56,55,54,52,All
Leslie S Richards,,,,,,0,57,54,57,52,All
Louis J Farinella,,,,,,,0,58,54,53,All
Patrick J Eiding,,,,,,,,0,52,53,All
Olivia E Brady,,,,,,,,,0,54,All
Vince Gillen,,,,,,,,,,0,All
Total,107,88,83,76,65,63,63,61,59,56,All
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,12
,Ronald Adam Kolla,Kelly Lynn Devine,Catherine G Scott,Caren Gansman Moskowitz,D Gregory Holt,Leslie S Richards,Louis J Farinella,Olivia E Brady,Vince Gillen,Patrick J Eiding,12
Ronald Adam Kolla,7,23,22,20,20,20,18,19,18,17,12
Kelly Lynn Devine,,0,21,19,20,19,17,19,18,17,12
Catherine G Scott,,,0,19,20,19,17,18,18,17,12
Caren Gansman Moskowitz,,,,0,17,20,16,18,17,17,12
D Gregory Holt,,,,,0,17,18,17,19,18,12
Leslie S Richards,,,,,,0,17,19,17,16,12
Louis J Farinella,,,,,,,0,17,18,17,12
Olivia E Brady,,,,,,,,0,17,16,12
Vince Gillen,,,,,,,,,0,18,12
Patrick J Eiding,,,,,,,,,,0,12
Total,32,23,22,21,21,21,19,19,19,18,12
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,33
,Ronald Adam Kolla,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Caren Gansman Moskowitz,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,33
Ronald Adam Kolla,2,14,13,12,12,12,12,11,11,11,33
Catherine G Scott,,0,13,12,11,11,11,10,10,10,33
D Gregory Holt,,,0,12,11,11,11,10,10,10,33
Kelly Lynn Devine,,,,1,10,10,10,10,10,10,33
Caren Gansman Moskowitz,,,,,0,12,12,11,11,11,33
Leslie S Richards,,,,,,0,12,11,11,11,33
Louis J Farinella,,,,,,,0,11,11,11,33
Olivia E Brady,,,,,,,,0,11,11,33
Patrick J Eiding,,,,,,,,,0,11,33
Vince Gillen,,,,,,,,,,0,33
Total,17,14,13,13,12,12,12,11,11,11,33
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,34
,Ronald Adam Kolla,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Caren Gansman Moskowitz,Patrick J Eiding,Leslie S Richards,Olivia E Brady,Vince Gillen,34
Ronald Adam Kolla,6,34,30,27,28,27,26,25,25,22,34
Catherine G Scott,,1,32,29,27,25,26,25,26,23,34
Kelly Lynn Devine,,,2,30,25,24,25,26,25,22,34
D Gregory Holt,,,,0,23,23,24,23,23,22,34
Louis J Farinella,,,,,0,25,26,24,24,22,34
Caren Gansman Moskowitz,,,,,,0,24,23,23,22,34
Patrick J Eiding,,,,,,,0,23,23,22,34
Leslie S Richards,,,,,,,,0,25,22,34
Olivia E Brady,,,,,,,,,0,23,34
Vince Gillen,,,,,,,,,,0,34
Total,44,39,36,30,28,27,27,26,26,23,34
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,38
,Ronald Adam Kolla,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Caren Gansman Moskowitz,Patrick J Eiding,Leslie S Richards,Louis J Farinella,Olivia E Brady,Vince Gillen,38
Ronald Adam Kolla,0,11,10,10,4,5,4,4,3,3,38
Catherine G Scott,,0,11,10,4,3,3,3,2,2,38
D Gregory Holt,,,0,9,3,3,3,3,2,2,38
Kelly Lynn Devine,,,,0,4,3,3,3,3,3,38
Caren Gansman Moskowitz,,,,,1,3,3,3,2,2,38
Patrick J Eiding,,,,,,0,4,4,2,2,38
Leslie S Richards,,,,,,,0,4,2,2,38
Louis J Farinella,,,,,,,,0,2,2,38
Olivia E Brady,,,,,,,,,0,3,38
Vince Gillen,,,,,,,,,,0,38
Total,14,13,12,11,5,5,4,4,3,3,38
