col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Mike Stack,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Caren Gansman Moskowitz,Leslie S Richards,Vince Gillen,Olivia E Brady,Patrick J Eiding,All
Mike Stack,105,214,200,179,149,143,143,140,139,137,All
Catherine G Scott,,3,196,184,142,140,142,141,138,139,All
Kelly Lynn Devine,,,1,187,141,143,148,144,144,139,All
D Gregory Holt,,,,2,137,135,138,135,134,134,All
Louis J Farinella,,,,,1,138,141,140,133,140,All
Caren Gansman Moskowitz,,,,,,0,139,140,139,139,All
Leslie S Richards,,,,,,,0,140,140,136,All
Vince Gillen,,,,,,,,2,137,137,All
Olivia E Brady,,,,,,,,,0,136,All
Patrick J Eiding,,,,,,,,,,1,All
Total,360,234,216,195,159,153,152,152,148,147,All
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,6
,Mike Stack,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Leslie S Richards,Olivia E Brady,Vince Gillen,Caren Gansman Moskowitz,Louis J Farinella,Patrick J Eiding,6
Mike Stack,15,27,25,23,15,15,14,14,14,14,6
Catherine G Scott,,2,25,25,15,15,15,15,15,15,6
Kelly Lynn Devine,,,0,25,16,16,15,15,15,15,6
D Gregory Holt,,,,1,15,15,15,15,15,15,6
Leslie S Richards,,,,,0,16,15,15,15,15,6
Olivia E Brady,,,,,,0,15,15,15,15,6
Vince Gillen,,,,,,,1,15,15,15,6
Caren Gansman Moskowitz,,,,,,,,0,15,15,6
Louis J Farinella,,,,,,,,,0,15,6
Patrick J Eiding,,,,,,,,,,0,6
Total,44,31,27,26,16,16,16,15,15,15,6
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,8
,Mike Stack,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Vince Gillen,Caren Gansman Moskowitz,Patrick J Eiding,Leslie S Richards,Olivia E Brady,8
Mike Stack,4,14,12,11,10,9,8,8,7,7,8
Catherine G Scott,,1,11,11,9,8,8,8,7,7,8
D Gregory Holt,,,0,11,8,7,7,7,7,7,8
Kelly Lynn Devine,,,,0,7,7,7,7,7,7,8
Louis J Farinella,,,,,0,8,8,8,7,7,8
Vince Gillen,,,,,,0,7,7,7,7,8
Caren Gansman Moskowitz,,,,,,,0,8,7,7,8
Patrick J Eiding,,,,,,,,0,7,7,8
Leslie S Richards,,,,,,,,,0,7,8
Olivia E Brady,,,,,,,,,,0,8
Total,20,15,12,11,10,9,8,8,7,7,8
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,10
,Mike Stack,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Caren Gansman Moskowitz,Olivia E Brady,Vince Gillen,Louis J Farinella,Patrick J Eiding,10
Mike Stack,10,19,18,18,13,12,12,12,11,10,10
Catherine G Scott,,0,17,18,11,11,11,11,10,10,10
D Gregory Holt,,,0,18,12,12,11,11,10,9,10
Kelly Lynn Devine,,,,0,12,12,12,12,10,10,10
