col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,All
,Kenyatta J Johnson,Cindy Bass,Jacquelyn Manns Smalley,Blondell Reynolds Brown,Mark Alan Aronchick,Vincent J Hughes,Raye E Johnson,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Jerome W Mondesire,Michelle W Singer,Eleanor M Dezzi,Jerry T Jordan,Heather Steinmiller,William S Leopold,Nancy Astor Fox,Michael K Ellis,Stephen Kinsey,Karl K Gamble,All
Kenyatta J Johnson,0,92,92,91,84,71,69,68,67,67,66,64,65,64,63,63,61,74,24,10,All
Cindy Bass,,0,89,88,82,71,63,64,64,64,65,59,61,61,59,60,56,61,20,11,All
Jacquelyn Manns Smalley,,,0,87,84,69,64,66,66,66,64,60,62,61,60,60,57,59,18,11,All
Blondell Reynolds Brown,,,,0,81,67,62,63,62,64,63,58,60,59,58,58,55,57,19,9,All
Mark Alan Aronchick,,,,,0,61,56,60,59,61,58,52,55,55,54,55,51,53,17,10,All
Vincent J Hughes,,,,,,0,65,66,66,66,66,61,63,63,61,62,58,53,12,3,All
Raye E Johnson,,,,,,,0,64,62,61,61,64,65,64,63,63,61,49,12,2,All
Stephen A Cozen,,,,,,,,0,66,64,63,59,61,60,60,60,59,47,12,4,All
Andrew P Toy,,,,,,,,,0,64,64,59,62,60,61,61,58,48,11,3,All
Joseph C Meade,,,,,,,,,,0,64,58,60,60,59,60,56,49,11,2,All
Jerome W Mondesire,,,,,,,,,,,0,58,60,60,59,60,56,47,12,2,All
Michelle W Singer,,,,,,,,,,,,0,62,60,60,60,59,47,11,2,All
Eleanor M Dezzi,,,,,,,,,,,,,0,62,63,63,59,47,11,1,All
Jerry T Jordan,,,,,,,,,,,,,,0,61,62,57,47,11,1,All
Heather Steinmiller,,,,,,,,,,,,,,,0,62,58,46,10,1,All
William S Leopold,,,,,,,,,,,,,,,,0,58,46,11,1,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,43,11,2,All
Michael K Ellis,,,,,,,,,,,,,,,,,,16,0,0,All
Stephen Kinsey,,,,,,,,,,,,,,,,,,,6,0,All
Karl K Gamble,,,,,,,,,,,,,,,,,,,,3,All
Total,115,98,95,92,86,73,69,69,68,67,66,66,65,64,63,63,62,97,31,15,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,10
,Kenyatta J Johnson,Cindy Bass,Jacquelyn Manns Smalley,Blondell Reynolds Brown,Mark Alan Aronchick,Vincent J Hughes,Raye E Johnson,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Jerome W Mondesire,Michelle W Singer,Eleanor M Dezzi,Jerry T Jordan,Heather Steinmiller,William S Leopold,Nancy Astor Fox,Michael K Ellis,Stephen Kinsey,Karl K Gamble,10
Kenyatta J Johnson,0,92,92,91,84,71,69,68,67,67,66,64,65,64,63,63,61,74,24,10,10
Cindy Bass,,0,89,88,82,71,63,64,64,64,65,59,61,61,59,60,56,61,20,11,10
Jacquelyn Manns Smalley,,,0,87,84,69,64,66,66,66,64,60,62,61,60,60,57,59,18,11,10
Blondell Reynolds Brown,,,,0,81,67,62,63,62,64,63,58,60,59,58,58,55,57,19,9,10
Mark Alan Aronchick,,,,,0,61,56,60,59,61,58,52,55,55,54,55,51,53,17,10,10
Vincent J Hughes,,,,,,0,65,66,66,66,66,61,63,63,61,62,58,53,12,3,10
Raye E Johnson,,,,,,,0,64,62,61,61,64,65,64,63,63,61,49,12,2,10
Stephen A Cozen,,,,,,,,0,66,64,63,59,61,60,60,60,59,47,12,4,10
Andrew P Toy,,,,,,,,,0,64,64,59,62,60,61,61,58,48,11,3,10
Joseph C Meade,,,,,,,,,,0,64,58,60,60,59,60,56,49,11,2,10
Jerome W Mondesire,,,,,,,,,,,0,58,60,60,59,60,56,47,12,2,10
Michelle W Singer,,,,,,,,,,,,0,62,60,60,60,59,47,11,2,10
Eleanor M Dezzi,,,,,,,,,,,,,0,62,63,63,59,47,11,1,10
Jerry T Jordan,,,,,,,,,,,,,,0,61,62,57,47,11,1,10
Heather Steinmiller,,,,,,,,,,,,,,,0,62,58,46,10,1,10
William S Leopold,,,,,,,,,,,,,,,,0,58,46,11,1,10
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,43,11,2,10
Michael K Ellis,,,,,,,,,,,,,,,,,,16,0,0,10
Stephen Kinsey,,,,,,,,,,,,,,,,,,,6,0,10
Karl K Gamble,,,,,,,,,,,,,,,,,,,,3,10
Total,115,98,95,92,86,73,69,69,68,67,66,66,65,64,63,63,62,97,31,15,10
