col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,All
,John Featherman,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,All
John Featherman,7,282,67,56,56,All
Mitt Romney,,61,0,0,0,All
Ron Paul,,,33,0,0,All
Rick Santorum,,,,17,0,All
Newt Gingrich,,,,,13,All
Total,468,343,100,73,69,All
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,1
,John Featherman,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,1
John Featherman,1,24,6,5,5,1
Mitt Romney,,7,0,0,0,1
Ron Paul,,,1,0,0,1
Newt Gingrich,,,,1,0,1
Rick Santorum,,,,,0,1
Total,41,31,7,6,5,1
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,2
,John Featherman,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,2
John Featherman,0,3,4,3,0,2
Mitt Romney,,1,0,0,0,2
Newt Gingrich,,,0,0,0,2
Ron Paul,,,,0,0,2
Rick Santorum,,,,,1,2
Total,10,4,4,3,1,2
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,3
,John Featherman,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,3
John Featherman,1,34,9,6,7,3
Mitt Romney,,2,0,0,0,3
Ron Paul,,,3,0,0,3
Rick Santorum,,,,4,0,3
Newt Gingrich,,,,,1,3
Total,57,36,12,10,8,3
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,4
,John Featherman,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,4
John Featherman,1,25,5,6,2,4
Mitt Romney,,7,0,0,0,4
Ron Paul,,,6,0,0,4
Rick Santorum,,,,3,0,4
Newt Gingrich,,,,,2,4
Total,39,32,11,9,4,4
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,5
,John Featherman,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,5
John Featherman,2,12,2,4,3,5
Mitt Romney,,4,0,0,0,5
Rick Santorum,,,3,0,0,5
Ron Paul,,,,1,0,5
Newt Gingrich,,,,,0,5
Total,23,16,5,5,3,5
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,6
,John Featherman,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,6
John Featherman,0,6,5,3,1,6
Mitt Romney,,4,0,0,0,6
Rick Santorum,,,1,0,0,6
Newt Gingrich,,,,0,0,6
Ron Paul,,,,,2,6
Total,15,10,6,3,3,6
,President Of The United States - Republican,,,,Representative In Congress 1st District - Republican,7
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,John Featherman,7
Mitt Romney,3,0,0,0,12,7
Ron Paul,,3,0,0,0,7
Newt Gingrich,,,0,0,1,7
Rick Santorum,,,,0,1,7
John Featherman,,,,,0,7
Total,15,3,1,1,14,7
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,8
,John Featherman,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,8
John Featherman,0,2,2,2,1,8
Mitt Romney,,1,0,0,0,8
Newt Gingrich,,,0,0,0,8
Ron Paul,,,,0,0,8
Rick Santorum,,,,,0,8
Total,7,3,2,2,1,8
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,9
,John Featherman,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,9
John Featherman,0,2,2,1,0,9
Mitt Romney,,0,0,0,0,9
Ron Paul,,,0,0,0,9
Rick Santorum,,,,0,0,9
Newt Gingrich,,,,,0,9
Total,5,2,2,1,0,9
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,10
,John Featherman,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,10
John Featherman,0,5,3,0,0,10
Mitt Romney,,0,0,0,0,10
Rick Santorum,,,0,0,0,10
Newt Gingrich,,,,0,0,10
Ron Paul,,,,,0,10
Total,8,5,3,0,0,10
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,11
,John Featherman,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,11
John Featherman,0,3,1,1,0,11
Mitt Romney,,1,0,0,0,11
Newt Gingrich,,,0,0,0,11
Ron Paul,,,,0,0,11
Rick Santorum,,,,,0,11
Total,5,4,1,1,0,11
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,12
,John Featherman,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,12
John Featherman,0,10,3,0,1,12
Mitt Romney,,1,0,0,0,12
Rick Santorum,,,0,0,0,12
Ron Paul,,,,2,0,12
Newt Gingrich,,,,,0,12
Total,14,11,3,2,1,12
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,13
,John Featherman,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,13
John Featherman,0,5,1,0,0,13
Mitt Romney,,0,0,0,0,13
Rick Santorum,,,0,0,0,13
Newt Gingrich,,,,0,0,13
Ron Paul,,,,,0,13
Total,6,5,1,0,0,13
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,14
,John Featherman,Newt Gingrich,Mitt Romney,Ron Paul,Rick Santorum,14
John Featherman,0,3,2,1,0,14
Newt Gingrich,,1,0,0,0,14
Mitt Romney,,,0,0,0,14
Ron Paul,,,,1,0,14
Rick Santorum,,,,,0,14
Total,6,4,2,2,0,14
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,15
,John Featherman,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,15
John Featherman,1,8,6,2,1,15
Mitt Romney,,3,0,0,0,15
Rick Santorum,,,0,0,0,15
Ron Paul,,,,1,0,15
Newt Gingrich,,,,,0,15
Total,18,11,6,3,1,15
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,16
,John Featherman,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,16
John Featherman,0,3,3,1,0,16
Mitt Romney,,1,0,0,0,16
Newt Gingrich,,,0,0,0,16
Ron Paul,,,,0,0,16
Rick Santorum,,,,,0,16
Total,7,4,3,1,0,16
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,17
,John Featherman,Newt Gingrich,Mitt Romney,Ron Paul,Rick Santorum,17
John Featherman,1,3,3,1,0,17
Newt Gingrich,,1,0,0,0,17
Mitt Romney,,,0,0,0,17
Ron Paul,,,,0,0,17
Rick Santorum,,,,,0,17
Total,8,4,3,1,0,17
,President Of The United States - Republican,,,,Representative In Congress 1st District - Republican,18
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,John Featherman,18
Mitt Romney,1,0,0,0,2,18
Newt Gingrich,,0,0,0,0,18
Rick Santorum,,,0,0,0,18
Ron Paul,,,,0,0,18
John Featherman,,,,,0,18
Total,3,0,0,0,2,18
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,19
,John Featherman,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,19
John Featherman,0,5,1,0,0,19
Mitt Romney,,1,0,0,0,19
Rick Santorum,,,0,0,0,19
Newt Gingrich,,,,0,0,19
Ron Paul,,,,,0,19
Total,6,6,1,0,0,19
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,20
,John Featherman,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,20
John Featherman,0,29,4,3,3,20
Mitt Romney,,6,0,0,0,20
Ron Paul,,,2,0,0,20
Newt Gingrich,,,,1,0,20
Rick Santorum,,,,,0,20
Total,39,35,6,4,3,20
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,21
,John Featherman,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,21
John Featherman,0,5,3,0,1,21
Mitt Romney,,1,0,0,0,21
Rick Santorum,,,1,0,0,21
Newt Gingrich,,,,1,0,21
Ron Paul,,,,,0,21
Total,9,6,4,1,1,21
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,22
,John Featherman,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,22
John Featherman,0,20,4,5,1,22
Mitt Romney,,6,0,0,0,22
Ron Paul,,,5,0,0,22
Newt Gingrich,,,,2,0,22
Rick Santorum,,,,,2,22
Total,30,26,9,7,3,22
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,23
,John Featherman,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,23
John Featherman,0,12,5,4,3,23
Mitt Romney,,4,0,0,0,23
Newt Gingrich,,,0,0,0,23
Ron Paul,,,,1,0,23
Rick Santorum,,,,,0,23
Total,24,16,5,5,3,23
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,24
,John Featherman,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,24
John Featherman,0,41,11,4,2,24
Mitt Romney,,7,0,0,0,24
Ron Paul,,,4,0,0,24
Rick Santorum,,,,2,0,24
Newt Gingrich,,,,,1,24
Total,58,48,15,6,3,24
,Representative In Congress 1st District - Republican,President Of The United States - Republican,,,,25
,John Featherman,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,25
John Featherman,0,9,5,2,1,25
Mitt Romney,,0,0,0,0,25
Ron Paul,,,1,0,0,25
Newt Gingrich,,,,2,0,25
Rick Santorum,,,,,0,25
Total,17,9,6,4,1,25
