col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,W Curtis Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Patrick J Eiding,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,All
W Curtis Thomas,57,219,200,191,108,108,107,107,105,104,All
Catherine G Scott,,2,193,192,108,109,108,107,105,106,All
D Gregory Holt,,,0,189,105,104,104,103,105,105,All
Kelly Lynn Devine,,,,1,103,104,105,102,105,102,All
Louis J Farinella,,,,,0,106,105,101,104,103,All
Patrick J Eiding,,,,,,0,105,103,105,102,All
Leslie S Richards,,,,,,,0,104,105,104,All
Olivia E Brady,,,,,,,,0,102,101,All
Caren Gansman Moskowitz,,,,,,,,,0,102,All
Vince Gillen,,,,,,,,,,0,All
Total,297,227,206,198,111,111,110,110,108,107,All
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,13
,W Curtis Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Vince Gillen,13
W Curtis Thomas,15,100,93,90,59,58,58,58,57,56,13
Catherine G Scott,,1,88,90,58,57,57,58,56,56,13
D Gregory Holt,,,0,87,56,55,56,55,55,56,13
Kelly Lynn Devine,,,,0,57,55,55,55,56,54,13
Leslie S Richards,,,,,0,56,57,57,58,56,13
Louis J Farinella,,,,,,0,55,57,56,54,13
Olivia E Brady,,,,,,,0,55,55,55,13
Patrick J Eiding,,,,,,,,0,56,55,13
Caren Gansman Moskowitz,,,,,,,,,0,55,13
Vince Gillen,,,,,,,,,,0,13
Total,125,103,95,92,60,59,59,59,58,57,13
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,17
,W Curtis Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Louis J Farinella,Leslie S Richards,Vince Gillen,17
W Curtis Thomas,21,54,48,43,30,28,27,27,26,26,17
Catherine G Scott,,0,46,44,30,28,27,27,27,27,17
D Gregory Holt,,,0,44,27,27,28,27,25,26,17
Kelly Lynn Devine,,,,0,27,27,27,25,25,25,17
Olivia E Brady,,,,,0,28,27,26,27,26,17
Patrick J Eiding,,,,,,0,27,26,26,25,17
Caren Gansman Moskowitz,,,,,,,0,26,25,25,17
Louis J Farinella,,,,,,,,0,26,26,17
Leslie S Richards,,,,,,,,,0,25,17
Vince Gillen,,,,,,,,,,0,17
Total,82,56,50,45,31,29,28,28,27,27,17
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,20
,W Curtis Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Leslie S Richards,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,Olivia E Brady,20
W Curtis Thomas,21,65,59,58,23,22,22,22,21,19,20
Catherine G Scott,,1,59,58,24,23,23,23,22,20,20
D Gregory Holt,,,0,58,23,23,22,23,22,20,20
Kelly Lynn Devine,,,,1,23,23,22,23,22,20,20
Louis J Farinella,,,,,0,23,23,23,22,20,20
Leslie S Richards,,,,,,0,22,23,22,20,20
Patrick J Eiding,,,,,,,0,22,22,20,20
Vince Gillen,,,,,,,,0,22,20,20
Caren Gansman Moskowitz,,,,,,,,,0,20,20
Olivia E Brady,,,,,,,,,,0,20
Total,90,68,61,61,24,23,23,23,22,20,20
