col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Representative In The General Assembly 195th District - Democrat,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Michelle F Brownlee,Andrew J Kleeman,Mike Jones,Takkeem L Morgan,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Andrew P Toy,Joseph C Meade,Stephen A Cozen,Jerry T Jordan,Raye E Johnson,Heather Steinmiller,Michelle W Singer,Eleanor M Dezzi,Nancy Astor Fox,William S Leopold,All
Michelle F Brownlee,420,0,0,0,624,576,525,492,478,360,317,308,310,295,292,293,295,292,291,280,274,All
Andrew J Kleeman,,101,0,0,317,286,290,282,267,120,112,116,115,111,108,108,106,105,103,102,109,All
Mike Jones,,,39,0,65,58,51,49,44,50,45,46,42,47,38,36,35,34,32,33,33,All
Takkeem L Morgan,,,,29,19,19,22,16,17,17,15,17,15,15,10,11,10,14,11,11,10,All
Kenyatta J Johnson,,,,,5,887,852,822,803,516,469,465,469,462,445,447,449,438,439,425,426,All
Blondell Reynolds Brown,,,,,,2,825,800,778,512,475,474,471,454,446,443,446,429,433,421,424,All
Cindy Bass,,,,,,,1,785,777,482,465,456,454,437,429,431,425,412,421,406,410,All
Mark Alan Aronchick,,,,,,,,1,763,454,441,441,437,436,418,418,417,398,410,399,407,All
Jacquelyn Manns Smalley,,,,,,,,,0,448,435,433,434,426,415,420,418,403,410,398,406,All
Vincent J Hughes,,,,,,,,,,1,479,475,473,452,441,440,433,424,425,408,420,All
Jerome W Mondesire,,,,,,,,,,,0,461,461,445,420,422,416,404,414,400,410,All
Andrew P Toy,,,,,,,,,,,,0,465,447,421,428,421,414,416,404,412,All
Joseph C Meade,,,,,,,,,,,,,0,449,425,429,425,409,417,407,418,All
Stephen A Cozen,,,,,,,,,,,,,,1,419,421,420,407,412,404,409,All
Jerry T Jordan,,,,,,,,,,,,,,,0,431,429,415,420,406,423,All
Raye E Johnson,,,,,,,,,,,,,,,,0,434,413,429,410,424,All
Heather Steinmiller,,,,,,,,,,,,,,,,,1,417,429,414,425,All
Michelle W Singer,,,,,,,,,,,,,,,,,,0,414,417,401,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,,,,0,406,412,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,,,0,402,All
William S Leopold,,,,,,,,,,,,,,,,,,,,,0,All
