col_1,col_2,col_3,division
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,All
,Michael J Tomlinson,Joseph James Rooney,All
Michael J Tomlinson,57,658,All
Joseph James Rooney,,41,All
Total,715,699,All
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,1
,Joseph James Rooney,Michael J Tomlinson,1
Joseph James Rooney,1,36,1
Michael J Tomlinson,,1,1
Total,37,37,1
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,2
,Joseph James Rooney,Michael J Tomlinson,2
Joseph James Rooney,6,33,2
Michael J Tomlinson,,3,2
Total,39,36,2
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,3
,Joseph James Rooney,Michael J Tomlinson,3
Joseph James Rooney,4,30,3
Michael J Tomlinson,,4,3
Total,34,34,3
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,4
,Michael J Tomlinson,Joseph James Rooney,4
Michael J Tomlinson,2,17,4
Joseph James Rooney,,1,4
Total,19,18,4
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,5
,Michael J Tomlinson,Joseph James Rooney,5
Michael J Tomlinson,7,16,5
Joseph James Rooney,,2,5
Total,23,18,5
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,6
,Michael J Tomlinson,Joseph James Rooney,6
Michael J Tomlinson,1,14,6
Joseph James Rooney,,0,6
Total,15,14,6
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,7
,Michael J Tomlinson,Joseph James Rooney,7
Michael J Tomlinson,1,10,7
Joseph James Rooney,,0,7
Total,11,10,7
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,8
,Michael J Tomlinson,Joseph James Rooney,8
Michael J Tomlinson,2,18,8
Joseph James Rooney,,0,8
Total,20,18,8
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,9
,Joseph James Rooney,Michael J Tomlinson,9
Joseph James Rooney,0,13,9
Michael J Tomlinson,,0,9
Total,13,13,9
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,10
,Joseph James Rooney,Michael J Tomlinson,10
Joseph James Rooney,4,15,10
Michael J Tomlinson,,0,10
Total,19,15,10
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,11
,Michael J Tomlinson,Joseph James Rooney,11
Michael J Tomlinson,2,40,11
Joseph James Rooney,,0,11
Total,42,40,11
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,12
,Joseph James Rooney,Michael J Tomlinson,12
Joseph James Rooney,2,47,12
Michael J Tomlinson,,2,12
Total,49,49,12
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,13
,Michael J Tomlinson,Joseph James Rooney,13
Michael J Tomlinson,2,57,13
Joseph James Rooney,,1,13
Total,59,58,13
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,14
,Michael J Tomlinson,Joseph James Rooney,14
Michael J Tomlinson,4,34,14
Joseph James Rooney,,2,14
Total,38,36,14
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,15
,Joseph James Rooney,Michael J Tomlinson,15
Joseph James Rooney,3,12,15
Michael J Tomlinson,,0,15
Total,15,12,15
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,16
,Joseph James Rooney,Michael J Tomlinson,16
Joseph James Rooney,1,35,16
Michael J Tomlinson,,1,16
Total,36,36,16
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,17
,Michael J Tomlinson,Joseph James Rooney,17
Michael J Tomlinson,2,42,17
Joseph James Rooney,,1,17
Total,44,43,17
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,19
,Michael J Tomlinson,Joseph James Rooney,19
Michael J Tomlinson,2,17,19
Joseph James Rooney,,0,19
Total,19,17,19
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,20
,Michael J Tomlinson,Joseph James Rooney,20
Michael J Tomlinson,4,9,20
Joseph James Rooney,,0,20
Total,13,9,20
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,21
,Joseph James Rooney,Michael J Tomlinson,21
Joseph James Rooney,2,22,21
Michael J Tomlinson,,1,21
Total,24,23,21
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,22
,Michael J Tomlinson,Joseph James Rooney,22
Michael J Tomlinson,5,28,22
Joseph James Rooney,,1,22
Total,33,29,22
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,23
,Joseph James Rooney,Michael J Tomlinson,23
Joseph James Rooney,4,14,23
Michael J Tomlinson,,1,23
Total,18,15,23
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,24
,Michael J Tomlinson,Joseph James Rooney,24
Michael J Tomlinson,3,30,24
Joseph James Rooney,,0,24
Total,33,30,24
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,25
,Joseph James Rooney,Michael J Tomlinson,25
Joseph James Rooney,3,28,25
Michael J Tomlinson,,2,25
Total,31,30,25
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,26
,Joseph James Rooney,Michael J Tomlinson,26
Joseph James Rooney,1,9,26
Michael J Tomlinson,,0,26
Total,10,9,26
,Representative In Congress 13th District - Republican,Senator In The General Assembly 5th District - Republican,27
,Joseph James Rooney,Michael J Tomlinson,27
Joseph James Rooney,0,5,27
Michael J Tomlinson,,0,27
Total,5,5,27
,Senator In The General Assembly 5th District - Republican,Representative In Congress 13th District - Republican,28
,Michael J Tomlinson,Joseph James Rooney,28
Michael J Tomlinson,5,27,28
Joseph James Rooney,,2,28
Total,32,29,28
