col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 195th District - Democrat,,,,All
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Andrew P Toy,Vincent J Hughes,Michelle W Singer,Eleanor M Dezzi,Nancy Astor Fox,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Stephen A Cozen,William S Leopold,Heather Steinmiller,Raye E Johnson,Andrew J Kleeman,Michelle F Brownlee,Mike Jones,Takkeem L Morgan,All
Cindy Bass,0,34,34,35,34,26,28,27,26,25,23,24,24,24,24,23,23,16,22,1,0,All
Kenyatta J Johnson,,0,33,31,33,22,23,23,22,22,21,21,22,21,21,21,22,16,19,1,0,All
Blondell Reynolds Brown,,,0,32,33,22,23,22,23,21,22,21,22,22,21,21,21,14,19,1,0,All
Mark Alan Aronchick,,,,0,32,25,24,23,24,22,23,22,22,24,21,22,21,15,18,1,0,All
Jacquelyn Manns Smalley,,,,,0,22,23,22,22,21,22,21,23,22,21,21,21,12,19,1,0,All
Andrew P Toy,,,,,,0,26,25,25,24,24,23,24,25,23,23,22,17,12,1,0,All
Vincent J Hughes,,,,,,,0,26,25,24,24,24,25,25,24,23,23,13,14,1,0,All
Michelle W Singer,,,,,,,,0,26,26,22,24,24,23,24,24,24,15,11,1,0,All
Eleanor M Dezzi,,,,,,,,,0,24,23,24,23,24,23,24,23,14,11,1,0,All
Nancy Astor Fox,,,,,,,,,,0,22,23,23,22,24,23,24,14,10,1,0,All
Jerome W Mondesire,,,,,,,,,,,0,22,23,24,22,22,22,12,11,1,0,All
Jerry T Jordan,,,,,,,,,,,,0,22,23,24,24,23,13,10,1,0,All
Joseph C Meade,,,,,,,,,,,,,0,23,23,22,22,11,12,1,0,All
Stephen A Cozen,,,,,,,,,,,,,,0,22,23,22,12,11,1,0,All
William S Leopold,,,,,,,,,,,,,,,0,23,23,12,11,1,0,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,23,13,9,1,0,All
Raye E Johnson,,,,,,,,,,,,,,,,,0,13,9,1,0,All
Andrew J Kleeman,,,,,,,,,,,,,,,,,,9,0,0,0,All
Michelle F Brownlee,,,,,,,,,,,,,,,,,,,8,0,0,All
Mike Jones,,,,,,,,,,,,,,,,,,,,0,0,All
Takkeem L Morgan,,,,,,,,,,,,,,,,,,,,,0,All
Total,41,38,36,36,34,31,29,28,27,26,25,25,25,25,25,24,24,36,31,1,0,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 195th District - Democrat,,,,15
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Andrew P Toy,Vincent J Hughes,Michelle W Singer,Eleanor M Dezzi,Nancy Astor Fox,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Stephen A Cozen,William S Leopold,Heather Steinmiller,Raye E Johnson,Andrew J Kleeman,Michelle F Brownlee,Mike Jones,Takkeem L Morgan,15
Cindy Bass,0,34,34,35,34,26,28,27,26,25,23,24,24,24,24,23,23,16,22,1,0,15
Kenyatta J Johnson,,0,33,31,33,22,23,23,22,22,21,21,22,21,21,21,22,16,19,1,0,15
Blondell Reynolds Brown,,,0,32,33,22,23,22,23,21,22,21,22,22,21,21,21,14,19,1,0,15
Mark Alan Aronchick,,,,0,32,25,24,23,24,22,23,22,22,24,21,22,21,15,18,1,0,15
Jacquelyn Manns Smalley,,,,,0,22,23,22,22,21,22,21,23,22,21,21,21,12,19,1,0,15
Andrew P Toy,,,,,,0,26,25,25,24,24,23,24,25,23,23,22,17,12,1,0,15
Vincent J Hughes,,,,,,,0,26,25,24,24,24,25,25,24,23,23,13,14,1,0,15
Michelle W Singer,,,,,,,,0,26,26,22,24,24,23,24,24,24,15,11,1,0,15
Eleanor M Dezzi,,,,,,,,,0,24,23,24,23,24,23,24,23,14,11,1,0,15
Nancy Astor Fox,,,,,,,,,,0,22,23,23,22,24,23,24,14,10,1,0,15
Jerome W Mondesire,,,,,,,,,,,0,22,23,24,22,22,22,12,11,1,0,15
Jerry T Jordan,,,,,,,,,,,,0,22,23,24,24,23,13,10,1,0,15
Joseph C Meade,,,,,,,,,,,,,0,23,23,22,22,11,12,1,0,15
Stephen A Cozen,,,,,,,,,,,,,,0,22,23,22,12,11,1,0,15
William S Leopold,,,,,,,,,,,,,,,0,23,23,12,11,1,0,15
Heather Steinmiller,,,,,,,,,,,,,,,,0,23,13,9,1,0,15
Raye E Johnson,,,,,,,,,,,,,,,,,0,13,9,1,0,15
Andrew J Kleeman,,,,,,,,,,,,,,,,,,9,0,0,0,15
Michelle F Brownlee,,,,,,,,,,,,,,,,,,,8,0,0,15
Mike Jones,,,,,,,,,,,,,,,,,,,,0,0,15
Takkeem L Morgan,,,,,,,,,,,,,,,,,,,,,0,15
Total,41,38,36,36,34,31,29,28,27,26,25,25,25,25,25,24,24,36,31,1,0,15
