col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
Angel L Cruz,783,0,0,162,158,151,145,137,95,85,77,76,73,All
Jonathan Ramos,,386,0,181,155,139,141,135,99,89,86,79,73,All
Anthony Pernell Johnson,,,14,16,20,16,17,19,11,14,11,14,12,All
Ted Kirsch,,,,1,272,269,269,263,155,152,153,148,144,All
Anthony Hardy Williams,,,,,2,260,263,258,151,151,145,146,141,All
Elizabeth A Washo,,,,,,0,264,255,148,153,151,147,140,All
Mindy M Posoff,,,,,,,0,256,153,154,151,147,142,All
Ryan N Boyer,,,,,,,,0,139,145,143,141,138,All
Christine M Tartaglione,,,,,,,,,0,161,156,154,149,All
Kathryn Sylvia Huggins,,,,,,,,,,0,160,162,155,All
Deborah E Landau,,,,,,,,,,,0,156,152,All
Sekela Coles,,,,,,,,,,,,0,151,All
Thaddeus Kirkland,,,,,,,,,,,,,2,All
Total,"1,046",641,40,364,338,307,306,292,207,191,175,171,163,All
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,1
Angel L Cruz,67,0,0,11,8,7,6,6,5,3,2,2,1,1
Jonathan Ramos,,8,0,3,5,5,4,3,0,0,1,0,0,1
Anthony Pernell Johnson,,,1,0,0,0,0,0,0,0,0,0,0,1
Anthony Hardy Williams,,,,0,9,8,8,8,3,3,2,2,1,1
Ted Kirsch,,,,,0,8,8,8,2,2,2,2,1,1
Elizabeth A Washo,,,,,,0,9,8,3,2,3,2,1,1
Mindy M Posoff,,,,,,,0,8,2,2,3,2,1,1
Ryan N Boyer,,,,,,,,0,2,2,2,2,1,1
Kathryn Sylvia Huggins,,,,,,,,,0,2,2,2,1,1
Christine M Tartaglione,,,,,,,,,,0,2,2,1,1
