col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,All
,William F Dunbar,Patrick Murphy,Kathleen G Kane,All
William F Dunbar,16,316,165,All
Patrick Murphy,,122,0,All
Kathleen G Kane,,,64,All
Total,497,438,229,All
,Attorney General - Democrat,,Representative In The General Assembly 177th District - Democrat,1
,Patrick Murphy,Kathleen G Kane,William F Dunbar,1
Patrick Murphy,9,0,9,1
Kathleen G Kane,,3,6,1
William F Dunbar,,,0,1
Total,18,9,15,1
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,2
,William F Dunbar,Patrick Murphy,Kathleen G Kane,2
William F Dunbar,0,17,11,2
Patrick Murphy,,6,0,2
Kathleen G Kane,,,3,2
Total,28,23,14,2
,Attorney General - Democrat,,Representative In The General Assembly 177th District - Democrat,3
,Patrick Murphy,Kathleen G Kane,William F Dunbar,3
Patrick Murphy,13,0,24,3
Kathleen G Kane,,8,13,3
William F Dunbar,,,0,3
Total,37,21,37,3
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,4
,William F Dunbar,Patrick Murphy,Kathleen G Kane,4
William F Dunbar,1,38,12,4
Patrick Murphy,,11,0,4
Kathleen G Kane,,,7,4
Total,51,49,19,4
,Attorney General - Democrat,,Representative In The General Assembly 177th District - Democrat,5
,Patrick Murphy,Kathleen G Kane,William F Dunbar,5
Patrick Murphy,16,0,10,5
Kathleen G Kane,,6,8,5
William F Dunbar,,,2,5
Total,26,14,20,5
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,6
,William F Dunbar,Patrick Murphy,Kathleen G Kane,6
William F Dunbar,1,11,4,6
Patrick Murphy,,3,0,6
Kathleen G Kane,,,3,6
Total,16,14,7,6
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,7
,William F Dunbar,Patrick Murphy,Kathleen G Kane,7
William F Dunbar,1,20,8,7
Patrick Murphy,,5,0,7
Kathleen G Kane,,,1,7
Total,29,25,9,7
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,8
,William F Dunbar,Patrick Murphy,Kathleen G Kane,8
William F Dunbar,0,14,5,8
Patrick Murphy,,2,0,8
Kathleen G Kane,,,0,8
Total,19,16,5,8
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,12
,William F Dunbar,Patrick Murphy,Kathleen G Kane,12
William F Dunbar,0,9,7,12
Patrick Murphy,,6,0,12
Kathleen G Kane,,,3,12
Total,16,15,10,12
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,13
,William F Dunbar,Patrick Murphy,Kathleen G Kane,13
William F Dunbar,0,8,7,13
Patrick Murphy,,2,0,13
Kathleen G Kane,,,0,13
Total,15,10,7,13
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,14
,William F Dunbar,Patrick Murphy,Kathleen G Kane,14
William F Dunbar,0,6,4,14
Patrick Murphy,,0,0,14
Kathleen G Kane,,,1,14
Total,10,6,5,14
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,15
,William F Dunbar,Kathleen G Kane,Patrick Murphy,15
William F Dunbar,3,15,11,15
Kathleen G Kane,,3,0,15
Patrick Murphy,,,4,15
Total,29,18,15,15
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,18
,William F Dunbar,Patrick Murphy,Kathleen G Kane,18
William F Dunbar,1,13,6,18
Patrick Murphy,,2,0,18
Kathleen G Kane,,,2,18
Total,20,15,8,18
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,20
,William F Dunbar,Patrick Murphy,Kathleen G Kane,20
William F Dunbar,1,22,12,20
Patrick Murphy,,2,0,20
Kathleen G Kane,,,11,20
Total,35,24,23,20
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,21
,William F Dunbar,Patrick Murphy,Kathleen G Kane,21
William F Dunbar,2,14,9,21
Patrick Murphy,,2,0,21
Kathleen G Kane,,,1,21
Total,25,16,10,21
,Attorney General - Democrat,,Representative In The General Assembly 177th District - Democrat,22
,Patrick Murphy,Kathleen G Kane,William F Dunbar,22
Patrick Murphy,17,0,18,22
Kathleen G Kane,,3,12,22
William F Dunbar,,,0,22
Total,35,15,30,22
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,23
,William F Dunbar,Patrick Murphy,Kathleen G Kane,23
William F Dunbar,0,29,10,23
Patrick Murphy,,7,0,23
Kathleen G Kane,,,5,23
Total,39,36,15,23
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,24
,William F Dunbar,Patrick Murphy,Kathleen G Kane,24
William F Dunbar,3,29,11,24
Patrick Murphy,,11,0,24
Kathleen G Kane,,,3,24
Total,43,40,14,24
,Representative In The General Assembly 177th District - Democrat,Attorney General - Democrat,,25
,William F Dunbar,Patrick Murphy,Kathleen G Kane,25
William F Dunbar,1,14,5,25
Patrick Murphy,,4,0,25
Kathleen G Kane,,,1,25
Total,20,18,6,25
