col_1,col_2,col_3,division
,Special Election Representative In The General Assembly 169th District,,All
,Ed Neilson,David M Kralle,All
Ed Neilson,329,87,All
David M Kralle,,226,All
Total,"1,598",749,All
,Special Election Representative In The General Assembly 169th District,,1
,Ed Neilson,David M Kralle,1
Ed Neilson,21,11,1
David M Kralle,,22,1
Total,114,77,1
,Special Election Representative In The General Assembly 169th District,,12
,Ed Neilson,David M Kralle,12
Ed Neilson,54,3,12
David M Kralle,,18,12
Total,137,79,12
,Special Election Representative In The General Assembly 169th District,,14
,Ed Neilson,David M Kralle,14
Ed Neilson,19,6,14
David M Kralle,,19,14
Total,113,73,14
,Special Election Representative In The General Assembly 169th District,,16
,Ed Neilson,David M Kralle,16
Ed Neilson,21,10,16
David M Kralle,,17,16
Total,109,71,16
,Special Election Representative In The General Assembly 169th District,,17
,Ed Neilson,David M Kralle,17
Ed Neilson,37,8,17
David M Kralle,,28,17
Total,171,96,17
,Special Election Representative In The General Assembly 169th District,,18
,Ed Neilson,David M Kralle,18
Ed Neilson,36,9,18
David M Kralle,,23,18
Total,149,70,18
,Special Election Representative In The General Assembly 169th District,,19
,Ed Neilson,David M Kralle,19
Ed Neilson,25,12,19
David M Kralle,,9,19
Total,175,37,19
,Special Election Representative In The General Assembly 169th District,,21
,Ed Neilson,David M Kralle,21
Ed Neilson,15,11,21
David M Kralle,,19,21
Total,116,60,21
,Special Election Representative In The General Assembly 169th District,,22
,Ed Neilson,David M Kralle,22
Ed Neilson,16,4,22
David M Kralle,,22,22
Total,104,54,22
,Special Election Representative In The General Assembly 169th District,,24
,Ed Neilson,David M Kralle,24
Ed Neilson,18,4,24
David M Kralle,,12,24
Total,104,42,24
,Special Election Representative In The General Assembly 169th District,,25
,Ed Neilson,David M Kralle,25
Ed Neilson,31,4,25
David M Kralle,,19,25
Total,159,43,25
,Special Election Representative In The General Assembly 169th District,,28
,Ed Neilson,David M Kralle,28
Ed Neilson,36,5,28
David M Kralle,,18,28
Total,147,47,28
