col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,All
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerry T Jordan,Joseph C Meade,Andrew P Toy,Michelle W Singer,Jerome W Mondesire,Stephen A Cozen,Eleanor M Dezzi,Raye E Johnson,William S Leopold,Heather Steinmiller,Nancy Astor Fox,J P Miranda,Jewel Williams,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,All
Cindy Bass,0,52,46,41,37,25,24,22,22,21,20,20,21,20,19,18,18,22,19,14,3,0,All
Kenyatta J Johnson,,0,46,41,38,25,22,23,22,20,20,20,20,20,19,18,18,19,18,14,1,0,All
Blondell Reynolds Brown,,,0,39,39,24,21,21,21,20,19,19,18,19,18,18,17,21,15,11,1,0,All
Jacquelyn Manns Smalley,,,,0,36,18,18,17,18,18,17,17,18,18,18,18,17,16,10,12,1,0,All
Mark Alan Aronchick,,,,,0,18,17,16,18,16,16,16,16,16,16,16,15,17,12,7,1,0,All
Vincent J Hughes,,,,,,0,22,22,21,19,20,19,19,19,19,18,18,4,14,6,1,0,All
Jerry T Jordan,,,,,,,0,20,20,20,20,17,19,19,19,18,18,6,11,6,1,0,All
Joseph C Meade,,,,,,,,0,19,20,19,18,19,20,18,17,17,5,11,6,1,0,All
Andrew P Toy,,,,,,,,,0,19,18,20,19,19,18,18,17,3,12,6,1,0,All
Michelle W Singer,,,,,,,,,,0,18,19,21,21,19,18,18,5,9,6,2,0,All
Jerome W Mondesire,,,,,,,,,,,0,17,18,18,18,17,17,4,9,7,1,0,All
Stephen A Cozen,,,,,,,,,,,,0,19,18,17,17,17,3,10,6,2,0,All
Eleanor M Dezzi,,,,,,,,,,,,,0,20,19,18,18,3,9,6,2,0,All
Raye E Johnson,,,,,,,,,,,,,,0,19,18,18,4,9,6,1,0,All
William S Leopold,,,,,,,,,,,,,,,0,18,18,3,8,6,1,0,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,17,3,7,6,1,0,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,3,7,6,1,0,All
J P Miranda,,,,,,,,,,,,,,,,,,9,0,0,0,0,All
Jewel Williams,,,,,,,,,,,,,,,,,,,5,0,0,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,2,0,0,All
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,0,0,All
James K Johnson,,,,,,,,,,,,,,,,,,,,,,0,All
Total,60,54,50,41,39,26,25,24,23,23,22,22,21,21,19,18,18,34,26,18,3,0,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,25
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerry T Jordan,Joseph C Meade,Andrew P Toy,Michelle W Singer,Jerome W Mondesire,Stephen A Cozen,Eleanor M Dezzi,Raye E Johnson,William S Leopold,Heather Steinmiller,Nancy Astor Fox,J P Miranda,Jewel Williams,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,25
Cindy Bass,0,52,46,41,37,25,24,22,22,21,20,20,21,20,19,18,18,22,19,14,3,0,25
Kenyatta J Johnson,,0,46,41,38,25,22,23,22,20,20,20,20,20,19,18,18,19,18,14,1,0,25
Blondell Reynolds Brown,,,0,39,39,24,21,21,21,20,19,19,18,19,18,18,17,21,15,11,1,0,25
Jacquelyn Manns Smalley,,,,0,36,18,18,17,18,18,17,17,18,18,18,18,17,16,10,12,1,0,25
Mark Alan Aronchick,,,,,0,18,17,16,18,16,16,16,16,16,16,16,15,17,12,7,1,0,25
Vincent J Hughes,,,,,,0,22,22,21,19,20,19,19,19,19,18,18,4,14,6,1,0,25
Jerry T Jordan,,,,,,,0,20,20,20,20,17,19,19,19,18,18,6,11,6,1,0,25
Joseph C Meade,,,,,,,,0,19,20,19,18,19,20,18,17,17,5,11,6,1,0,25
Andrew P Toy,,,,,,,,,0,19,18,20,19,19,18,18,17,3,12,6,1,0,25
Michelle W Singer,,,,,,,,,,0,18,19,21,21,19,18,18,5,9,6,2,0,25
Jerome W Mondesire,,,,,,,,,,,0,17,18,18,18,17,17,4,9,7,1,0,25
Stephen A Cozen,,,,,,,,,,,,0,19,18,17,17,17,3,10,6,2,0,25
Eleanor M Dezzi,,,,,,,,,,,,,0,20,19,18,18,3,9,6,2,0,25
Raye E Johnson,,,,,,,,,,,,,,0,19,18,18,4,9,6,1,0,25
William S Leopold,,,,,,,,,,,,,,,0,18,18,3,8,6,1,0,25
Heather Steinmiller,,,,,,,,,,,,,,,,0,17,3,7,6,1,0,25
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,3,7,6,1,0,25
J P Miranda,,,,,,,,,,,,,,,,,,9,0,0,0,0,25
Jewel Williams,,,,,,,,,,,,,,,,,,,5,0,0,0,25
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,2,0,0,25
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,0,0,25
James K Johnson,,,,,,,,,,,,,,,,,,,,,,0,25
Total,60,54,50,41,39,26,25,24,23,23,22,22,21,21,19,18,18,34,26,18,3,0,25
