col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Al Taubenberger,William E Donnelly,Michael J Mcmonagle,Michael Anthony Salvi,Thomas Jay Ellis,Robert C Barrilli,Edward T Boyd,Brandon Yates,Steven J Gilber,All
Al Taubenberger,24,97,89,53,45,30,12,15,14,All
William E Donnelly,,1,60,19,42,13,10,4,7,All
Michael J Mcmonagle,,,2,34,36,9,5,5,7,All
Michael Anthony Salvi,,,,2,8,13,3,5,4,All
Thomas Jay Ellis,,,,,2,5,6,2,3,All
Robert C Barrilli,,,,,,1,5,7,4,All
Edward T Boyd,,,,,,,2,1,2,All
Brandon Yates,,,,,,,,0,4,All
Steven J Gilber,,,,,,,,,0,All
Total,181,107,97,56,55,33,19,16,16,All
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,2
,Al Taubenberger,William E Donnelly,Michael J Mcmonagle,Michael Anthony Salvi,Thomas Jay Ellis,Robert C Barrilli,Brandon Yates,Edward T Boyd,Steven J Gilber,2
Al Taubenberger,5,20,17,9,8,3,3,1,1,2
William E Donnelly,,1,11,6,5,1,1,1,0,2
Michael J Mcmonagle,,,0,9,7,1,2,0,1,2
Michael Anthony Salvi,,,,0,2,0,1,0,0,2
Thomas Jay Ellis,,,,,0,0,0,1,1,2
Robert C Barrilli,,,,,,1,2,0,0,2
Brandon Yates,,,,,,,0,0,0,2
Edward T Boyd,,,,,,,,0,0,2
Steven J Gilber,,,,,,,,,0,2
Total,35,22,19,10,9,4,3,1,1,2
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,3
,Al Taubenberger,William E Donnelly,Michael J Mcmonagle,Michael Anthony Salvi,Thomas Jay Ellis,Robert C Barrilli,Steven J Gilber,Edward T Boyd,Brandon Yates,3
Al Taubenberger,1,17,15,12,10,7,3,1,1,3
William E Donnelly,,0,12,4,8,2,2,0,0,3
Michael J Mcmonagle,,,1,6,9,1,2,0,0,3
Michael Anthony Salvi,,,,2,2,4,1,1,0,3
Thomas Jay Ellis,,,,,1,1,1,0,0,3
Robert C Barrilli,,,,,,0,1,1,1,3
Steven J Gilber,,,,,,,0,0,1,3
Edward T Boyd,,,,,,,,1,0,3
Brandon Yates,,,,,,,,,0,3
Total,30,19,18,14,12,7,4,2,1,3
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,11
,Al Taubenberger,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Robert C Barrilli,Edward T Boyd,Brandon Yates,Steven J Gilber,11
Al Taubenberger,6,24,21,12,9,7,4,5,1,11
William E Donnelly,,0,12,12,3,4,3,1,1,11
Michael J Mcmonagle,,,0,8,7,2,1,1,1,11
Thomas Jay Ellis,,,,0,1,1,3,2,1,11
Michael Anthony Salvi,,,,,0,3,1,2,0,11
Robert C Barrilli,,,,,,0,1,1,0,11
Edward T Boyd,,,,,,,0,0,1,11
Brandon Yates,,,,,,,,0,0,11
Steven J Gilber,,,,,,,,,0,11
Total,43,25,21,14,9,7,6,5,2,11
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,13
,Al Taubenberger,Michael J Mcmonagle,William E Donnelly,Michael Anthony Salvi,Thomas Jay Ellis,Robert C Barrilli,Edward T Boyd,Steven J Gilber,Brandon Yates,13
Al Taubenberger,9,32,30,20,12,11,6,7,4,13
Michael J Mcmonagle,,1,23,11,11,5,4,2,1,13
William E Donnelly,,,0,6,12,3,6,3,0,13
Michael Anthony Salvi,,,,0,3,6,1,2,2,13
Thomas Jay Ellis,,,,,0,0,2,0,0,13
Robert C Barrilli,,,,,,0,3,3,3,13
Edward T Boyd,,,,,,,0,1,1,13
Steven J Gilber,,,,,,,,0,2,13
Brandon Yates,,,,,,,,,0,13
Total,60,35,33,20,14,12,9,7,5,13
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,15
,Al Taubenberger,William E Donnelly,Thomas Jay Ellis,Michael J Mcmonagle,Michael Anthony Salvi,Robert C Barrilli,Brandon Yates,Steven J Gilber,Edward T Boyd,15
Al Taubenberger,3,6,3,4,3,2,2,2,0,15
William E Donnelly,,0,5,2,0,3,2,1,0,15
Thomas Jay Ellis,,,1,1,0,3,0,0,0,15
Michael J Mcmonagle,,,,0,1,0,1,1,0,15
Michael Anthony Salvi,,,,,0,0,0,1,0,15
Robert C Barrilli,,,,,,0,0,0,0,15
Brandon Yates,,,,,,,0,1,0,15
Steven J Gilber,,,,,,,,0,0,15
Edward T Boyd,,,,,,,,,1,15
Total,13,8,6,4,3,3,2,2,1,15
