col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Auditor General - Democrat,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Stephen A Cozen,Michelle W Singer,Andrew P Toy,Jerome W Mondesire,Raye E Johnson,Joseph C Meade,Jerry T Jordan,Eleanor M Dezzi,Nancy Astor Fox,Heather Steinmiller,William S Leopold,Eugene A Depasquale,All
Kenyatta J Johnson,339,766,687,670,665,449,400,396,394,395,403,386,389,373,368,368,366,792,All
Blondell Reynolds Brown,,4,665,656,650,425,382,377,379,388,379,374,373,365,351,356,356,566,All
Cindy Bass,,,3,640,639,395,368,366,375,368,361,364,360,358,347,347,348,548,All
Mark Alan Aronchick,,,,3,638,378,364,349,364,360,358,358,354,353,339,339,347,523,All
Jacquelyn Manns Smalley,,,,,2,375,360,352,367,359,354,357,352,349,341,342,341,521,All
Vincent J Hughes,,,,,,0,380,378,387,387,378,388,375,363,354,359,357,360,All
Stephen A Cozen,,,,,,,0,361,377,370,372,371,358,359,355,349,352,333,All
Michelle W Singer,,,,,,,,0,363,355,364,355,353,357,358,355,347,334,All
Andrew P Toy,,,,,,,,,1,370,362,370,361,356,349,352,352,334,All
Jerome W Mondesire,,,,,,,,,,2,363,369,360,348,343,347,349,321,All
Raye E Johnson,,,,,,,,,,,1,367,365,360,356,359,355,325,All
Joseph C Meade,,,,,,,,,,,,2,361,355,343,352,353,317,All
Jerry T Jordan,,,,,,,,,,,,,1,354,341,348,353,314,All
Eleanor M Dezzi,,,,,,,,,,,,,,0,346,359,356,320,All
Nancy Astor Fox,,,,,,,,,,,,,,,1,340,339,310,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,351,307,All
William S Leopold,,,,,,,,,,,,,,,,,0,303,All
Eugene A Depasquale,,,,,,,,,,,,,,,,,,140,All
Total,"1,380",798,721,697,685,470,419,418,415,413,412,403,399,392,390,383,377,992,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Auditor General - Democrat,1
