col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 152nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Thomas P Murt,William E Donnelly,Michael Anthony Salvi,Michael J Mcmonagle,Thomas Jay Ellis,Brandon Yates,Steven J Gilber,Robert C Barrilli,Edward T Boyd,All
Thomas P Murt,8,37,29,32,27,16,11,10,7,All
William E Donnelly,,1,12,19,19,3,0,2,4,All
Michael Anthony Salvi,,,3,10,7,11,9,4,3,All
Michael J Mcmonagle,,,,0,16,4,1,3,1,All
Thomas Jay Ellis,,,,,0,3,2,2,2,All
Brandon Yates,,,,,,0,12,3,4,All
Steven J Gilber,,,,,,,2,2,0,All
Robert C Barrilli,,,,,,,,0,2,All
Edward T Boyd,,,,,,,,,0,All
Total,78,39,36,32,28,20,16,10,8,All
