col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Shirley M Kitchen,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Michelle W Singer,Jerry T Jordan,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Shirley M Kitchen,"4,717","11,306","10,088","9,986","8,985","8,949","6,691","6,153","6,108","6,060","5,966","5,887","5,897","5,895","5,833","5,775","5,736","5,598",All
Kenyatta J Johnson,,113,"9,913","9,817","9,134","9,023","6,618","6,166","6,110","6,086","6,034","5,908","5,960","6,010","5,885","5,861","5,789","5,709",All
Blondell Reynolds Brown,,,42,"9,436","8,830","8,818","6,459","6,053","5,961","5,969","5,916","5,722","5,847","5,823","5,759","5,739","5,624","5,609",All
Cindy Bass,,,,59,"8,959","8,783","6,345","5,957","5,947","5,953","5,887","5,739","5,800","5,802","5,774","5,735","5,639","5,584",All
Jacquelyn Manns Smalley,,,,,9,"8,538","5,855","5,650","5,703","5,694","5,653","5,493","5,525","5,606","5,584","5,573","5,447","5,428",All
Mark Alan Aronchick,,,,,,28,"5,764","5,650","5,724","5,666","5,635","5,366","5,530","5,552","5,516","5,482","5,363","5,418",All
Vincent J Hughes,,,,,,,4,"6,073","5,973","6,026","5,973","5,720","5,871","5,835","5,780","5,754","5,611","5,642",All
Jerome W Mondesire,,,,,,,,6,"5,850","5,800","5,845","5,502","5,687","5,668","5,621","5,593","5,458","5,520",All
Stephen A Cozen,,,,,,,,,9,"5,861","5,844","5,537","5,669","5,774","5,682","5,666","5,547","5,583",All
Andrew P Toy,,,,,,,,,,8,"5,836","5,531","5,661","5,683","5,669","5,627","5,475","5,549",All
Joseph C Meade,,,,,,,,,,,1,"5,513","5,697","5,722","5,641","5,660","5,502","5,593",All
Michelle W Singer,,,,,,,,,,,,4,"5,526","5,592","5,595","5,589","5,612","5,428",All
Jerry T Jordan,,,,,,,,,,,,,2,"5,704","5,628","5,629","5,481","5,613",All
Raye E Johnson,,,,,,,,,,,,,,5,"5,745","5,727","5,584","5,637",All
Eleanor M Dezzi,,,,,,,,,,,,,,,5,"5,769","5,567","5,578",All
Heather Steinmiller,,,,,,,,,,,,,,,,3,"5,586","5,607",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,10,"5,430",All
William S Leopold,,,,,,,,,,,,,,,,,,2,All
Total,"17,753","12,014","10,669","10,602","9,464","9,459","7,065","6,483","6,461","6,401","6,281","6,222","6,210","6,205","6,153","6,087","6,043","5,883",All
