col_1,col_2,division
,Attorney General - Republican,All
,David J Freed,All
David J Freed,684,All
Total,684,All
,Attorney General - Republican,1
,David J Freed,1
David J Freed,38,1
Total,38,1
,Attorney General - Republican,2
,David J Freed,2
David J Freed,29,2
Total,29,2
,Attorney General - Republican,3
,David J Freed,3
David J Freed,31,3
Total,31,3
,Attorney General - Republican,4
,David J Freed,4
David J Freed,15,4
Total,15,4
,Attorney General - Republican,5
,David J Freed,5
David J Freed,17,5
Total,17,5
,Attorney General - Republican,6
,David J Freed,6
David J Freed,14,6
Total,14,6
,Attorney General - Republican,7
,David J Freed,7
David J Freed,9,7
Total,9,7
,Attorney General - Republican,8
,David J Freed,8
David J Freed,16,8
Total,16,8
,Attorney General - Republican,9
,David J Freed,9
David J Freed,13,9
Total,13,9
,Attorney General - Republican,10
,David J Freed,10
David J Freed,18,10
Total,18,10
,Attorney General - Republican,11
,David J Freed,11
David J Freed,35,11
Total,35,11
,Attorney General - Republican,12
,David J Freed,12
David J Freed,47,12
Total,47,12
,Attorney General - Republican,13
,David J Freed,13
David J Freed,55,13
Total,55,13
,Attorney General - Republican,14
,David J Freed,14
David J Freed,38,14
Total,38,14
,Attorney General - Republican,15
,David J Freed,15
David J Freed,14,15
Total,14,15
,Attorney General - Republican,16
,David J Freed,16
David J Freed,33,16
Total,33,16
,Attorney General - Republican,17
,David J Freed,17
David J Freed,39,17
Total,39,17
,Attorney General - Republican,18
,David J Freed,18
David J Freed,30,18
Total,30,18
,Attorney General - Republican,19
,David J Freed,19
David J Freed,17,19
Total,17,19
,Attorney General - Republican,20
,David J Freed,20
David J Freed,10,20
Total,10,20
,Attorney General - Republican,21
,David J Freed,21
David J Freed,21,21
Total,21,21
,Attorney General - Republican,22
,David J Freed,22
David J Freed,29,22
Total,29,22
,Attorney General - Republican,23
,David J Freed,23
David J Freed,14,23
Total,14,23
,Attorney General - Republican,24
,David J Freed,24
David J Freed,31,24
Total,31,24
,Attorney General - Republican,25
,David J Freed,25
David J Freed,28,25
Total,28,25
,Attorney General - Republican,26
,David J Freed,26
David J Freed,10,26
Total,10,26
,Attorney General - Republican,27
,David J Freed,27
David J Freed,4,27
Total,4,27
,Attorney General - Republican,28
,David J Freed,28
David J Freed,29,28
Total,29,28
