col_1,col_2,col_3,col_4,division
,President Of The United States - Democrat,Representative In The General Assembly 172nd District - Democrat,,All
,Barack Obama,Kevin J Boyle,Daniel Collins,All
Barack Obama,0,15,14,All
Kevin J Boyle,,12,0,All
Daniel Collins,,,12,All
Total,29,27,26,All
,President Of The United States - Democrat,Representative In The General Assembly 172nd District - Democrat,,32
,Barack Obama,Kevin J Boyle,Daniel Collins,32
Barack Obama,0,15,14,32
Kevin J Boyle,,12,0,32
Daniel Collins,,,12,32
Total,29,27,26,32
