col_1,col_2,col_3,division
,Representative In Congress 1st District - Republican,Attorney General - Republican,All
,John Featherman,David J Freed,All
John Featherman,97,262,All
David J Freed,,18,All
Total,359,280,All
,Attorney General - Republican,Representative In Congress 1st District - Republican,1
,David J Freed,John Featherman,1
David J Freed,0,8,1
John Featherman,,0,1
Total,8,8,1
,Representative In Congress 1st District - Republican,Attorney General - Republican,3
,John Featherman,David J Freed,3
John Featherman,3,5,3
David J Freed,,0,3
Total,8,5,3
,Representative In Congress 1st District - Republican,Attorney General - Republican,4
,John Featherman,David J Freed,4
John Featherman,2,7,4
David J Freed,,1,4
Total,9,8,4
,Representative In Congress 1st District - Republican,Attorney General - Republican,5
,John Featherman,David J Freed,5
John Featherman,1,3,5
David J Freed,,0,5
Total,4,3,5
,Attorney General - Republican,Representative In Congress 1st District - Republican,6
,David J Freed,John Featherman,6
David J Freed,0,2,6
John Featherman,,0,6
Total,2,2,6
,Representative In Congress 1st District - Republican,Attorney General - Republican,7
,John Featherman,David J Freed,7
John Featherman,2,14,7
David J Freed,,1,7
Total,16,15,7
,Representative In Congress 1st District - Republican,Attorney General - Republican,8
,John Featherman,David J Freed,8
John Featherman,1,7,8
David J Freed,,0,8
Total,8,7,8
,Attorney General - Republican,Representative In Congress 1st District - Republican,9
,David J Freed,John Featherman,9
David J Freed,0,1,9
John Featherman,,0,9
Total,1,1,9
,Representative In Congress 1st District - Republican,Attorney General - Republican,10
,John Featherman,David J Freed,10
John Featherman,2,3,10
David J Freed,,1,10
Total,5,4,10
,Attorney General - Republican,Representative In Congress 1st District - Republican,11
,David J Freed,John Featherman,11
David J Freed,0,1,11
John Featherman,,0,11
Total,1,1,11
,Representative In Congress 1st District - Republican,Attorney General - Republican,12
,John Featherman,David J Freed,12
John Featherman,7,7,12
David J Freed,,1,12
Total,14,8,12
,Attorney General - Republican,Representative In Congress 1st District - Republican,13
,David J Freed,John Featherman,13
David J Freed,0,2,13
John Featherman,,0,13
Total,2,2,13
,Representative In Congress 1st District - Republican,Attorney General - Republican,14
,John Featherman,David J Freed,14
John Featherman,11,14,14
David J Freed,,2,14
Total,25,16,14
,Representative In Congress 1st District - Republican,Attorney General - Republican,15
,John Featherman,David J Freed,15
John Featherman,1,5,15
David J Freed,,0,15
Total,6,5,15
,Attorney General - Republican,Representative In Congress 1st District - Republican,16
,David J Freed,John Featherman,16
David J Freed,0,4,16
John Featherman,,0,16
Total,4,4,16
,Attorney General - Republican,Representative In Congress 1st District - Republican,17
,David J Freed,John Featherman,17
David J Freed,0,8,17
John Featherman,,0,17
Total,8,8,17
,Representative In Congress 1st District - Republican,Attorney General - Republican,18
,John Featherman,David J Freed,18
John Featherman,2,6,18
David J Freed,,0,18
Total,8,6,18
,Representative In Congress 1st District - Republican,Attorney General - Republican,19
,John Featherman,David J Freed,19
John Featherman,1,2,19
David J Freed,,0,19
Total,3,2,19
,Attorney General - Republican,Representative In Congress 1st District - Republican,20
,David J Freed,John Featherman,20
David J Freed,3,2,20
John Featherman,,1,20
Total,5,3,20
,Attorney General - Republican,Representative In Congress 1st District - Republican,21
,David J Freed,John Featherman,21
David J Freed,1,5,21
John Featherman,,1,21
Total,6,6,21
,Attorney General - Republican,Representative In Congress 1st District - Republican,22
,David J Freed,John Featherman,22
David J Freed,1,0,22
John Featherman,,1,22
Total,1,1,22
,Attorney General - Republican,Representative In Congress 1st District - Republican,23
,David J Freed,John Featherman,23
David J Freed,0,4,23
John Featherman,,0,23
Total,4,4,23
,Representative In Congress 1st District - Republican,Attorney General - Republican,24
,John Featherman,David J Freed,24
John Featherman,1,5,24
David J Freed,,0,24
Total,6,5,24
,Representative In Congress 1st District - Republican,Attorney General - Republican,25
,John Featherman,David J Freed,25
John Featherman,2,12,25
David J Freed,,0,25
Total,14,12,25
,Representative In Congress 1st District - Republican,Attorney General - Republican,26
,John Featherman,David J Freed,26
John Featherman,5,7,26
David J Freed,,0,26
Total,12,7,26
,Attorney General - Republican,Representative In Congress 1st District - Republican,27
,David J Freed,John Featherman,27
David J Freed,0,8,27
John Featherman,,0,27
Total,8,8,27
,Attorney General - Republican,Representative In Congress 1st District - Republican,28
,David J Freed,John Featherman,28
David J Freed,0,2,28
John Featherman,,0,28
Total,2,2,28
,Attorney General - Republican,Representative In Congress 1st District - Republican,29
,David J Freed,John Featherman,29
David J Freed,2,5,29
John Featherman,,1,29
Total,7,6,29
,Representative In Congress 1st District - Republican,Attorney General - Republican,30
,John Featherman,David J Freed,30
John Featherman,2,4,30
David J Freed,,0,30
Total,6,4,30
,Representative In Congress 1st District - Republican,Attorney General - Republican,31
,John Featherman,David J Freed,31
John Featherman,4,8,31
David J Freed,,1,31
Total,12,9,31
,Attorney General - Republican,Representative In Congress 1st District - Republican,32
,David J Freed,John Featherman,32
David J Freed,0,3,32
John Featherman,,0,32
Total,3,3,32
,Representative In Congress 1st District - Republican,Attorney General - Republican,33
,John Featherman,David J Freed,33
John Featherman,6,5,33
David J Freed,,0,33
Total,11,5,33
,Attorney General - Republican,Representative In Congress 1st District - Republican,34
,David J Freed,John Featherman,34
David J Freed,0,6,34
John Featherman,,0,34
Total,6,6,34
,Representative In Congress 1st District - Republican,Attorney General - Republican,35
,John Featherman,David J Freed,35
John Featherman,2,4,35
David J Freed,,1,35
Total,6,5,35
,Representative In Congress 1st District - Republican,Attorney General - Republican,36
,John Featherman,David J Freed,36
John Featherman,6,5,36
David J Freed,,0,36
Total,11,5,36
,Representative In Congress 1st District - Republican,Attorney General - Republican,37
,John Featherman,David J Freed,37
John Featherman,7,4,37
David J Freed,,0,37
Total,11,4,37
,Representative In Congress 1st District - Republican,Attorney General - Republican,38
,John Featherman,David J Freed,38
John Featherman,3,5,38
David J Freed,,0,38
Total,8,5,38
,Attorney General - Republican,Representative In Congress 1st District - Republican,39
,David J Freed,John Featherman,39
David J Freed,2,6,39
John Featherman,,2,39
Total,8,8,39
,Attorney General - Republican,Representative In Congress 1st District - Republican,40
,David J Freed,John Featherman,40
David J Freed,0,2,40
John Featherman,,0,40
Total,2,2,40
,Representative In Congress 1st District - Republican,Attorney General - Republican,41
,John Featherman,David J Freed,41
John Featherman,3,14,41
David J Freed,,0,41
Total,17,14,41
,Representative In Congress 1st District - Republican,Attorney General - Republican,42
,John Featherman,David J Freed,42
John Featherman,5,8,42
David J Freed,,1,42
Total,13,9,42
,Representative In Congress 1st District - Republican,Attorney General - Republican,43
,John Featherman,David J Freed,43
John Featherman,4,10,43
David J Freed,,0,43
Total,14,10,43
,Representative In Congress 1st District - Republican,Attorney General - Republican,44
,John Featherman,David J Freed,44
John Featherman,3,6,44
David J Freed,,0,44
Total,9,6,44
,Representative In Congress 1st District - Republican,Attorney General - Republican,45
,John Featherman,David J Freed,45
John Featherman,2,7,45
David J Freed,,0,45
Total,9,7,45
,Representative In Congress 1st District - Republican,Attorney General - Republican,46
,John Featherman,David J Freed,46
John Featherman,3,16,46
David J Freed,,0,46
Total,19,16,46
