col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,All
,Chaka Fattah,Vincent J Hughes,All
Chaka Fattah,115,"1,730",All
Vincent J Hughes,,56,All
Total,"1,845","1,786",All
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,1
,Chaka Fattah,Vincent J Hughes,1
Chaka Fattah,5,85,1
Vincent J Hughes,,1,1
Total,90,86,1
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,2
,Chaka Fattah,Vincent J Hughes,2
Chaka Fattah,8,83,2
Vincent J Hughes,,3,2
Total,91,86,2
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,3
,Chaka Fattah,Vincent J Hughes,3
Chaka Fattah,4,83,3
Vincent J Hughes,,4,3
Total,87,87,3
,Senator In The General Assembly 7th District - Democrat,Representative In Congress 2nd District - Democrat,4
,Vincent J Hughes,Chaka Fattah,4
Vincent J Hughes,2,94,4
Chaka Fattah,,0,4
Total,96,94,4
,Senator In The General Assembly 7th District - Democrat,Representative In Congress 2nd District - Democrat,5
,Vincent J Hughes,Chaka Fattah,5
Vincent J Hughes,6,81,5
Chaka Fattah,,2,5
Total,87,83,5
,Senator In The General Assembly 7th District - Democrat,Representative In Congress 2nd District - Democrat,6
,Vincent J Hughes,Chaka Fattah,6
Vincent J Hughes,8,132,6
Chaka Fattah,,6,6
Total,140,138,6
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,7
,Chaka Fattah,Vincent J Hughes,7
Chaka Fattah,10,109,7
Vincent J Hughes,,2,7
Total,119,111,7
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,8
,Chaka Fattah,Vincent J Hughes,8
Chaka Fattah,6,66,8
Vincent J Hughes,,1,8
Total,72,67,8
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,9
,Chaka Fattah,Vincent J Hughes,9
Chaka Fattah,7,94,9
Vincent J Hughes,,3,9
Total,101,97,9
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,10
,Chaka Fattah,Vincent J Hughes,10
Chaka Fattah,3,67,10
Vincent J Hughes,,1,10
Total,70,68,10
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,11
,Chaka Fattah,Vincent J Hughes,11
Chaka Fattah,4,142,11
Vincent J Hughes,,1,11
Total,146,143,11
,Senator In The General Assembly 7th District - Democrat,Representative In Congress 2nd District - Democrat,12
,Vincent J Hughes,Chaka Fattah,12
Vincent J Hughes,6,82,12
Chaka Fattah,,2,12
Total,88,84,12
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,13
,Chaka Fattah,Vincent J Hughes,13
Chaka Fattah,27,90,13
Vincent J Hughes,,2,13
Total,117,92,13
,Senator In The General Assembly 7th District - Democrat,Representative In Congress 2nd District - Democrat,14
,Vincent J Hughes,Chaka Fattah,14
Vincent J Hughes,5,97,14
Chaka Fattah,,1,14
Total,102,98,14
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,15
,Chaka Fattah,Vincent J Hughes,15
Chaka Fattah,10,95,15
Vincent J Hughes,,4,15
Total,105,99,15
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,16
,Chaka Fattah,Vincent J Hughes,16
Chaka Fattah,2,61,16
Vincent J Hughes,,0,16
Total,63,61,16
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,17
,Chaka Fattah,Vincent J Hughes,17
Chaka Fattah,5,82,17
Vincent J Hughes,,3,17
Total,87,85,17
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,18
,Chaka Fattah,Vincent J Hughes,18
Chaka Fattah,5,82,18
Vincent J Hughes,,2,18
Total,87,84,18
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 7th District - Democrat,19
,Chaka Fattah,Vincent J Hughes,19
Chaka Fattah,8,105,19
Vincent J Hughes,,2,19
Total,113,107,19
