col_1,col_2,col_3,col_4,col_5,division
,State Treasurer - Democrat,Representative In The General Assembly 198th District - Democrat,,,All
,Robert M Mccord,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,All
Robert M Mccord,6,141,71,50,All
Rosita C Youngblood,,46,0,0,All
Malik L Boyd,,,22,0,All
Charisma D Presley,,,,15,All
Total,268,187,93,65,All
,State Treasurer - Democrat,Representative In The General Assembly 198th District - Democrat,,,23
,Robert M Mccord,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,23
Robert M Mccord,3,59,28,18,23
Rosita C Youngblood,,26,0,0,23
Malik L Boyd,,,5,0,23
Charisma D Presley,,,,5,23
Total,108,85,33,23,23
,State Treasurer - Democrat,Representative In The General Assembly 198th District - Democrat,,,24
,Robert M Mccord,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,24
Robert M Mccord,3,82,43,32,24
Rosita C Youngblood,,20,0,0,24
Malik L Boyd,,,17,0,24
Charisma D Presley,,,,10,24
Total,160,102,60,42,24
