col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 1st District,,,,,,Representative In Congress 2nd District - Republican,All
,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,Robert Allen Mansfield Jr,All
Christopher M Vogler,17,52,46,27,17,12,0,All
Marion S Taxin,,18,43,22,21,13,0,All
Tom Boggia,,,13,28,12,14,0,All
Michael W Untermeyer,,,,13,29,21,0,All
Frederick W Anton,,,,,3,12,0,All
Dale Kerns,,,,,,3,0,All
Robert Allen Mansfield Jr,,,,,,,29,All
Total,98,97,88,79,50,42,29,All
