col_1,col_2,col_3,division
,Representative In Congress 13th District - Republican,State Treasurer - Republican,All
,Joseph James Rooney,Diana Irey Vaughan,All
Joseph James Rooney,151,779,All
Diana Irey Vaughan,,27,All
Total,930,806,All
,Representative In Congress 13th District - Republican,State Treasurer - Republican,1
,Joseph James Rooney,Diana Irey Vaughan,1
Joseph James Rooney,9,44,1
Diana Irey Vaughan,,0,1
Total,53,44,1
,Representative In Congress 13th District - Republican,State Treasurer - Republican,2
,Joseph James Rooney,Diana Irey Vaughan,2
Joseph James Rooney,4,30,2
Diana Irey Vaughan,,3,2
Total,34,33,2
,Representative In Congress 13th District - Republican,State Treasurer - Republican,3
,Joseph James Rooney,Diana Irey Vaughan,3
Joseph James Rooney,8,42,3
Diana Irey Vaughan,,2,3
Total,50,44,3
,Representative In Congress 13th District - Republican,State Treasurer - Republican,4
,Joseph James Rooney,Diana Irey Vaughan,4
Joseph James Rooney,6,40,4
Diana Irey Vaughan,,1,4
Total,46,41,4
,Representative In Congress 13th District - Republican,State Treasurer - Republican,5
,Joseph James Rooney,Diana Irey Vaughan,5
Joseph James Rooney,6,17,5
Diana Irey Vaughan,,1,5
Total,23,18,5
,Representative In Congress 13th District - Republican,State Treasurer - Republican,6
,Joseph James Rooney,Diana Irey Vaughan,6
Joseph James Rooney,11,23,6
Diana Irey Vaughan,,1,6
Total,34,24,6
,Representative In Congress 13th District - Republican,State Treasurer - Republican,7
,Joseph James Rooney,Diana Irey Vaughan,7
Joseph James Rooney,14,50,7
Diana Irey Vaughan,,3,7
Total,64,53,7
,Representative In Congress 13th District - Republican,State Treasurer - Republican,8
,Joseph James Rooney,Diana Irey Vaughan,8
Joseph James Rooney,4,40,8
Diana Irey Vaughan,,0,8
Total,44,40,8
,Representative In Congress 13th District - Republican,State Treasurer - Republican,9
,Joseph James Rooney,Diana Irey Vaughan,9
Joseph James Rooney,8,42,9
Diana Irey Vaughan,,1,9
Total,50,43,9
,Representative In Congress 13th District - Republican,State Treasurer - Republican,10
,Joseph James Rooney,Diana Irey Vaughan,10
Joseph James Rooney,6,61,10
Diana Irey Vaughan,,2,10
Total,67,63,10
,State Treasurer - Republican,Representative In Congress 13th District - Republican,11
,Diana Irey Vaughan,Joseph James Rooney,11
Diana Irey Vaughan,3,25,11
Joseph James Rooney,,1,11
Total,28,26,11
,Representative In Congress 13th District - Republican,State Treasurer - Republican,12
,Joseph James Rooney,Diana Irey Vaughan,12
Joseph James Rooney,5,33,12
Diana Irey Vaughan,,1,12
Total,38,34,12
,Representative In Congress 13th District - Republican,State Treasurer - Republican,13
,Joseph James Rooney,Diana Irey Vaughan,13
Joseph James Rooney,6,38,13
Diana Irey Vaughan,,1,13
Total,44,39,13
,Representative In Congress 13th District - Republican,State Treasurer - Republican,14
,Joseph James Rooney,Diana Irey Vaughan,14
Joseph James Rooney,6,35,14
Diana Irey Vaughan,,2,14
Total,41,37,14
,Representative In Congress 13th District - Republican,State Treasurer - Republican,15
,Joseph James Rooney,Diana Irey Vaughan,15
Joseph James Rooney,6,19,15
Diana Irey Vaughan,,0,15
Total,25,19,15
,Representative In Congress 13th District - Republican,State Treasurer - Republican,16
,Joseph James Rooney,Diana Irey Vaughan,16
Joseph James Rooney,7,22,16
Diana Irey Vaughan,,0,16
Total,29,22,16
,Representative In Congress 13th District - Republican,State Treasurer - Republican,17
,Joseph James Rooney,Diana Irey Vaughan,17
Joseph James Rooney,12,48,17
Diana Irey Vaughan,,2,17
Total,60,50,17
,Representative In Congress 13th District - Republican,State Treasurer - Republican,18
,Joseph James Rooney,Diana Irey Vaughan,18
Joseph James Rooney,10,31,18
Diana Irey Vaughan,,0,18
Total,41,31,18
,Representative In Congress 13th District - Republican,State Treasurer - Republican,19
,Joseph James Rooney,Diana Irey Vaughan,19
Joseph James Rooney,3,39,19
Diana Irey Vaughan,,2,19
Total,42,41,19
,Representative In Congress 13th District - Republican,State Treasurer - Republican,20
,Joseph James Rooney,Diana Irey Vaughan,20
Joseph James Rooney,2,30,20
Diana Irey Vaughan,,1,20
Total,32,31,20
,Representative In Congress 13th District - Republican,State Treasurer - Republican,21
,Joseph James Rooney,Diana Irey Vaughan,21
Joseph James Rooney,2,14,21
Diana Irey Vaughan,,0,21
Total,16,14,21
,State Treasurer - Republican,Representative In Congress 13th District - Republican,22
,Diana Irey Vaughan,Joseph James Rooney,22
Diana Irey Vaughan,1,5,22
Joseph James Rooney,,1,22
Total,6,6,22
,Representative In Congress 13th District - Republican,State Treasurer - Republican,23
,Joseph James Rooney,Diana Irey Vaughan,23
Joseph James Rooney,2,20,23
Diana Irey Vaughan,,0,23
Total,22,20,23
,Representative In Congress 13th District - Republican,State Treasurer - Republican,24
,Joseph James Rooney,Diana Irey Vaughan,24
Joseph James Rooney,4,18,24
Diana Irey Vaughan,,0,24
Total,22,18,24
,Representative In Congress 13th District - Republican,State Treasurer - Republican,25
,Joseph James Rooney,Diana Irey Vaughan,25
Joseph James Rooney,8,13,25
Diana Irey Vaughan,,0,25
Total,21,13,25
