col_1,col_2,division
,Senator In The General Assembly 3rd District - Democrat,All
,Shirley M Kitchen,All
Shirley M Kitchen,"1,584",All
Total,"1,584",All
,Senator In The General Assembly 3rd District - Democrat,1
,Shirley M Kitchen,1
Shirley M Kitchen,54,1
Total,54,1
,Senator In The General Assembly 3rd District - Democrat,2
,Shirley M Kitchen,2
Shirley M Kitchen,40,2
Total,40,2
,Senator In The General Assembly 3rd District - Democrat,3
,Shirley M Kitchen,3
Shirley M Kitchen,34,3
Total,34,3
,Senator In The General Assembly 3rd District - Democrat,4
,Shirley M Kitchen,4
Shirley M Kitchen,34,4
Total,34,4
,Senator In The General Assembly 3rd District - Democrat,5
,Shirley M Kitchen,5
Shirley M Kitchen,64,5
Total,64,5
,Senator In The General Assembly 3rd District - Democrat,6
,Shirley M Kitchen,6
Shirley M Kitchen,60,6
Total,60,6
,Senator In The General Assembly 3rd District - Democrat,7
,Shirley M Kitchen,7
Shirley M Kitchen,75,7
Total,75,7
,Senator In The General Assembly 3rd District - Democrat,8
,Shirley M Kitchen,8
Shirley M Kitchen,63,8
Total,63,8
,Senator In The General Assembly 3rd District - Democrat,9
,Shirley M Kitchen,9
Shirley M Kitchen,88,9
Total,88,9
,Senator In The General Assembly 3rd District - Democrat,10
,Shirley M Kitchen,10
Shirley M Kitchen,58,10
Total,58,10
,Senator In The General Assembly 3rd District - Democrat,11
,Shirley M Kitchen,11
Shirley M Kitchen,64,11
Total,64,11
,Senator In The General Assembly 3rd District - Democrat,12
,Shirley M Kitchen,12
Shirley M Kitchen,72,12
Total,72,12
,Senator In The General Assembly 3rd District - Democrat,13
,Shirley M Kitchen,13
Shirley M Kitchen,100,13
Total,100,13
,Senator In The General Assembly 3rd District - Democrat,14
,Shirley M Kitchen,14
Shirley M Kitchen,53,14
Total,53,14
,Senator In The General Assembly 3rd District - Democrat,15
,Shirley M Kitchen,15
Shirley M Kitchen,43,15
Total,43,15
,Senator In The General Assembly 3rd District - Democrat,16
,Shirley M Kitchen,16
Shirley M Kitchen,33,16
Total,33,16
,Senator In The General Assembly 3rd District - Democrat,17
,Shirley M Kitchen,17
Shirley M Kitchen,50,17
Total,50,17
,Senator In The General Assembly 3rd District - Democrat,18
,Shirley M Kitchen,18
Shirley M Kitchen,76,18
Total,76,18
,Senator In The General Assembly 3rd District - Democrat,19
,Shirley M Kitchen,19
Shirley M Kitchen,67,19
Total,67,19
,Senator In The General Assembly 3rd District - Democrat,20
,Shirley M Kitchen,20
Shirley M Kitchen,66,20
Total,66,20
,Senator In The General Assembly 3rd District - Democrat,21
,Shirley M Kitchen,21
Shirley M Kitchen,56,21
Total,56,21
,Senator In The General Assembly 3rd District - Democrat,22
,Shirley M Kitchen,22
Shirley M Kitchen,54,22
Total,54,22
,Senator In The General Assembly 3rd District - Democrat,25
,Shirley M Kitchen,25
Shirley M Kitchen,36,25
Total,36,25
,Senator In The General Assembly 3rd District - Democrat,27
,Shirley M Kitchen,27
Shirley M Kitchen,32,27
Total,32,27
,Senator In The General Assembly 3rd District - Democrat,28
,Shirley M Kitchen,28
Shirley M Kitchen,88,28
Total,88,28
,Senator In The General Assembly 3rd District - Democrat,29
,Shirley M Kitchen,29
Shirley M Kitchen,34,29
Total,34,29
,Senator In The General Assembly 3rd District - Democrat,30
,Shirley M Kitchen,30
Shirley M Kitchen,20,30
Total,20,30
,Senator In The General Assembly 3rd District - Democrat,31
,Shirley M Kitchen,31
Shirley M Kitchen,61,31
Total,61,31
,Senator In The General Assembly 3rd District - Democrat,32
,Shirley M Kitchen,32
Shirley M Kitchen,9,32
Total,9,32
