col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,W Curtis Thomas,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Jerome W Mondesire,Heather Steinmiller,Jerry T Jordan,Eleanor M Dezzi,Raye E Johnson,Joseph C Meade,Michelle W Singer,William S Leopold,Nancy Astor Fox,All
W Curtis Thomas,74,102,97,93,81,82,56,53,50,47,47,46,46,45,42,44,42,41,All
Kenyatta J Johnson,,3,94,90,78,79,56,53,48,46,47,46,46,45,44,44,42,41,All
Cindy Bass,,,0,87,76,78,53,51,48,45,47,45,45,44,42,43,42,41,All
Blondell Reynolds Brown,,,,1,76,75,53,48,46,47,44,44,43,42,42,41,42,40,All
Mark Alan Aronchick,,,,,1,73,42,39,42,39,40,41,39,39,40,36,38,35,All
Jacquelyn Manns Smalley,,,,,,0,43,43,45,42,43,44,41,41,40,38,39,38,All
Vincent J Hughes,,,,,,,0,48,46,44,46,43,43,43,43,42,40,39,All
Andrew P Toy,,,,,,,,0,45,42,42,43,44,44,41,40,41,39,All
Stephen A Cozen,,,,,,,,,0,43,45,45,45,43,42,41,42,39,All
Jerome W Mondesire,,,,,,,,,,0,43,43,41,41,42,40,40,39,All
Heather Steinmiller,,,,,,,,,,,0,42,42,42,40,42,39,39,All
Jerry T Jordan,,,,,,,,,,,,0,41,41,43,39,41,38,All
Eleanor M Dezzi,,,,,,,,,,,,,0,42,40,40,40,37,All
Raye E Johnson,,,,,,,,,,,,,,0,40,40,40,38,All
Joseph C Meade,,,,,,,,,,,,,,,0,38,40,37,All
Michelle W Singer,,,,,,,,,,,,,,,,0,37,39,All
William S Leopold,,,,,,,,,,,,,,,,,0,37,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,0,All
Total,188,107,97,94,83,82,57,54,50,48,47,47,46,45,44,44,42,41,All
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,5
,W Curtis Thomas,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Stephen A Cozen,Heather Steinmiller,Eleanor M Dezzi,Jerry T Jordan,Michelle W Singer,Raye E Johnson,Joseph C Meade,William S Leopold,Nancy Astor Fox,5
W Curtis Thomas,63,78,74,70,59,58,43,40,35,36,35,34,33,34,34,31,32,31,5
Kenyatta J Johnson,,1,71,67,56,57,43,41,34,35,35,34,34,34,34,33,32,31,5
Cindy Bass,,,0,64,54,56,40,39,33,35,35,33,33,33,33,31,32,31,5
Blondell Reynolds Brown,,,,0,54,53,40,36,35,33,32,31,32,31,31,31,32,30,5
Mark Alan Aronchick,,,,,0,52,30,28,28,30,29,28,29,27,29,29,28,26,5
Jacquelyn Manns Smalley,,,,,,0,30,30,30,31,31,29,31,28,30,29,29,28,5
Vincent J Hughes,,,,,,,0,36,32,33,34,31,31,32,32,32,30,29,5
Andrew P Toy,,,,,,,,0,30,32,31,32,31,30,33,30,31,29,5
Jerome W Mondesire,,,,,,,,,0,31,32,29,32,30,30,31,30,29,5
Stephen A Cozen,,,,,,,,,,0,33,33,32,31,32,31,32,29,5
Heather Steinmiller,,,,,,,,,,,0,31,31,32,32,30,30,29,5
Eleanor M Dezzi,,,,,,,,,,,,0,30,30,31,29,30,27,5
Jerry T Jordan,,,,,,,,,,,,,0,30,31,32,31,29,5
Michelle W Singer,,,,,,,,,,,,,,0,31,29,29,29,5
Raye E Johnson,,,,,,,,,,,,,,,0,30,31,29,5
Joseph C Meade,,,,,,,,,,,,,,,,0,30,28,5
William S Leopold,,,,,,,,,,,,,,,,,0,29,5
Nancy Astor Fox,,,,,,,,,,,,,,,,,,0,5
Total,151,81,74,70,60,58,44,41,36,36,35,34,34,34,34,33,32,31,5
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,13
,W Curtis Thomas,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Stephen A Cozen,Andrew P Toy,Jerry T Jordan,Vincent J Hughes,Eleanor M Dezzi,Heather Steinmiller,Jerome W Mondesire,Joseph C Meade,Raye E Johnson,Michelle W Singer,Nancy Astor Fox,William S Leopold,13
W Curtis Thomas,11,24,23,24,23,22,14,13,13,13,12,12,12,11,11,10,10,10,13
