col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,United States Senator - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Bob Casey Jr,Joseph John Vodvarka,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Raye E Johnson,Michelle W Singer,Jerry T Jordan,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Bob Casey Jr,467,0,"1,431","1,312","1,283","1,120","1,121",965,916,900,887,879,873,876,878,856,855,838,831,All
Joseph John Vodvarka,,99,428,379,366,367,366,172,175,180,169,170,174,168,162,173,165,163,161,All
Kenyatta J Johnson,,,31,"1,666","1,667","1,518","1,543","1,174","1,132","1,112","1,103","1,097","1,096","1,081","1,087","1,074","1,063","1,046","1,042",All
Cindy Bass,,,,9,"1,596","1,471","1,510","1,139","1,098","1,084","1,076","1,070","1,052","1,047","1,062","1,055","1,036","1,018","1,021",All
Blondell Reynolds Brown,,,,,13,"1,485","1,491","1,138","1,112","1,081","1,067","1,073","1,052","1,041","1,064","1,048","1,038","1,017","1,022",All
Mark Alan Aronchick,,,,,,7,"1,444","1,040","1,040","1,041","1,032","1,030","1,013",983,"1,008","1,009",999,973,990,All
Jacquelyn Manns Smalley,,,,,,,4,"1,054","1,045","1,045","1,034","1,036","1,023","1,004","1,010","1,018","1,010",984,994,All
Vincent J Hughes,,,,,,,,0,"1,103","1,080","1,084","1,078","1,059","1,039","1,059","1,050","1,039","1,009","1,028",All
Jerome W Mondesire,,,,,,,,,0,"1,082","1,068","1,071","1,044","1,025","1,053","1,039","1,025","1,005","1,021",All
Stephen A Cozen,,,,,,,,,,1,"1,072","1,065","1,057","1,027","1,042","1,040","1,034","1,009","1,024",All
Andrew P Toy,,,,,,,,,,,0,"1,063","1,040","1,019","1,037","1,042","1,032","1,003","1,014",All
Joseph C Meade,,,,,,,,,,,,0,"1,043","1,014","1,043","1,034","1,035",999,"1,024",All
Raye E Johnson,,,,,,,,,,,,,0,"1,036","1,042","1,050","1,041","1,020","1,028",All
Michelle W Singer,,,,,,,,,,,,,,1,"1,024","1,034","1,017","1,005","1,001",All
Jerry T Jordan,,,,,,,,,,,,,,,0,"1,028","1,024",998,"1,026",All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,"1,047","1,011","1,018",All
Heather Steinmiller,,,,,,,,,,,,,,,,,0,"1,003","1,020",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,2,986,All
William S Leopold,,,,,,,,,,,,,,,,,,,0,All
Total,"2,143",587,"2,026","1,823","1,783","1,594","1,593","1,227","1,169","1,157","1,132","1,124","1,120","1,118","1,114","1,103","1,091","1,073","1,062",All
,United States Senator - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,Bob Casey Jr,Joseph John Vodvarka,Kenyatta J Johnson,Jacquelyn Manns Smalley,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Heather Steinmiller,Jerome W Mondesire,Joseph C Meade,Andrew P Toy,Jerry T Jordan,Nancy Astor Fox,Raye E Johnson,Vincent J Hughes,William S Leopold,Eleanor M Dezzi,Michelle W Singer,Stephen A Cozen,1
Bob Casey Jr,5,0,31,28,26,25,22,22,21,21,21,20,22,20,21,20,19,20,19,1
Joseph John Vodvarka,,0,5,5,5,5,5,2,2,2,1,2,1,2,1,2,2,1,2,1
Kenyatta J Johnson,,,1,32,31,30,30,26,23,25,24,24,23,23,23,24,22,21,23,1
Jacquelyn Manns Smalley,,,,0,30,29,28,23,22,22,21,22,21,22,22,22,20,19,21,1
Cindy Bass,,,,,0,29,28,23,23,22,21,22,21,22,22,22,22,20,21,1
Blondell Reynolds Brown,,,,,,0,29,22,22,22,21,22,19,21,21,22,19,18,22,1
Mark Alan Aronchick,,,,,,,0,22,21,22,21,22,19,21,21,22,19,18,22,1
Heather Steinmiller,,,,,,,,0,23,25,24,24,23,23,23,24,22,21,23,1
Jerome W Mondesire,,,,,,,,,0,22,21,22,21,22,22,22,21,20,22,1
Joseph C Meade,,,,,,,,,,0,24,24,22,23,23,24,22,21,23,1
Andrew P Toy,,,,,,,,,,,0,23,21,22,23,23,21,20,22,1
Jerry T Jordan,,,,,,,,,,,,0,21,23,23,24,21,20,23,1
Nancy Astor Fox,,,,,,,,,,,,,0,21,21,21,21,21,20,1
Raye E Johnson,,,,,,,,,,,,,,0,23,23,21,20,22,1
Vincent J Hughes,,,,,,,,,,,,,,,0,23,21,20,22,1
William S Leopold,,,,,,,,,,,,,,,,0,21,20,23,1
Eleanor M Dezzi,,,,,,,,,,,,,,,,,0,20,20,1
Michelle W Singer,,,,,,,,,,,,,,,,,,1,19,1
Stephen A Cozen,,,,,,,,,,,,,,,,,,,0,1
Total,43,5,40,35,34,33,30,26,25,25,24,24,24,24,24,24,23,23,23,1
,United States Senator - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,2
,Bob Casey Jr,Joseph John Vodvarka,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Jerry T Jordan,Jerome W Mondesire,Joseph C Meade,Heather Steinmiller,Raye E Johnson,William S Leopold,Andrew P Toy,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,2
Bob Casey Jr,14,0,59,51,50,46,43,31,30,29,27,27,26,27,26,26,25,26,24,2
Joseph John Vodvarka,,3,14,12,15,13,13,6,6,6,6,6,6,6,6,6,6,5,5,2
Kenyatta J Johnson,,,1,61,62,59,57,36,36,36,34,34,31,32,32,32,32,30,30,2
Blondell Reynolds Brown,,,,2,59,57,54,36,34,33,32,34,32,31,32,31,31,29,29,2
Cindy Bass,,,,,0,57,55,34,34,33,33,33,31,31,32,31,31,28,30,2
Jacquelyn Manns Smalley,,,,,,1,54,36,35,32,32,33,33,31,32,31,31,30,29,2
Mark Alan Aronchick,,,,,,,1,32,34,33,33,32,31,32,32,32,31,27,30,2
Vincent J Hughes,,,,,,,,0,35,33,32,34,33,31,32,31,31,29,29,2
Stephen A Cozen,,,,,,,,,0,34,33,33,32,33,33,32,31,28,30,2
Jerry T Jordan,,,,,,,,,,0,33,33,31,32,32,31,31,28,30,2
Jerome W Mondesire,,,,,,,,,,,0,32,31,31,32,31,31,28,30,2
Joseph C Meade,,,,,,,,,,,,0,31,30,31,31,31,27,29,2
Heather Steinmiller,,,,,,,,,,,,,0,31,32,30,31,29,29,2
Raye E Johnson,,,,,,,,,,,,,,0,32,31,30,27,29,2
William S Leopold,,,,,,,,,,,,,,,0,30,31,28,30,2
Andrew P Toy,,,,,,,,,,,,,,,,0,30,26,28,2
Eleanor M Dezzi,,,,,,,,,,,,,,,,,0,28,29,2
Michelle W Singer,,,,,,,,,,,,,,,,,,0,27,2
Nancy Astor Fox,,,,,,,,,,,,,,,,,,,0,2
Total,78,21,76,67,67,62,59,38,37,36,34,34,33,33,33,32,32,32,30,2
,United States Senator - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,3
,Bob Casey Jr,Joseph John Vodvarka,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Stephen A Cozen,Jerome W Mondesire,Vincent J Hughes,Andrew P Toy,Michelle W Singer,Nancy Astor Fox,Eleanor M Dezzi,Raye E Johnson,William S Leopold,Jerry T Jordan,Heather Steinmiller,Joseph C Meade,3
Bob Casey Jr,14,0,48,46,43,38,36,35,36,36,32,32,30,31,31,31,30,30,29,3
Joseph John Vodvarka,,2,12,11,10,10,11,6,4,3,5,6,6,5,5,4,5,4,4,3
Kenyatta J Johnson,,,3,59,57,52,49,42,43,43,41,42,41,40,41,40,40,39,39,3
Blondell Reynolds Brown,,,,0,56,52,50,44,44,44,41,41,42,40,42,42,40,40,39,3
Cindy Bass,,,,,1,52,48,41,42,42,39,40,39,39,40,39,39,38,38,3
Jacquelyn Manns Smalley,,,,,,0,49,42,39,38,38,40,39,39,40,38,38,38,38,3
Mark Alan Aronchick,,,,,,,0,39,38,37,37,37,37,36,39,36,36,36,36,3
Stephen A Cozen,,,,,,,,0,42,40,41,42,41,40,41,40,40,40,39,3
Jerome W Mondesire,,,,,,,,,0,42,41,40,39,39,40,40,39,39,38,3
Vincent J Hughes,,,,,,,,,,0,40,39,38,38,40,39,39,38,38,3
Andrew P Toy,,,,,,,,,,,0,39,39,37,39,39,38,38,37,3
Michelle W Singer,,,,,,,,,,,,0,40,42,40,39,39,39,39,3
Nancy Astor Fox,,,,,,,,,,,,,0,38,40,40,38,39,38,3
Eleanor M Dezzi,,,,,,,,,,,,,,0,39,38,38,38,38,3
Raye E Johnson,,,,,,,,,,,,,,,0,39,39,39,39,3
William S Leopold,,,,,,,,,,,,,,,,0,39,39,39,3
Jerry T Jordan,,,,,,,,,,,,,,,,,0,38,39,3
Heather Steinmiller,,,,,,,,,,,,,,,,,,0,38,3
Joseph C Meade,,,,,,,,,,,,,,,,,,,0,3
Total,70,17,70,65,61,54,53,47,46,45,44,44,43,42,42,42,41,40,39,3
,United States Senator - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,4
,Bob Casey Jr,Joseph John Vodvarka,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Vincent J Hughes,Mark Alan Aronchick,Jerome W Mondesire,Eleanor M Dezzi,Heather Steinmiller,Andrew P Toy,Jerry T Jordan,Michelle W Singer,Nancy Astor Fox,Raye E Johnson,Stephen A Cozen,Joseph C Meade,William S Leopold,4
Bob Casey Jr,21,0,93,95,92,78,76,76,75,73,72,70,70,72,71,68,67,67,64,4
Joseph John Vodvarka,,3,18,15,16,16,11,12,11,11,11,9,9,7,9,11,11,10,9,4
Kenyatta J Johnson,,,1,109,107,97,90,91,87,85,83,81,81,81,81,81,80,79,74,4
Cindy Bass,,,,0,107,96,90,89,87,84,83,82,81,81,82,78,79,79,75,4
Blondell Reynolds Brown,,,,,0,96,87,91,86,82,82,80,81,77,80,78,79,78,75,4
Jacquelyn Manns Smalley,,,,,,0,82,88,79,80,78,76,77,76,77,75,75,76,72,4
