col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,All
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,All
Allyson Y Schwartz,2,219,184,46,All
Angel L Cruz,,127,0,0,All
Jonathan Ramos,,,104,0,All
Anthony Pernell Johnson,,,,5,All
Total,451,346,288,51,All
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,1
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,1
Allyson Y Schwartz,0,46,12,8,1
Angel L Cruz,,10,0,0,1
Jonathan Ramos,,,5,0,1
Anthony Pernell Johnson,,,,2,1
Total,66,56,17,10,1
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,2
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,2
Allyson Y Schwartz,0,20,14,3,2
Angel L Cruz,,13,0,0,2
Jonathan Ramos,,,16,0,2
Anthony Pernell Johnson,,,,0,2
Total,37,33,30,3,2
,Representative In The General Assembly 180th District - Democrat,,,Representative In Congress 13th District - Democrat,3
,Jonathan Ramos,Angel L Cruz,Anthony Pernell Johnson,Allyson Y Schwartz,3
Jonathan Ramos,19,0,0,26,3
Angel L Cruz,,26,0,14,3
Anthony Pernell Johnson,,,0,2,3
Allyson Y Schwartz,,,,0,3
Total,45,40,2,42,3
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,5
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,5
Allyson Y Schwartz,1,23,12,3,5
Angel L Cruz,,12,0,0,5
Jonathan Ramos,,,13,0,5
Anthony Pernell Johnson,,,,1,5
Total,39,35,25,4,5
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,6
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,6
Allyson Y Schwartz,0,27,21,6,6
Angel L Cruz,,12,0,0,6
Jonathan Ramos,,,5,0,6
Anthony Pernell Johnson,,,,0,6
Total,54,39,26,6,6
,Representative In The General Assembly 180th District - Democrat,,,Representative In Congress 13th District - Democrat,8
,Jonathan Ramos,Angel L Cruz,Anthony Pernell Johnson,Allyson Y Schwartz,8
Jonathan Ramos,20,0,0,28,8
Angel L Cruz,,10,0,7,8
Anthony Pernell Johnson,,,0,1,8
Allyson Y Schwartz,,,,0,8
Total,48,17,1,36,8
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,10
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,10
Allyson Y Schwartz,0,21,14,7,10
Angel L Cruz,,10,0,0,10
Jonathan Ramos,,,7,0,10
Anthony Pernell Johnson,,,,0,10
Total,42,31,21,7,10
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,11
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,11
Allyson Y Schwartz,0,26,33,10,11
Angel L Cruz,,16,0,0,11
Jonathan Ramos,,,6,0,11
Anthony Pernell Johnson,,,,2,11
Total,69,42,39,12,11
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 180th District - Democrat,,,22
,Allyson Y Schwartz,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,22
Allyson Y Schwartz,1,29,23,4,22
Angel L Cruz,,10,0,0,22
Jonathan Ramos,,,10,0,22
Anthony Pernell Johnson,,,,0,22
Total,57,39,33,4,22
,Representative In The General Assembly 180th District - Democrat,,,Representative In Congress 13th District - Democrat,23
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Allyson Y Schwartz,23
Angel L Cruz,8,0,0,6,23
Jonathan Ramos,,3,0,1,23
Anthony Pernell Johnson,,,0,2,23
Allyson Y Schwartz,,,,0,23
Total,14,4,2,9,23
