col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,Leslie S Richards,Olivia E Brady,Louis J Farinella,All
Ted Kirsch,49,582,562,487,567,560,461,459,448,439,0,0,0,0,0,0,0,0,0,All
Ryan N Boyer,,23,556,478,563,559,468,464,442,431,0,0,0,0,0,0,0,0,0,All
Anthony Hardy Williams,,,24,460,547,540,448,447,431,424,0,0,0,0,0,0,0,0,0,All
Christine M Tartaglione,,,,58,466,469,482,479,454,444,0,0,0,0,0,0,0,0,0,All
Mindy M Posoff,,,,,11,554,456,451,439,430,0,0,0,0,0,0,0,0,0,All
Elizabeth A Washo,,,,,,7,465,468,437,424,0,0,0,0,0,0,0,0,0,All
Kathryn Sylvia Huggins,,,,,,,2,481,450,445,0,0,0,0,0,0,0,0,0,All
Deborah E Landau,,,,,,,,4,448,442,0,0,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,,2,433,0,0,0,0,0,0,0,0,0,All
Sekela Coles,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,All
Catherine G Scott,,,,,,,,,,,4,29,24,19,20,21,20,19,18,All
Kelly Lynn Devine,,,,,,,,,,,,2,25,19,21,20,20,19,18,All
D Gregory Holt,,,,,,,,,,,,,0,19,19,18,19,18,18,All
Vince Gillen,,,,,,,,,,,,,,2,19,18,18,17,17,All
Patrick J Eiding,,,,,,,,,,,,,,,0,19,18,18,18,All
Caren Gansman Moskowitz,,,,,,,,,,,,,,,,0,19,19,18,All
Leslie S Richards,,,,,,,,,,,,,,,,,0,19,18,All
Olivia E Brady,,,,,,,,,,,,,,,,,,0,19,All
Louis J Farinella,,,,,,,,,,,,,,,,,,,0,All
Total,690,655,628,623,612,610,516,515,478,467,34,32,25,23,22,21,20,20,19,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Anthony Hardy Williams,Ted Kirsch,Christine M Tartaglione,Mindy M Posoff,Kathryn Sylvia Huggins,Deborah E Landau,Ryan N Boyer,Thaddeus Kirkland,Elizabeth A Washo,Sekela Coles,Caren Gansman Moskowitz,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,1
Anthony Hardy Williams,5,19,16,17,17,14,15,15,15,14,0,0,0,0,0,0,0,0,0,1
Ted Kirsch,,1,15,16,16,16,16,16,16,13,0,0,0,0,0,0,0,0,0,1
Christine M Tartaglione,,,1,16,16,14,13,13,12,13,0,0,0,0,0,0,0,0,0,1
Mindy M Posoff,,,,0,16,15,15,13,14,13,0,0,0,0,0,0,0,0,0,1
Kathryn Sylvia Huggins,,,,,0,15,13,14,12,14,0,0,0,0,0,0,0,0,0,1
Deborah E Landau,,,,,,0,13,14,13,13,0,0,0,0,0,0,0,0,0,1
Ryan N Boyer,,,,,,,0,13,14,11,0,0,0,0,0,0,0,0,0,1
Thaddeus Kirkland,,,,,,,,0,13,12,0,0,0,0,0,0,0,0,0,1
Elizabeth A Washo,,,,,,,,,0,11,0,0,0,0,0,0,0,0,0,1
Sekela Coles,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Caren Gansman Moskowitz,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Catherine G Scott,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
D Gregory Holt,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kelly Lynn Devine,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leslie S Richards,,,,,,,,,,,,,,,0,0,0,0,0,1
Louis J Farinella,,,,,,,,,,,,,,,,0,0,0,0,1
Olivia E Brady,,,,,,,,,,,,,,,,,0,0,0,1
Patrick J Eiding,,,,,,,,,,,,,,,,,,0,0,1
Vince Gillen,,,,,,,,,,,,,,,,,,,0,1
Total,27,23,19,19,18,17,17,17,16,14,0,0,0,0,0,0,0,0,0,1
