col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 181st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,W Curtis Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Patrick J Eiding,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,All
W Curtis Thomas,57,219,200,191,108,108,107,107,105,104,All
Catherine G Scott,,2,193,192,108,109,108,107,105,106,All
D Gregory Holt,,,0,189,105,104,104,103,105,105,All
Kelly Lynn Devine,,,,1,103,104,105,102,105,102,All
Louis J Farinella,,,,,0,106,105,101,104,103,All
Patrick J Eiding,,,,,,0,105,103,105,102,All
Leslie S Richards,,,,,,,0,104,105,104,All
Olivia E Brady,,,,,,,,0,102,101,All
Caren Gansman Moskowitz,,,,,,,,,0,102,All
Vince Gillen,,,,,,,,,,0,All
Total,297,227,206,198,111,111,110,110,108,107,All
