col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 152nd District - Democrat,United States Senator - Democrat,,All
,Ronald Adam Kolla,Bob Casey Jr,Joseph John Vodvarka,All
Ronald Adam Kolla,2,87,18,All
Bob Casey Jr,,15,0,All
Joseph John Vodvarka,,,7,All
Total,107,102,25,All
,Representative In The General Assembly 152nd District - Democrat,United States Senator - Democrat,,12
,Ronald Adam Kolla,Bob Casey Jr,Joseph John Vodvarka,12
Ronald Adam Kolla,0,27,5,12
Bob Casey Jr,,2,0,12
Joseph John Vodvarka,,,2,12
Total,32,29,7,12
,Representative In The General Assembly 152nd District - Democrat,United States Senator - Democrat,,33
,Ronald Adam Kolla,Bob Casey Jr,Joseph John Vodvarka,33
Ronald Adam Kolla,0,14,3,33
Bob Casey Jr,,0,0,33
Joseph John Vodvarka,,,2,33
Total,17,14,5,33
,United States Senator - Democrat,,Representative In The General Assembly 152nd District - Democrat,34
,Bob Casey Jr,Joseph John Vodvarka,Ronald Adam Kolla,34
Bob Casey Jr,9,0,36,34
Joseph John Vodvarka,,3,6,34
Ronald Adam Kolla,,,2,34
Total,45,9,44,34
,United States Senator - Democrat,,Representative In The General Assembly 152nd District - Democrat,38
,Bob Casey Jr,Joseph John Vodvarka,Ronald Adam Kolla,38
Bob Casey Jr,4,0,10,38
Joseph John Vodvarka,,0,4,38
Ronald Adam Kolla,,,0,38
Total,14,4,14,38
