col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Louis J Farinella,Leslie S Richards,Vince Gillen,Caren Gansman Moskowitz,Patrick J Eiding,All
Bob Casey Jr,348,0,673,630,575,448,437,439,433,431,429,All
Joseph John Vodvarka,,86,133,122,111,59,58,52,56,58,56,All
Catherine G Scott,,,8,700,664,485,479,479,476,471,468,All
Kelly Lynn Devine,,,,4,663,486,476,480,471,468,468,All
D Gregory Holt,,,,,2,449,457,451,457,442,447,All
Olivia E Brady,,,,,,0,455,462,458,456,453,All
Louis J Farinella,,,,,,,0,466,462,448,464,All
Leslie S Richards,,,,,,,,1,452,449,452,All
Vince Gillen,,,,,,,,,1,447,455,All
Caren Gansman Moskowitz,,,,,,,,,,0,452,All
Patrick J Eiding,,,,,,,,,,,0,All
Total,"1,127",250,836,775,706,516,510,504,500,499,498,All
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,Kelly Lynn Devine,Patrick J Eiding,D Gregory Holt,Leslie S Richards,Louis J Farinella,Olivia E Brady,Vince Gillen,Caren Gansman Moskowitz,1
Bob Casey Jr,15,0,35,28,25,23,23,22,24,23,21,1
Joseph John Vodvarka,,6,8,7,3,5,5,4,4,5,3,1
Catherine G Scott,,,0,33,27,29,27,26,29,27,25,1
Kelly Lynn Devine,,,,0,25,28,24,24,25,25,23,1
Patrick J Eiding,,,,,0,23,25,26,25,23,23,1
D Gregory Holt,,,,,,0,24,24,23,22,22,1
Leslie S Richards,,,,,,,0,25,25,23,23,1
Louis J Farinella,,,,,,,,0,25,24,22,1
Olivia E Brady,,,,,,,,,0,24,23,1
Vince Gillen,,,,,,,,,,0,23,1
Caren Gansman Moskowitz,,,,,,,,,,,0,1
Total,53,16,44,36,31,29,29,29,29,29,25,1
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,2
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Caren Gansman Moskowitz,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,2
Bob Casey Jr,10,0,26,26,26,23,21,21,21,21,22,2
Joseph John Vodvarka,,2,1,0,0,0,0,0,0,0,0,2
Catherine G Scott,,,0,26,25,22,22,22,22,21,22,2
D Gregory Holt,,,,0,25,22,21,22,22,21,21,2
Kelly Lynn Devine,,,,,0,22,20,22,21,22,21,2
Leslie S Richards,,,,,,0,20,21,21,21,21,2
Caren Gansman Moskowitz,,,,,,,0,20,21,20,20,2
Louis J Farinella,,,,,,,,0,21,21,21,2
Olivia E Brady,,,,,,,,,0,21,20,2
Patrick J Eiding,,,,,,,,,,0,20,2
Vince Gillen,,,,,,,,,,,0,2
Total,39,3,28,27,27,23,22,22,22,22,22,2
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,3
,Bob Casey Jr,Joseph John Vodvarka,Kelly Lynn Devine,Catherine G Scott,D Gregory Holt,Olivia E Brady,Leslie S Richards,Louis J Farinella,Vince Gillen,Caren Gansman Moskowitz,Patrick J Eiding,3
Bob Casey Jr,19,0,26,26,22,20,20,18,18,17,18,3
Joseph John Vodvarka,,7,8,7,5,4,2,4,4,4,3,3
Kelly Lynn Devine,,,0,29,27,23,22,22,22,21,21,3
Catherine G Scott,,,,0,26,23,21,20,21,21,19,3
D Gregory Holt,,,,,0,20,19,20,21,19,19,3
Olivia E Brady,,,,,,0,21,21,22,21,19,3
Leslie S Richards,,,,,,,1,21,20,20,19,3
Louis J Farinella,,,,,,,,0,22,20,20,3
Vince Gillen,,,,,,,,,0,20,19,3
Caren Gansman Moskowitz,,,,,,,,,,0,20,3
Patrick J Eiding,,,,,,,,,,,0,3
Total,51,16,35,34,28,25,24,23,23,22,22,3
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,4
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Caren Gansman Moskowitz,Olivia E Brady,4
Bob Casey Jr,15,0,23,20,18,17,18,17,15,16,16,4
Joseph John Vodvarka,,2,6,7,6,5,3,4,6,4,4,4
Catherine G Scott,,,0,22,21,19,20,19,17,17,19,4
Kelly Lynn Devine,,,,0,21,19,21,20,20,18,20,4
D Gregory Holt,,,,,0,19,19,20,19,17,17,4
Vince Gillen,,,,,,0,18,19,19,17,17,4
Leslie S Richards,,,,,,,0,20,18,17,19,4
Louis J Farinella,,,,,,,,0,19,17,18,4
Patrick J Eiding,,,,,,,,,0,18,18,4
Caren Gansman Moskowitz,,,,,,,,,,0,17,4
Olivia E Brady,,,,,,,,,,,0,4
Total,43,12,29,27,24,22,21,21,21,20,20,4
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,5
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Caren Gansman Moskowitz,Louis J Farinella,Leslie S Richards,Patrick J Eiding,Vince Gillen,5
Bob Casey Jr,21,0,30,24,21,18,15,16,15,16,16,5
Joseph John Vodvarka,,2,7,7,4,2,3,2,2,1,1,5
Catherine G Scott,,,1,26,24,17,15,18,16,16,16,5
Kelly Lynn Devine,,,,0,25,17,16,16,16,16,16,5
