col_1,col_2,col_3,division
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,All
,Alfonso Gambone Jr,David J Freed,All
Alfonso Gambone Jr,1,15,All
David J Freed,,1,All
Total,16,16,All
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,1
,Alfonso Gambone Jr,David J Freed,1
Alfonso Gambone Jr,0,4,1
David J Freed,,0,1
Total,4,4,1
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,2
,Alfonso Gambone Jr,David J Freed,2
Alfonso Gambone Jr,0,1,2
David J Freed,,0,2
Total,1,1,2
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,3
,Alfonso Gambone Jr,David J Freed,3
Alfonso Gambone Jr,0,1,3
David J Freed,,0,3
Total,1,1,3
,Attorney General - Republican,Senator In The General Assembly 1st District - Republican,4
,David J Freed,Alfonso Gambone Jr,4
David J Freed,1,1,4
Alfonso Gambone Jr,,0,4
Total,2,1,4
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,9
,Alfonso Gambone Jr,David J Freed,9
Alfonso Gambone Jr,1,1,9
David J Freed,,0,9
Total,2,1,9
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,10
,Alfonso Gambone Jr,David J Freed,10
Alfonso Gambone Jr,0,6,10
David J Freed,,0,10
Total,6,6,10
,Senator In The General Assembly 1st District - Republican,Attorney General - Republican,11
,Alfonso Gambone Jr,David J Freed,11
Alfonso Gambone Jr,0,1,11
David J Freed,,0,11
Total,1,1,11
