col_1,col_2,col_3,col_4,division
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,All
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,All
Robert A Brady,83,983,173,All
Bob Casey Jr,,74,0,All
Joseph John Vodvarka,,,39,All
Total,"1,239","1,057",212,All
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,1
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,1
Robert A Brady,4,31,7,1
Bob Casey Jr,,4,0,1
Joseph John Vodvarka,,,1,1
Total,42,35,8,1
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,2
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,2
Robert A Brady,3,43,12,2
Bob Casey Jr,,3,0,2
Joseph John Vodvarka,,,1,2
Total,58,46,13,2
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,3
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,3
Robert A Brady,9,84,10,3
Bob Casey Jr,,6,0,3
Joseph John Vodvarka,,,4,3
Total,103,90,14,3
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,4
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,4
Robert A Brady,6,25,2,4
Bob Casey Jr,,0,0,4
Joseph John Vodvarka,,,2,4
Total,33,25,4,4
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,5
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,5
Robert A Brady,3,38,4,5
Bob Casey Jr,,3,0,5
Joseph John Vodvarka,,,1,5
Total,45,41,5,5
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,6
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,6
Robert A Brady,1,24,8,6
Bob Casey Jr,,1,0,6
Joseph John Vodvarka,,,0,6
Total,33,25,8,6
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,7
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,7
Robert A Brady,1,32,11,7
Bob Casey Jr,,0,0,7
Joseph John Vodvarka,,,1,7
Total,44,32,12,7
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,8
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,8
Robert A Brady,2,34,4,8
Bob Casey Jr,,3,0,8
Joseph John Vodvarka,,,1,8
Total,40,37,5,8
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,9
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,9
Robert A Brady,3,49,6,9
Bob Casey Jr,,4,0,9
Joseph John Vodvarka,,,2,9
Total,58,53,8,9
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,10
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,10
Robert A Brady,1,50,7,10
Bob Casey Jr,,7,0,10
Joseph John Vodvarka,,,1,10
Total,58,57,8,10
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,11
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,11
Robert A Brady,3,63,9,11
Bob Casey Jr,,9,0,11
Joseph John Vodvarka,,,2,11
Total,75,72,11,11
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,12
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,12
Robert A Brady,3,21,4,12
Bob Casey Jr,,1,0,12
Joseph John Vodvarka,,,0,12
Total,28,22,4,12
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,13
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,13
Robert A Brady,3,30,11,13
Bob Casey Jr,,2,0,13
Joseph John Vodvarka,,,0,13
Total,44,32,11,13
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,14
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,14
Robert A Brady,3,38,9,14
Bob Casey Jr,,3,0,14
Joseph John Vodvarka,,,1,14
Total,50,41,10,14
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,15
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,15
Robert A Brady,4,74,11,15
Bob Casey Jr,,2,0,15
Joseph John Vodvarka,,,2,15
Total,89,76,13,15
,United States Senator - Democrat,,Representative In Congress 1st District - Democrat,16
,Bob Casey Jr,Joseph John Vodvarka,Robert A Brady,16
Bob Casey Jr,7,0,45,16
Joseph John Vodvarka,,2,5,16
Robert A Brady,,,0,16
Total,52,7,50,16
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,17
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,17
Robert A Brady,2,43,10,17
Bob Casey Jr,,4,0,17
Joseph John Vodvarka,,,3,17
Total,55,47,13,17
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,18
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,18
Robert A Brady,11,56,7,18
Bob Casey Jr,,5,0,18
Joseph John Vodvarka,,,3,18
Total,74,61,10,18
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,19
,Robert A Brady,Bob Casey Jr,Joseph John Vodvarka,19
Robert A Brady,8,56,10,19
Bob Casey Jr,,6,0,19
Joseph John Vodvarka,,,6,19
Total,74,62,16,19
