col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Michelle W Singer,Raye E Johnson,Jerry T Jordan,Andrew P Toy,Nancy Astor Fox,Joseph C Meade,Eleanor M Dezzi,Heather Steinmiller,William S Leopold,Mark B Cohen,Numa F St Louis,All
Kenyatta J Johnson,2,874,859,776,761,536,503,483,481,472,467,469,464,462,464,456,443,554,474,All
Blondell Reynolds Brown,,0,831,745,744,515,484,468,465,454,460,448,446,448,444,439,434,499,432,All
Cindy Bass,,,0,752,732,521,479,469,460,460,452,454,445,452,449,444,429,483,444,All
Jacquelyn Manns Smalley,,,,0,705,462,455,453,441,441,436,442,436,438,437,436,418,416,372,All
Mark Alan Aronchick,,,,,0,443,434,438,422,422,423,430,418,430,426,422,412,408,367,All
Vincent J Hughes,,,,,,0,482,468,461,454,456,460,444,452,444,439,429,316,254,All
Jerome W Mondesire,,,,,,,0,464,444,446,450,450,431,447,438,430,427,289,227,All
Stephen A Cozen,,,,,,,,1,445,450,447,445,433,451,437,436,434,286,222,All
Michelle W Singer,,,,,,,,,0,451,438,429,453,434,443,440,429,273,223,All
Raye E Johnson,,,,,,,,,,0,441,425,438,430,442,436,433,264,222,All
Jerry T Jordan,,,,,,,,,,,0,427,428,433,437,438,432,267,213,All
Andrew P Toy,,,,,,,,,,,,0,423,433,423,423,416,261,217,All
Nancy Astor Fox,,,,,,,,,,,,,0,425,435,432,416,261,215,All
Joseph C Meade,,,,,,,,,,,,,,0,432,430,423,259,217,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,447,431,259,215,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,430,252,211,All
William S Leopold,,,,,,,,,,,,,,,,,0,243,205,All
Mark B Cohen,,,,,,,,,,,,,,,,,,330,0,All
Numa F St Louis,,,,,,,,,,,,,,,,,,,164,All
Total,"1,039",942,938,797,781,577,522,515,503,492,485,482,482,481,479,468,453,967,719,All
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,4
,Mark B Cohen,Numa F St Louis,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Jerome W Mondesire,Michelle W Singer,Nancy Astor Fox,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Raye E Johnson,William S Leopold,Andrew P Toy,Joseph C Meade,4
Mark B Cohen,110,0,70,65,62,55,51,32,30,25,26,25,24,25,27,25,24,24,22,4
Numa F St Louis,,18,42,36,35,33,32,14,13,13,12,13,13,12,10,12,12,11,13,4
Kenyatta J Johnson,,,0,97,97,89,83,45,42,39,38,39,38,39,39,37,37,37,36,4
Cindy Bass,,,,0,93,86,81,47,43,37,39,39,39,38,38,38,37,36,36,4
Blondell Reynolds Brown,,,,,0,86,81,44,41,36,37,37,37,36,37,36,36,34,34,4
Jacquelyn Manns Smalley,,,,,,0,81,40,40,38,36,36,36,37,38,36,36,34,34,4
Mark Alan Aronchick,,,,,,,0,35,37,36,35,34,36,36,35,36,36,33,34,4
Vincent J Hughes,,,,,,,,0,40,36,35,37,36,36,36,35,35,36,35,4
Stephen A Cozen,,,,,,,,,0,38,37,35,36,37,37,38,38,35,36,4
Jerome W Mondesire,,,,,,,,,,0,34,33,33,35,35,34,35,34,34,4
Michelle W Singer,,,,,,,,,,,0,37,34,34,35,36,36,31,32,4
Nancy Astor Fox,,,,,,,,,,,,0,36,36,33,33,34,32,31,4
Eleanor M Dezzi,,,,,,,,,,,,,0,37,34,35,36,33,33,4
Heather Steinmiller,,,,,,,,,,,,,,0,35,35,36,35,33,4
Jerry T Jordan,,,,,,,,,,,,,,,0,35,36,32,33,4
Raye E Johnson,,,,,,,,,,,,,,,,0,37,32,33,4
William S Leopold,,,,,,,,,,,,,,,,,0,33,34,4
Andrew P Toy,,,,,,,,,,,,,,,,,,0,32,4
Joseph C Meade,,,,,,,,,,,,,,,,,,,0,4
Total,187,63,114,104,100,90,85,49,45,40,40,40,39,39,39,39,38,37,37,4
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,11
,Mark B Cohen,Numa F St Louis,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Stephen A Cozen,Andrew P Toy,Eleanor M Dezzi,Jerome W Mondesire,Raye E Johnson,William S Leopold,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Heather Steinmiller,Nancy Astor Fox,11
Mark B Cohen,29,0,44,40,42,38,38,28,25,25,24,23,23,23,23,23,24,23,21,11
Numa F St Louis,,16,33,33,30,29,27,16,14,13,14,14,14,14,13,13,11,12,12,11
Kenyatta J Johnson,,,0,65,68,66,64,38,38,36,36,36,36,36,35,35,32,34,32,11
Cindy Bass,,,,0,67,63,64,36,36,35,34,34,34,34,34,34,31,33,31,11
Blondell Reynolds Brown,,,,,0,65,66,38,37,37,35,35,35,35,35,35,33,34,32,11
Mark Alan Aronchick,,,,,,0,62,37,37,35,35,35,35,35,35,35,32,34,32,11
Jacquelyn Manns Smalley,,,,,,,0,36,36,36,35,34,35,35,35,35,33,34,32,11
Vincent J Hughes,,,,,,,,0,38,37,38,37,37,37,36,36,34,35,33,11
Stephen A Cozen,,,,,,,,,0,36,37,37,37,37,36,36,33,35,33,11
Andrew P Toy,,,,,,,,,,0,35,36,35,35,35,35,32,34,32,11
Eleanor M Dezzi,,,,,,,,,,,0,36,37,37,36,36,33,35,33,11
Jerome W Mondesire,,,,,,,,,,,,0,36,36,35,35,31,34,32,11
Raye E Johnson,,,,,,,,,,,,,0,37,36,36,32,35,33,11
William S Leopold,,,,,,,,,,,,,,0,36,36,32,35,33,11
Jerry T Jordan,,,,,,,,,,,,,,,0,36,32,35,33,11
Joseph C Meade,,,,,,,,,,,,,,,,0,32,35,33,11
Michelle W Singer,,,,,,,,,,,,,,,,,0,32,32,11
Heather Steinmiller,,,,,,,,,,,,,,,,,,0,32,11
Nancy Astor Fox,,,,,,,,,,,,,,,,,,,0,11
Total,79,58,77,74,73,67,66,44,39,38,38,37,37,37,36,36,36,35,34,11
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,12
