col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Andrew P Toy,Stephen A Cozen,Michelle W Singer,Joseph C Meade,Raye E Johnson,Jerry T Jordan,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,Patrick Murphy,Kathleen G Kane,All
Kenyatta J Johnson,16,956,901,861,839,627,510,493,495,492,476,477,471,462,457,451,442,551,518,All
Blondell Reynolds Brown,,4,853,820,813,596,496,477,473,465,465,461,462,447,448,433,436,511,455,All
Cindy Bass,,,3,825,807,535,469,476,466,461,459,450,453,445,447,433,432,445,438,All
Jacquelyn Manns Smalley,,,,3,797,507,453,452,446,432,447,433,435,431,429,410,414,413,417,All
Mark Alan Aronchick,,,,,2,491,450,452,453,429,449,442,444,428,432,409,426,411,398,All
Vincent J Hughes,,,,,,7,520,508,501,485,492,479,477,465,468,437,446,408,267,All
Jerome W Mondesire,,,,,,,1,476,476,439,476,444,447,442,437,417,430,301,208,All
Andrew P Toy,,,,,,,,1,478,438,479,455,445,442,439,418,434,298,200,All
Stephen A Cozen,,,,,,,,,1,439,480,463,452,442,441,426,438,292,200,All
Michelle W Singer,,,,,,,,,,1,428,448,445,447,444,441,428,292,193,All
Joseph C Meade,,,,,,,,,,,0,448,450,446,442,417,439,287,187,All
Raye E Johnson,,,,,,,,,,,,0,457,450,452,429,439,281,186,All
Jerry T Jordan,,,,,,,,,,,,,0,447,451,427,445,281,179,All
Eleanor M Dezzi,,,,,,,,,,,,,,0,453,422,434,273,180,All
Heather Steinmiller,,,,,,,,,,,,,,,0,424,436,270,181,All
Nancy Astor Fox,,,,,,,,,,,,,,,,1,418,263,173,All
William S Leopold,,,,,,,,,,,,,,,,,0,263,166,All
Patrick Murphy,,,,,,,,,,,,,,,,,,265,0,All
Kathleen G Kane,,,,,,,,,,,,,,,,,,,113,All
